prefabRoot,sourceBundle,sourcePrefabPath,hierarchyPath,componentType,role,activeInHierarchy,enabled,visibleOnCamera,screenZone,areaRatio,screenMinX,screenMaxX,screenMinY,screenMaxY,anchorMin,anchorMax,pivot,sizeDelta,anchoredPosition,localScale,lossyScale,canvasPath,canvasRenderMode,canvasWorldCameraName,canvasPlaneDistance,canvasSortingLayer,canvasSortingOrder,canvasScaleFactor,canvasReferencePixelsPerUnit,canvasHasWorldCamera,canvasScalerUiScaleMode,canvasScalerReferenceResolution,canvasScalerMatchWidthOrHeight,canvasScalerScreenMatchMode,canvasRootRectSize,scalerUiScaleMode,scalerReferenceResolution,scalerScreenMatchMode,scalerMatchWidthOrHeight,spriteName,textureName,textureSize,textureIsNull,textureInstanceId,textureAccessError,spriteRect,spriteBorder,spritePixelsPerUnit,spritePacked,spritePackingMode,spritePackingRotation,materialName,fontName,color,alpha,imageType,preserveAspect,raycastTarget,buttonInteractable,buttonPersistentHandlerCount,targetGraphicPath,visibleOriginalSpriteCandidate,visiblePlaceholderBlock,unresolvedReason
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/bg_guanzhi","YouYou.YouYouImage","Image",true,true,true,"top",0,-0.115625,0.059375,1,1.243646,"0.5/0.5","0.5/0.5","0.5/0.5","160/117","-143/29","0.7/0.7/1","0.015/0.015/0.021","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"guanzhi_maozi1","","",true,0,"","0/0/160/117","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,true,false,0,"",true,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/bg_guanzhi/text_guan_num","TMPro.TextMeshProUGUI","TMP",true,true,true,"top",0,-0.028016,0,1,1.183854,"0.5/0.5","0.5/0.5","0.5/0.5","0/15","0.1/10","1/1/1","0.015/0.015/0.021","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","",0,false,"","","Default UI Material","","1/0.969/0.612/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtFirstAttack","TMPro.TextMeshProUGUI","TMP",true,true,true,"top",0.009766,0.048438,0.360938,0.96875,1.072917,"0.5/0.5","0.5/0.5","0/0.5","200/50","-94/-37","1/1/1","0.021/0.021/0.021","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","",0,false,"","","Default UI Material","","1/1/1/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtNickName","TMPro.TextMeshProUGUI","TMP",true,true,true,"top",0,0.051562,0.364063,1,1.170313,"0.5/0.5","0.5/0.5","0/0.5","200/23.5","-92/23","1/1/1","0.021/0.021/0.021","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","",0,false,"","","Default UI Material","","1/1/1/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtLevel","TMPro.TextMeshProUGUI","TMP",true,true,true,"top",0.000081,-0.092187,0.039063,0.997917,1.03125,"0.5/0.5","0.5/0.5","0.5/0.5","84/16","-142/-40","1/1/1","0.021/0.021/0.021","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","",0,false,"","","Default UI Material","","1/1/1/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/img_yazhi","YouYou.YouYouImage","Image",true,true,true,"top",0.000467,0.180469,0.244531,0.992708,1.090625,"0.5/0.5","0.5/0.5","0.5/0.5","41/47","11/-27","1/1/1","0.021/0.021/0.021","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"UI_up","","",true,0,"","0/0/41/47","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,true,false,0,"",true,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/img_yazhi/text_yahei_num","TMPro.TextMeshProUGUI","TMP",true,true,true,"top",0,0.211875,0.211875,1,1.010208,"0.5/0.5","0.5/0.5","0.5/0.5","0/0","-0.4/-15.1","1/1/1","0.021/0.021/0.021","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","",0,false,"","","Default UI Material","","1/1/1/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_FirstAttack","TMPro.TextMeshProUGUI","TMP",false,true,true,"top",0,0.281219,0.45625,1,1.16251,"0.5/0.5","0.5/0.5","1/0.5","112.02/16.01","167/23","1/1/1","0.021/0.021/0.021","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","",0,false,"","","Default UI Material","","1/1/1/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_server","TMPro.TextMeshProUGUI","TMP",false,true,true,"top",0,0.045313,0.107844,1,1.079177,"0.5/0.5","0.5/0.5","0/0.5","40.02/16.01","-96/-17","1/1/1","0.021/0.021/0.021","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","",0,false,"","","Default UI Material","","1/1/1/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_server/txt_chengzhan_name","TMPro.TextMeshProUGUI","TMP",false,true,true,"top",0,0.109406,0.284438,1,1.079177,"1/0.5","1/0.5","0/0.5","112.02/16.01","1/0","1/1/1","0.021/0.021/0.021","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","",0,false,"","","Default UI Material","","1/1/1/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/im_chengzhan_zhan","UnityEngine.UI.Image","Image",false,true,true,"top",0,0.409273,0.450102,1,1.083469,"0.5/0.5","0.5/0.5","0.5/0.5","39/39","150/-20","0.67/0.67/0.67","0.014/0.014/0.014","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"btn_zj","","",true,0,"","0/0/39/39","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,true,false,0,"",false,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_zhansha_num","TMPro.TextMeshProUGUI","TMP",false,true,true,"top",0,0.327469,0.40625,1,1.083344,"0.5/0.5","0.5/0.5","1/0.5","50.42/36.01","135/-25","1/1/1","0.021/0.021/0.021","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","",0,false,"","","Default UI Material","","0.278/0.243/0.208/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgBG","UnityEngine.UI.Image","Image",true,true,true,"top+right",0.000986,0.684375,1.126562,0.996875,1.196875,"0.5/1","0.5/1","0/1","283/96","206/4","-1/1/1","-0.021/0.021/0.021","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"ba_xuecao_bg","","",true,0,"","0/0/283/96","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,false,false,0,"",true,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgMask","UnityEngine.UI.Image","Image",false,true,true,"top+right",0,0.985938,1.120312,1,1.189167,"0.5/0.5","0.5/0.5","0.5/0.5","86/84","159/1.8","1/1/1","0.021/0.021/0.021","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"BG_touxiangkuang","","",true,0,"","0/0/81/80","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,false,false,0,"",false,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/im_mask","UnityEngine.UI.Image","Image",true,true,true,"top+right",0,0.983594,1.122656,1,1.191667,"0.5/0.5","0.5/0.5","0.5/0.5","89/90","159/0","1/1/1","0.021/0.021/0.021","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"ba_xuecao_bg4","","",true,0,"","0/0/89/90","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,true,false,0,"",true,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/im_mask/imgPlayerHeadIcon","YouYou.YouYouImage","Image",true,true,true,"top+right",0,0.983594,1.122656,1,1.191667,"0.5/0.5","0.5/0.5","0.5/0.5","89/90","0/0","1/1/1","0.021/0.021/0.021","BattleHudCanvasScalerSpriteTextureLuaStateClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"battlehead1002","","",true,0,"","0/0/89/90","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,false,false,0,"",true,false,""
