side,ownerHeroDid,ownerHeroId,skillType,skillDid,skillFound,skillHeroId,scriptId,prefabField,prefabId,timelineFound,timelineAssetPath,timelineLine,skillBundle,skillBundleExists,prefabDeps,audioDeps,videoDeps
enemy,1100111,-1,1,1012201,True,1012,1012201,prefabId,1012201,True,Assets/Download/SkillPrefabsAndRes/1012/1012201.prefab,112,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz2Variant.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012201,
enemy,1100111,-1,1,1012301,True,1012,1012301,prefabId,1012301,True,Assets/Download/SkillPrefabsAndRes/1012/1012301.prefab,114,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/BattleSE/1012301|event:/DUBVOICE/DUBVOICE_1012_EXSKILL1|event:/DUBVOICE/DUBVOICE_1012_EXSKILL2,Assets/Download/SkillPrefabsAndRes/1012/1012dh.mp4
enemy,1100111,-1,1,1012301,True,1012,1012301,fastPrefabId,1012351,True,Assets/Download/SkillPrefabsAndRes/1012/1012351.prefab,118,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab,event:/BattleSimple/1012351,
enemy,1100111,-1,2,1012401,False,,,,,False,,,,False,,,
enemy,1100111,-1,2,1012403,False,,,,,False,,,,False,,,
enemy,1100112,-2,1,1012101,True,1012,1012101,prefabId,1012101,True,Assets/Download/SkillPrefabsAndRes/1012/1012101.prefab,111,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012101,
enemy,1100112,-2,1,1012201,True,1012,1012201,prefabId,1012201,True,Assets/Download/SkillPrefabsAndRes/1012/1012201.prefab,112,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz2Variant.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012201,
enemy,1100112,-2,1,1012301,True,1012,1012301,prefabId,1012301,True,Assets/Download/SkillPrefabsAndRes/1012/1012301.prefab,114,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/BattleSE/1012301|event:/DUBVOICE/DUBVOICE_1012_EXSKILL1|event:/DUBVOICE/DUBVOICE_1012_EXSKILL2,Assets/Download/SkillPrefabsAndRes/1012/1012dh.mp4
enemy,1100112,-2,1,1012301,True,1012,1012301,fastPrefabId,1012351,True,Assets/Download/SkillPrefabsAndRes/1012/1012351.prefab,118,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab,event:/BattleSimple/1012351,
enemy,1100112,-2,2,1012401,False,,,,,False,,,,False,,,
enemy,1100112,-2,2,1012403,False,,,,,False,,,,False,,,
enemy,1100113,-3,1,1012101,True,1012,1012101,prefabId,1012101,True,Assets/Download/SkillPrefabsAndRes/1012/1012101.prefab,111,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012101,
enemy,1100113,-3,1,1012201,True,1012,1012201,prefabId,1012201,True,Assets/Download/SkillPrefabsAndRes/1012/1012201.prefab,112,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz2Variant.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012201,
enemy,1100113,-3,1,1012301,True,1012,1012301,prefabId,1012301,True,Assets/Download/SkillPrefabsAndRes/1012/1012301.prefab,114,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/BattleSE/1012301|event:/DUBVOICE/DUBVOICE_1012_EXSKILL1|event:/DUBVOICE/DUBVOICE_1012_EXSKILL2,Assets/Download/SkillPrefabsAndRes/1012/1012dh.mp4
enemy,1100113,-3,1,1012301,True,1012,1012301,fastPrefabId,1012351,True,Assets/Download/SkillPrefabsAndRes/1012/1012351.prefab,118,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab,event:/BattleSimple/1012351,
enemy,1100113,-3,2,1012401,False,,,,,False,,,,False,,,
enemy,1100113,-3,2,1012403,False,,,,,False,,,,False,,,
enemy,1100121,-1,1,1012101,True,1012,1012101,prefabId,1012101,True,Assets/Download/SkillPrefabsAndRes/1012/1012101.prefab,111,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012101,
enemy,1100121,-1,1,1012201,True,1012,1012201,prefabId,1012201,True,Assets/Download/SkillPrefabsAndRes/1012/1012201.prefab,112,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz2Variant.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012201,
enemy,1100121,-1,1,1012301,True,1012,1012301,prefabId,1012301,True,Assets/Download/SkillPrefabsAndRes/1012/1012301.prefab,114,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/BattleSE/1012301|event:/DUBVOICE/DUBVOICE_1012_EXSKILL1|event:/DUBVOICE/DUBVOICE_1012_EXSKILL2,Assets/Download/SkillPrefabsAndRes/1012/1012dh.mp4
enemy,1100121,-1,1,1012301,True,1012,1012301,fastPrefabId,1012351,True,Assets/Download/SkillPrefabsAndRes/1012/1012351.prefab,118,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab,event:/BattleSimple/1012351,
enemy,1100121,-1,2,1012401,False,,,,,False,,,,False,,,
enemy,1100121,-1,2,1012403,False,,,,,False,,,,False,,,
enemy,1100122,-2,1,1012101,True,1012,1012101,prefabId,1012101,True,Assets/Download/SkillPrefabsAndRes/1012/1012101.prefab,111,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012101,
enemy,1100122,-2,1,1012201,True,1012,1012201,prefabId,1012201,True,Assets/Download/SkillPrefabsAndRes/1012/1012201.prefab,112,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz2Variant.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012201,
enemy,1100122,-2,1,1012301,True,1012,1012301,prefabId,1012301,True,Assets/Download/SkillPrefabsAndRes/1012/1012301.prefab,114,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/BattleSE/1012301|event:/DUBVOICE/DUBVOICE_1012_EXSKILL1|event:/DUBVOICE/DUBVOICE_1012_EXSKILL2,Assets/Download/SkillPrefabsAndRes/1012/1012dh.mp4
