path,name,parentPath,focusGroup,activeSelf,activeInHierarchy,layer,siblingIndex,siblingCount,localPosition,localScale,worldPosition,missingScriptCount,componentTypes,hasRectTransform,anchorMin,anchorMax,pivot,sizeDelta,anchoredPosition,rect,offsetMin,offsetMax,hasCanvas,canvasEnabled,canvasRenderMode,canvasSortingOrder,canvasOverrideSorting,canvasWorldCamera,canvasPlaneDistance,canvasScaleFactor,canvasReferencePixelsPerUnit,canvasPixelRect,hasCanvasScaler,canvasScalerUiScaleMode,canvasScalerReferenceResolution,canvasScalerScreenMatchMode,canvasScalerMatchWidthOrHeight,canvasScalerScaleFactor,canvasScalerReferencePixelsPerUnit,hasCanvasGroup,canvasGroupAlpha,canvasGroupInteractable,canvasGroupBlocksRaycasts,canvasGroupIgnoreParentGroups,hasGraphic,graphicType,graphicEnabled,graphicRaycastTarget,graphicColor,graphicAlpha,graphicDepth,graphicCanvas,graphicMaterial,canvasRendererCull,canvasRendererCullTransparentMesh,hasImage,imageSprite,imageType,imagePreserveAspect,imageFillAmount,hasButton,buttonEnabled,buttonInteractable,buttonTargetGraphicPath,buttonPersistentListenerCount,hasTmpText,tmpText,tmpEnabled,tmpFontSize,tmpEnableAutoSizing,tmpFontSizeMin,tmpFontSizeMax,tmpCharacterSpacing,tmpWordSpacing,tmpLineSpacing,tmpAlignment,tmpFont,tmpMaterial,tmpColor,tmpAlpha,tmpRaycastTarget,hasMask,maskEnabled,maskShowMaskGraphic,hasRectMask2D,rectMaskEnabled,hasMaskNamedComponent
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/UI_Global_HeadBarItem_BuffIcon/text_huihe,text_huihe,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/UI_Global_HeadBarItem_BuffIcon,right_rail,False,False,5,2,3,-10.40002/4.700012/0,1/1/1,-4.654167/5.618751/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0.5/0.5,0.5/0.5,0/0,30/8,-10.40002/4.700012,0/0/30/8,-10.40002/4.700012,19.59998/12.70001,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto,btnAuto,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra,right_rail,True,True,5,3,9,258/160/0,1/1/1,5.375/2.270833/-6,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>;UnityEngine.UI.Empty4Raycast;UnityEngine.UI.Button,True,1/0.5,1/0.5,0.5/0.5,101/43,-62/160,-50.5/-21.5/101/43,-112.5/138.5,-11.5/181.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,True,UnityEngine.UI.Empty4Raycast,True,True,1/1/1/1,1,-1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle,Default UI Material,False,True,False,,,False,,True,True,True,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_2/UI_BattleHeroItem,UI_BattleHeroItem,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_2,right_rail,False,False,5,1,3,90/20/0,0.3/0.3/0.6,1.333333/5.104167/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,146/148,90/20,-73/-74/146/148,17/-54,163/94,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_2/ScrollViewGrid,ScrollViewGrid,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_2,right_rail,False,False,5,2,3,-30/45/0,1/1/1,-1.166667/5.625/-6,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0.5/1,0.5/1,0.5/1,180/90,-30/0,-90/-90/180/90,-120/-90,60/0,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3/UI_BattleHeroItem/starts/im_start7,im_start7,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3/UI_BattleHeroItem/starts,right_rail,False,False,5,6,7,0/0/0,1/1/1,0.853958/4.862292/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0/0,0/0,0.5/0.5,21/21,0/0,-10.5/-10.5/21/21,-10.5/-10.5,10.5/10.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_FirstAttack,txt_chengzhan_FirstAttack,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo,top_hud,False,False,5,10,14,167/23/0,1/1/1,-0.583333/6.458333/-6,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0.5/0.5,0.5/0.5,1/0.5,112.02/16.01,167/23,-112.02/-8.005/112.02/16.01,54.98/14.995,167/31.005,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_1/UI_BattleHeroItem/starts/im_start4,im_start4,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_1/UI_BattleHeroItem/starts,right_rail,False,False,5,3,7,0/0/0,1/1/1,-8.354376/4.862292/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0/0,0/0,0.5/0.5,21/21,0/0,-10.5/-10.5/21/21,-10.5/-10.5,10.5/10.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/im_mask/imgPlayerHeadIcon,imgPlayerHeadIcon,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/im_mask,top_hud,True,True,5,0,1,0/0/0,1/1/1,7.375/5.979167/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,89/90,0/0,-44.5/-45/89/90,-44.5/-45,44.5/45,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_1/ScrollViewGrid/Viewport/grid,grid,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_1/ScrollViewGrid/Viewport,right_rail,False,False,5,0,1,0/0/0,1/1/1,-3.041667/5.625/-6,2,UnityEngine.RectTransform;<missing>;UnityEngine.CanvasRenderer;<missing>,True,0/1,1/1,0/1,0/0,0/0,0/0/180/0,0/0,0/0,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_2/ScrollViewGrid/Viewport/grid,grid,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_2/ScrollViewGrid/Viewport,right_rail,False,False,5,0,1,0/0/0,1/1/1,-7.25/5.625/-6,2,UnityEngine.RectTransform;<missing>;UnityEngine.CanvasRenderer;<missing>,True,0/1,1/1,0/1,0/0,0/0,0/0/180/0,0/0,0/0,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/UI_Global_HeadBarItem_BuffIcon/buff_bg,buff_bg,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/UI_Global_HeadBarItem_BuffIcon,right_rail,False,False,5,0,3,0/0/0,1/1/1,-4.4375/5.520833/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,29/29,0/0,-14.5/-14.5/29/29,-14.5/-14.5,14.5/14.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_1/UI_BattleHeroItem/starts/im_start1,im_start1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_1/UI_BattleHeroItem/starts,right_rail,False,False,5,0,7,0/0/0,1/1/1,-8.354376/4.862292/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0/0,0/0,0.5/0.5,21/21,0/0,-10.5/-10.5/21/21,-10.5/-10.5,10.5/10.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_2/ScrollViewGrid,ScrollViewGrid,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_2,right_rail,False,False,5,2,3,30/45/0,1/1/1,-5.375/5.625/-6,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0.5/1,0.5/1,0.5/1,180/90,30/0,-90/-90/180/90,-60/-90,120/0,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/bg_wave/text_waveNum,text_waveNum,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/bg_wave,top_hud,True,True,5,1,2,46/0/0,1/1/1,4.3125/5.1875/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0.5/0.5,0.5/0.5,1/0.5,60/50,46/0,-60/-25/60/50,-14/-25,46/25,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_server,txt_chengzhan_server,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo,top_hud,False,False,5,11,14,-96/-17/0,1/1/1,-6.0625/5.625/-6,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0.5/0.5,0.5/0.5,0/0.5,40.02/16.01,-96/-17,0/-8.005/40.02/16.01,-96/-25.005,-55.98/-8.995,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/bg_guanzhi/text_guan_num,text_guan_num,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/bg_guanzhi,top_hud,True,True,5,0,1,0.1/10/0,1/1/1,-7.040208/6.729167/-6,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,0/15,0.1/10,0/-7.5/0/15,0.1/2.5,0.1/17.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/starts/im_start6,im_start6,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/starts,right_rail,False,False,5,5,7,0/0/0,1/1/1,0.853958/4.862292/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0/0,0/0,0.5/0.5,21/21,0/0,-10.5/-10.5/21/21,-10.5/-10.5,10.5/10.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto/im_off,im_off,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto,right_rail,True,True,5,1,5,0/0/0,1/1/1,5.375/2.270833/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,73/78,0/0,-36.5/-39/73/78,-36.5/-39,36.5/39,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
