prefabRoot,sourceBundle,sourcePrefabPath,hierarchyPath,componentType,role,activeInHierarchy,enabled,visibleOnCamera,screenZone,areaRatio,screenMinX,screenMaxX,screenMinY,screenMaxY,anchorMin,anchorMax,pivot,sizeDelta,anchoredPosition,localScale,lossyScale,canvasPath,canvasRenderMode,canvasWorldCameraName,canvasPlaneDistance,canvasSortingLayer,canvasSortingOrder,canvasScaleFactor,canvasReferencePixelsPerUnit,canvasHasWorldCamera,canvasScalerUiScaleMode,canvasScalerReferenceResolution,canvasScalerMatchWidthOrHeight,canvasScalerScreenMatchMode,canvasRootRectSize,scalerUiScaleMode,scalerReferenceResolution,scalerScreenMatchMode,scalerMatchWidthOrHeight,spriteName,textureName,textureSize,textureIsNull,textureInstanceId,textureAccessError,extractedSpriteBundle,extractedSpritePathId,extractedSpritePngSize,extractedSpritePngPath,spriteRect,spriteBorder,spritePixelsPerUnit,spritePacked,spritePackingMode,spritePackingRotation,materialName,fontName,color,alpha,imageType,preserveAspect,raycastTarget,buttonInteractable,buttonPersistentHandlerCount,targetGraphicPath,visibleOriginalSpriteCandidate,visiblePlaceholderBlock,unresolvedReason
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/bg_guanzhi","YouYou.YouYouImage","Image",true,true,true,"top",0,-0.115625,0.059375,1,1.243646,"0.5/0.5","0.5/0.5","0.5/0.5","160/117","-143/29","0.7/0.7/1","0.015/0.015/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"guanzhi_maozi1","guanzhi_maozi1_extracted_png","142x89",false,-8374,"","download/artsources/uispriteres/uicommonother.assetbundle","4706490186155028499","142x89","C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_e9b9d84959e15638\images\S\4706490186155028499_guanzhi_maozi1.png","0/0/142/89","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,true,false,0,"",true,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/bg_guanzhi/text_guan_num","TMPro.TextMeshProUGUI","TMP",true,true,true,"top",0,-0.028016,0,1,1.183854,"0.5/0.5","0.5/0.5","0.5/0.5","0/15","0.1/10","1/1/1","0.015/0.015/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","","","","","",0,false,"","","Default UI Material","","1/0.969/0.612/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtFirstAttack","TMPro.TextMeshProUGUI","TMP",true,true,true,"top",0.009766,0.048438,0.360938,0.96875,1.072917,"0.5/0.5","0.5/0.5","0/0.5","200/50","-94/-37","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","","","","","",0,false,"","","Default UI Material","","1/1/1/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtNickName","TMPro.TextMeshProUGUI","TMP",true,true,true,"top",0,0.051562,0.364063,1,1.170313,"0.5/0.5","0.5/0.5","0/0.5","200/23.5","-92/23","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","","","","","",0,false,"","","Default UI Material","","1/1/1/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtLevel","TMPro.TextMeshProUGUI","TMP",true,true,true,"top",0.000081,-0.092187,0.039063,0.997917,1.03125,"0.5/0.5","0.5/0.5","0.5/0.5","84/16","-142/-40","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","","","","","",0,false,"","","Default UI Material","","1/1/1/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/img_yazhi","YouYou.YouYouImage","Image",true,true,true,"top",0.000467,0.180469,0.244531,0.992708,1.090625,"0.5/0.5","0.5/0.5","0.5/0.5","41/47","11/-27","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"UI_up","UI_up_extracted_png","41x47",false,-8380,"","download/artsources/uispriteres/uicommonother.assetbundle","7623093264871504072","41x47","C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_e9b9d84959e15638\images\S\7623093264871504072_UI_up.png","0/0/41/47","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,true,false,0,"",true,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/img_yazhi/text_yahei_num","TMPro.TextMeshProUGUI","TMP",true,true,true,"top",0,0.211875,0.211875,1,1.010208,"0.5/0.5","0.5/0.5","0.5/0.5","0/0","-0.4/-15.1","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","","","","","",0,false,"","","Default UI Material","","1/1/1/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_FirstAttack","TMPro.TextMeshProUGUI","TMP",false,true,true,"top",0,0.281219,0.45625,1,1.16251,"0.5/0.5","0.5/0.5","1/0.5","112.02/16.01","167/23","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","","","","","",0,false,"","","Default UI Material","","1/1/1/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_server","TMPro.TextMeshProUGUI","TMP",false,true,true,"top",0,0.045313,0.107844,1,1.079177,"0.5/0.5","0.5/0.5","0/0.5","40.02/16.01","-96/-17","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","","","","","",0,false,"","","Default UI Material","","1/1/1/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_server/txt_chengzhan_name","TMPro.TextMeshProUGUI","TMP",false,true,true,"top",0,0.109406,0.284438,1,1.079177,"1/0.5","1/0.5","0/0.5","112.02/16.01","1/0","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","","","","","",0,false,"","","Default UI Material","","1/1/1/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/im_chengzhan_zhan","UnityEngine.UI.Image","Image",false,true,true,"top",0,0.409273,0.450102,1,1.083469,"0.5/0.5","0.5/0.5","0.5/0.5","39/39","150/-20","0.67/0.67/0.67","0.014/0.014/0.014","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"btn_zj","btn_zj_extracted_png","39x39",false,-8386,"","download/artsources/uispriteres/uicommonother.assetbundle","-7872734851153188046","39x39","C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_e9b9d84959e15638\images\S\-7872734851153188046_btn_zj.png","0/0/39/39","0/0/0/0",100,false,"Tight","None","Default UI Material","","1/1/1/1",1,"Simple",false,true,false,0,"",false,false,""
"battle_root_hud","download/ui/uiprefabandres/battle_ext_prefabs.assetbundle","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_zhansha_num","TMPro.TextMeshProUGUI","TMP",false,true,true,"top",0,0.327469,0.40625,1,1.083344,"0.5/0.5","0.5/0.5","1/0.5","50.42/36.01","135/-25","1/1/1","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",4,"Default",100,1,100,true,"","",0,"","640/-140","","","",0,"","","",false,0,"","","","","","","",0,false,"","","Default UI Material","","0.278/0.243/0.208/1",1,"",false,false,false,0,"",false,false,"font_pptr_unresolved"
