status,path,name,componentType,activeSelf,activeInHierarchy,componentTypes,hasRectTransform,rectSize,anchoredPosition,anchorMin,anchorMax,pivot,localScale,canvasPath,canvasRenderMode,canvasWorldCameraName,canvasSortingOrder,hasGraphic,graphicType,raycastTarget,color,materialName,hasButton,buttonInteractable,targetGraphicPath,evidence
"mask_like_transform","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/3p/im_mask","im_mask","mask_candidate",true,false,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"70/70","0/-52","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","name evidence only; no Mask/RectMask2D patch applied"
"mask_like_transform","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgMask","imgMask","mask_candidate",false,false,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|UnityEngine.Canvas|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"127/119","4.5/-2.1","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgMask","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","name evidence only; no Mask/RectMask2D patch applied"
"mask_like_transform","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/2p/im_mask","im_mask","mask_candidate",true,false,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"70/70","0/-52","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","name evidence only; no Mask/RectMask2D patch applied"
"mask_like_transform","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_08_ui_testbattle/root_battle/TopCenter/EnemyInfo/imgPlayerHeadIcon/imgMask","imgMask","mask_candidate",true,false,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"78/79","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_08_ui_testbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","name evidence only; no Mask/RectMask2D patch applied"
"active_button_like_image","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnFastSkill/im_off","im_off","UnityEngine.UI.Image",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"73/78","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","active button/control image candidate"
"active_button_like_image","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content/box_item/btn_box","btn_box","UnityEngine.UI.Image",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"80/80","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content/box_item","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",0,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","active button/control image candidate"
"active_button_like_image","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrow","btn_arrow","UnityEngine.UI.Image",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"40/35","-75.7/72","0.5/0.5","0.5/0.5","0.5/0.5","0.65/-0.65/0.65","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","active button/control image candidate"
"active_button_like_image","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto/im_lock_Auto","im_lock_Auto","UnityEngine.UI.Image",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"17/22","28/2","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","active button/control image candidate"
"active_button_like_image","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnPause","btnPause","UnityEngine.UI.Image",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"92/54","76/362","0/0.5","0/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","active button/control image candidate"
"active_button_like_image","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnSkip","btnSkip","UnityEngine.UI.Image",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"73/78","-62/70","1/0.5","1/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","active button/control image candidate"
"active_button_like_image","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnFastSkill/im_lock_FastSkill","im_lock_FastSkill","UnityEngine.UI.Image",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"17/22","28/2","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","active button/control image candidate"
"active_button_like_image","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto/im_new_auto/im_new","im_new","UnityEngine.UI.Image",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|UnityEngine.Animator|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"63/42","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","active button/control image candidate"
"active_button_like_image","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_off","im_off","UnityEngine.UI.Image",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"73/78","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","active button/control image candidate"
"active_button_like_image","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_lock_TwoSpeed","im_lock_TwoSpeed","UnityEngine.UI.Image",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image",true,"17/22","28/2","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","active button/control image candidate"
"graphic_raycaster_added","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","CanvasLuaStateHUD_01_ui_normalbattle","UnityEngine.UI.GraphicRaycaster",true,true,"UnityEngine.RectTransform|UnityEngine.Canvas|MissingScript|UnityEngine.CanvasGroup|MissingScript|MissingScript|UnityEngine.Animator|MissingScript|UnityEngine.UI.GraphicRaycaster",true,"640/480","0/0","0/0","0/0","0.5/0.5","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,false,"",false,"","",false,false,"","BATTLE_UI_COMPONENT_TYPE_EVIDENCE.csv count=14; active ScreenSpaceCamera canvas needs raycast"
"graphic_raycaster_added","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/HeadBar/imgHPBG","imgHPBG","UnityEngine.UI.GraphicRaycaster",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript|UnityEngine.Canvas|MissingScript|UnityEngine.UI.GraphicRaycaster",true,"79/12","-40/-50.7","0.5/0.5","0.5/0.5","0/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/HeadBar/imgHPBG","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,false,"",false,"","",false,false,"","BATTLE_UI_COMPONENT_TYPE_EVIDENCE.csv count=14; active ScreenSpaceCamera canvas needs raycast"
"graphic_raycaster_added","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle","root_battle","UnityEngine.UI.GraphicRaycaster",true,true,"UnityEngine.RectTransform|UnityEngine.Canvas|UnityEngine.CanvasGroup|UnityEngine.UI.GraphicRaycaster",true,"0/0","0/0","0/0","0/0","0/0","0.01/0.01/0.01","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,false,"",false,"","",false,false,"","BATTLE_UI_COMPONENT_TYPE_EVIDENCE.csv count=14; active ScreenSpaceCamera canvas needs raycast"
"graphic_raycaster_added","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","root_battle","UnityEngine.UI.GraphicRaycaster",true,true,"UnityEngine.RectTransform|UnityEngine.Canvas|UnityEngine.CanvasGroup|MissingScript|UnityEngine.UI.GraphicRaycaster",true,"640/-140","0/0","0/0","1/1","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,false,"",false,"","",false,false,"","BATTLE_UI_COMPONENT_TYPE_EVIDENCE.csv count=14; active ScreenSpaceCamera canvas needs raycast"
"graphic_raycaster_added","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/imgHPBG","imgHPBG","UnityEngine.UI.GraphicRaycaster",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript|UnityEngine.Canvas|MissingScript|UnityEngine.UI.GraphicRaycaster",true,"79/12","-40/-50.7","0.5/0.5","0.5/0.5","0/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/imgHPBG","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,false,"",false,"","",false,false,"","BATTLE_UI_COMPONENT_TYPE_EVIDENCE.csv count=14; active ScreenSpaceCamera canvas needs raycast"
"graphic_raycaster_added","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content","pop_Content","UnityEngine.UI.GraphicRaycaster",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|UnityEngine.Canvas|MissingScript|UnityEngine.UI.GraphicRaycaster",true,"0/0","0/0","0/0","1/1","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",0,false,"",false,"","",false,false,"","BATTLE_UI_COMPONENT_TYPE_EVIDENCE.csv count=14; active ScreenSpaceCamera canvas needs raycast"
"graphic_raycaster_added","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content/box_item","box_item","UnityEngine.UI.GraphicRaycaster",true,true,"UnityEngine.RectTransform|MissingScript|MissingScript|UnityEngine.Canvas|MissingScript|UnityEngine.UI.GraphicRaycaster",true,"80/80","275/415","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content/box_item","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",0,false,"",false,"","",false,false,"","BATTLE_UI_COMPONENT_TYPE_EVIDENCE.csv count=14; active ScreenSpaceCamera canvas needs raycast"
"graphic_raycaster_added","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui","CanvasLuaStateHUD_02_ui_battle3dui","UnityEngine.UI.GraphicRaycaster",true,true,"UnityEngine.RectTransform|UnityEngine.Canvas|MissingScript|MissingScript|BattleHudSpriteAtlasSourceMarker25|UnityEngine.UI.GraphicRaycaster",true,"640/480","0/0","0/0","0/0","0.5/0.5","0.021/0.021/0.021","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,false,"",false,"","",false,false,"","BATTLE_UI_COMPONENT_TYPE_EVIDENCE.csv count=14; active ScreenSpaceCamera canvas needs raycast"
"graphic_raycaster_added","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/HeadBar/imgHPBG","imgHPBG","UnityEngine.UI.GraphicRaycaster",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript|UnityEngine.Canvas|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image|UnityEngine.UI.GraphicRaycaster",true,"79/12","-40/-50.7","0.5/0.5","0.5/0.5","0/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/HeadBar/imgHPBG","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",false,"1/1/1/1","Default UI Material",false,false,"","BATTLE_UI_COMPONENT_TYPE_EVIDENCE.csv count=14; active ScreenSpaceCamera canvas needs raycast"
"button_candidate_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnFastSkill/im_off","im_off","UnityEngine.UI.Button",true,true,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image|UnityEngine.UI.Button",true,"73/78","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,true,"UnityEngine.UI.Image",true,"1/1/1/1","Default UI Material",true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnFastSkill/im_off","name/path button-like; BATTLE_UI_COMPONENT_TYPE_EVIDENCE.csv Button count=33; no fake handler attached"
