status,originalButtonPath,buttonSuffix,buttonScenePath,targetFullName,targetSuffix,targetGraphicRef,targetScenePath,boundTargetGraphicType,hasButton,buttonInteractable,buttonActiveInHierarchy,targetActiveInHierarchy,targetEnabled,targetRaycastTarget,buttonRectSize,targetRectSize,canvasPath,canvasRenderMode,canvasWorldCameraName,hasParentCanvas,hasGraphicRaycaster,raycasterEnabled,eventCameraName,screen,targetLayer,targetHasCanvasRenderer,targetMaterialName,canvasGroupBlocksRaycasts,registryCount,targetInRegistry,registryError,hitCount,hitPaths,raycastReady,raycastReason,evidence
"patched_original_target_graphic","UI_NormalBattle/root_battle/cizhui_group/btn_arrowbg","root_battle/cizhui_group/btn_arrowbg","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","UnityEngine.UI.Empty4Raycast","root_battle/cizhui_group/btn_arrowbg","0:-1359155509968632213","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"220/80","220/80","","","",false,false,false,"","",0,false,"",true,0,false,"",0,"",false,"","targetGraphic mapped from original m_TargetGraphic PPtr; no fake onClick"
"patched_original_target_graphic","UI_NormalBattle/root_battle/guideBattlejihuo","root_battle/guideBattlejihuo","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/guideBattlejihuo","UnityEngine.UI.Empty4Raycast","root_battle/guideBattlejihuo","0:1130089223968928240","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/guideBattlejihuo","UnityEngine.UI.Empty4Raycast",true,true,false,false,true,true,"100/200","100/200","","","",false,false,false,"","",0,false,"",true,0,false,"",0,"",false,"","targetGraphic mapped from original m_TargetGraphic PPtr; no fake onClick"
"patched_original_target_graphic","UI_NormalBattle/root_opra/btnAuto","root_opra/btnAuto","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto","UnityEngine.UI.Empty4Raycast","root_opra/btnAuto","0:-5730111420001720788","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"101/43","101/43","","","",false,false,false,"","",0,false,"",true,0,false,"",0,"",false,"","targetGraphic mapped from original m_TargetGraphic PPtr; no fake onClick"
"patched_original_target_graphic","UI_NormalBattle/root_opra/btnBuff","root_opra/btnBuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff","UnityEngine.UI.Empty4Raycast","root_opra/btnBuff","0:5123930090598448770","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"101/43","101/43","","","",false,false,false,"","",0,false,"",true,0,false,"",0,"",false,"","targetGraphic mapped from original m_TargetGraphic PPtr; no fake onClick"
"patched_original_target_graphic","UI_NormalBattle/root_opra/btnFastSkill","root_opra/btnFastSkill","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnFastSkill","UnityEngine.UI.Empty4Raycast","root_opra/btnFastSkill","0:1511164893913660683","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnFastSkill","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"101/43","101/43","","","",false,false,false,"","",0,false,"",true,0,false,"",0,"",false,"","targetGraphic mapped from original m_TargetGraphic PPtr; no fake onClick"
"patched_original_target_graphic","UI_NormalBattle/root_opra/btnPause","root_opra/btnPause","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnPause","UnityEngine.UI.Image","root_opra/btnPause","0:8368408801670250672","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnPause","UnityEngine.UI.Image",true,true,true,true,true,true,"92/54","92/54","","","",false,false,false,"","",0,false,"",true,0,false,"",0,"",false,"","targetGraphic mapped from original m_TargetGraphic PPtr; no fake onClick"
"patched_original_target_graphic","UI_NormalBattle/root_opra/btnSkip","root_opra/btnSkip","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnSkip","YouYou.YouYouImage","root_opra/btnSkip","0:7920599855815416323","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnSkip","UnityEngine.UI.Image",true,true,true,true,true,false,"73/78","73/78","","","",false,false,false,"","",0,false,"",true,0,false,"",0,"",false,"","targetGraphic mapped from original m_TargetGraphic PPtr; no fake onClick"
"patched_original_target_graphic","UI_NormalBattle/root_opra/btnTwoSpeed","root_opra/btnTwoSpeed","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed","UnityEngine.UI.Empty4Raycast","root_opra/btnTwoSpeed","0:-5725972105652135875","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"101/43","101/43","","","",false,false,false,"","",0,false,"",true,0,false,"",0,"",false,"","targetGraphic mapped from original m_TargetGraphic PPtr; no fake onClick"
"patched_original_target_graphic","UI_NormalBattle/root_opra/root_buff/root_buff_left/btnLeftClosebuff","root_opra/root_buff/root_buff_left/btnLeftClosebuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/btnLeftClosebuff","UnityEngine.UI.Image","root_opra/root_buff/root_buff_left/btnLeftClosebuff","0:5620404036173734739","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/btnLeftClosebuff","UnityEngine.UI.Image",true,true,false,false,true,true,"44/120","44/120","","","",false,false,false,"","",0,false,"",true,0,false,"",0,"",false,"","targetGraphic mapped from original m_TargetGraphic PPtr; no fake onClick"
"patched_original_target_graphic","UI_NormalBattle/root_opra/root_buff/root_buff_right/btnRightClosebuff","root_opra/root_buff/root_buff_right/btnRightClosebuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/btnRightClosebuff","UnityEngine.UI.Image","root_opra/root_buff/root_buff_right/btnRightClosebuff","0:-2379753942176051471","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/btnRightClosebuff","UnityEngine.UI.Image",true,true,false,false,true,true,"44/120","44/120","","","",false,false,false,"","",0,false,"",true,0,false,"",0,"",false,"","targetGraphic mapped from original m_TargetGraphic PPtr; no fake onClick"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"101/43","101/43","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","578/169",5,true,"Default UI Material",true,12,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnFastSkill","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnFastSkill","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"101/43","101/43","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","578/79",5,true,"Default UI Material",true,12,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"101/43","101/43","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","578/439",5,true,"Default UI Material",true,12,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"101/43","101/43","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","578/349",5,true,"Default UI Material",true,12,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"220/80","220/80","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","1242.3/-80.4",5,true,"Default UI Material",true,46,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"101/43","101/43","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","1308/557",5,true,"Default UI Material",true,46,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content/box_item/btn_box","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content/box_item/btn_box","UnityEngine.UI.Image",true,true,true,true,true,true,"80/80","80/80","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content/box_item","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","2.75/4.15",7,true,"Default UI Material",true,1,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrow","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrow","UnityEngine.UI.Image",true,true,true,true,true,true,"40/35","40/35","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","1242.3/-55.3",5,true,"Default UI Material",true,46,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnPause","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnPause","UnityEngine.UI.Image",true,true,true,true,true,true,"92/54","92/54","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","76/551",5,true,"Default UI Material",true,12,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnSkip","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnSkip","UnityEngine.UI.Image",true,true,true,true,true,false,"73/78","73/78","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","578/259",5,true,"Default UI Material",true,12,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"101/43","101/43","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","578/349",5,true,"Default UI Material",true,12,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"101/43","101/43","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","578/439",5,true,"Default UI Material",true,12,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"101/43","101/43","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","1308/557",5,true,"Default UI Material",true,46,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"220/80","220/80","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","1242.3/-80.4",5,true,"Default UI Material",true,46,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed","UnityEngine.UI.Empty4Raycast",true,true,true,true,true,true,"101/43","101/43","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","578/169",5,true,"Default UI Material",true,12,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
"registry_and_raycast_probe","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content/box_item/btn_box","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content/box_item/btn_box","UnityEngine.UI.Image",true,true,true,true,true,true,"80/80","80/80","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content/box_item","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",true,true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","2.75/4.15",7,true,"Default UI Material",true,1,true,"",0,"",false,"no_graphic_hits_at_target_center","registry/raycast probe"
