status,path,name,activeSelf,activeInHierarchy,canvasPath,hasRectTransform,rectSize,anchoredPosition,anchorMin,anchorMax,pivot,localScale,spriteName,bundle,pathId,sourceWidth,sourceHeight,sourcePngPath,copiedSourcePng,spriteAssetPath,spriteAssetName,addedImageComponent,imageType,preserveAspect,reason
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/HeadBar/imgHPBG/imgFury","imgFury",true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/HeadBar/imgHPBG",true,"76/8","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","im_nuqitiao","download/artsources/uispriteres/uibattle.assetbundle","4489750091565491747",76,8,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\4489750091565491747_im_nuqitiao.png",true,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_4489750091565491747_im_nuqitiao.png","im_nuqitiao",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/EnemyInfo2/imgPlayerHPBG/imgPlayerHP","imgPlayerHP",true,false,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle",true,"410/30","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","ba_xuecao_bg2","download/artsources/uispriteres/uibattle.assetbundle","1259280165231821685",279,30,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\1259280165231821685_ba_xuecao_bg2.png",true,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_1259280165231821685_ba_xuecao_bg2.png","ba_xuecao_bg2",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/starts/im_start1","im_start1",true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle",true,"21/21","0/0","0/0","0/0","0.5/0.5","1/1/1","im_battle_start","download/artsources/uispriteres/uibattle.assetbundle","7674985865767693901",21,21,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\7674985865767693901_im_battle_start.png",false,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_7674985865767693901_im_battle_start.png","im_battle_start",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_5/UI_BattleHeroItem/starts/im_start5","im_start5",false,false,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle",true,"21/21","0/0","0/0","0/0","0.5/0.5","1/1/1","im_battle_start","download/artsources/uispriteres/uibattle.assetbundle","7674985865767693901",21,21,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\7674985865767693901_im_battle_start.png",false,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_7674985865767693901_im_battle_start.png","im_battle_start",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/2p/im_2p","im_2p",true,false,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle",true,"38/38","35/-28","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","UI_longzhan_juneiP2","download/artsources/uispriteres/uicommonother.assetbundle","-2245594471237426907",34,34,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_e9b9d84959e15638\images\S\-2245594471237426907_UI_longzhan_juneiP2.png",true,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uicommonother.assetbundle_-2245594471237426907_UI_longzhan_juneiP2.png","UI_longzhan_juneiP2",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_2/UI_BattleHeroItem/starts/im_start5","im_start5",false,false,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle",true,"21/21","0/0","0/0","0/0","0.5/0.5","1/1/1","im_battle_start","download/artsources/uispriteres/uibattle.assetbundle","7674985865767693901",21,21,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\7674985865767693901_im_battle_start.png",false,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_7674985865767693901_im_battle_start.png","im_battle_start",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/starts/im_start1","im_start1",true,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle",true,"21/21","0/0","0/0","0/0","0.5/0.5","1/1/1","im_battle_start","download/artsources/uispriteres/uibattle.assetbundle","7674985865767693901",21,21,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\7674985865767693901_im_battle_start.png",false,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_7674985865767693901_im_battle_start.png","im_battle_start",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_08_ui_testbattle/root_battle/TopCenter/EnemyInfo/imgPlayerHPBG/imgPlayerHP","imgPlayerHP",true,false,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_08_ui_testbattle",true,"266/11","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","touxiang_xuetiao_1","download/artsources/uispriteres/uibattle.assetbundle","5352385815829829096",266,11,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\5352385815829829096_touxiang_xuetiao_1.png",true,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_5352385815829829096_touxiang_xuetiao_1.png","touxiang_xuetiao_1",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_6/UI_BattleHeroItem/starts/im_start2","im_start2",false,false,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle",true,"21/21","0/0","0/0","0/0","0.5/0.5","1/1/1","im_battle_start","download/artsources/uispriteres/uibattle.assetbundle","7674985865767693901",21,21,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\7674985865767693901_im_battle_start.png",false,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_7674985865767693901_im_battle_start.png","im_battle_start",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_1/UI_BattleHeroItem/starts/im_start5","im_start5",false,false,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle",true,"21/21","0/0","0/0","0/0","0.5/0.5","1/1/1","im_battle_start","download/artsources/uispriteres/uibattle.assetbundle","7674985865767693901",21,21,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\7674985865767693901_im_battle_start.png",false,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_7674985865767693901_im_battle_start.png","im_battle_start",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_1/UI_BattleHeroItem/im_bg","im_bg",false,false,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle",true,"90/90","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BG_zhuangbeikuang_3","download/artsources/uispriteres/uicommonother.assetbundle","4043117267995258628",142,144,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_e9b9d84959e15638\images\S\4043117267995258628_BG_zhuangbeikuang_3.png",false,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uicommonother.assetbundle_4043117267995258628_BG_zhuangbeikuang_3.png","BG_zhuangbeikuang_3",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/1p/im_mask","im_mask",true,false,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle",true,"97/97","0/-38","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","ba_xuecao_bg4","download/artsources/uispriteres/uibattle.assetbundle","-4405646609548040644",89,90,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\-4405646609548040644_ba_xuecao_bg4.png",true,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_-4405646609548040644_ba_xuecao_bg4.png","ba_xuecao_bg4",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui3/zhuangshi","zhuangshi",false,false,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle",true,"12/12","-15.5/-9","0/1","0/1","0.5/0.5","1/1/1","T_zhuangshi_1","download/artsources/uispriteres/uibattle.assetbundle","-2300761663070045564",104,12,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\-2300761663070045564_T_zhuangshi_1.png",true,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_-2300761663070045564_T_zhuangshi_1.png","T_zhuangshi_1",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_05_item_buff_right/UI_BattleHeroItem/starts/im_start7","im_start7",true,false,"",true,"21/21","0/0","0/0","0/0","0.5/0.5","1/1/1","im_battle_start","download/artsources/uispriteres/uibattle.assetbundle","7674985865767693901",21,21,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\7674985865767693901_im_battle_start.png",false,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_7674985865767693901_im_battle_start.png","im_battle_start",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_4/UI_BattleHeroItem/starts/im_start7","im_start7",false,false,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle",true,"21/21","0/0","0/0","0/0","0.5/0.5","1/1/1","im_battle_start","download/artsources/uispriteres/uibattle.assetbundle","7674985865767693901",21,21,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\7674985865767693901_im_battle_start.png",false,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_7674985865767693901_im_battle_start.png","im_battle_start",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_1/UI_BattleHeroItem/starts/im_start6","im_start6",false,false,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle",true,"21/21","0/0","0/0","0/0","0.5/0.5","1/1/1","im_battle_start","download/artsources/uispriteres/uibattle.assetbundle","7674985865767693901",21,21,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\7674985865767693901_im_battle_start.png",false,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_7674985865767693901_im_battle_start.png","im_battle_start",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/3p/im_bg","im_bg",true,false,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle",true,"75/75","0/-52","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","ba_xuecao_bg4","download/artsources/uispriteres/uibattle.assetbundle","-4405646609548040644",89,90,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\-4405646609548040644_ba_xuecao_bg4.png",false,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_-4405646609548040644_ba_xuecao_bg4.png","ba_xuecao_bg4",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/bg","bg",false,false,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle",true,"240/90","0/0","0/0","1/1","0.5/0.5","1/1/1","zd_xdiban2","download/artsources/uispriteres/uibattle.assetbundle","-3011711956195683371",20,90,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c90bf2901045cf79\images\S\-3011711956195683371_zd_xdiban2.png",true,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uibattle.assetbundle_-3011711956195683371_zd_xdiban2.png","zd_xdiban2",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
"persistent_image_sprite_bound","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_6/UI_BattleHeroItem/im_bg","im_bg",false,false,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle",true,"90/90","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BG_zhuangbeikuang_3","download/artsources/uispriteres/uicommonother.assetbundle","4043117267995258628",142,144,"C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_e9b9d84959e15638\images\S\4043117267995258628_BG_zhuangbeikuang_3.png",false,"Assets/RestoreData/battle/PersistentHudSprites/BATTLE42/download_artsources_uispriteres_uicommonother.assetbundle_4043117267995258628_BG_zhuangbeikuang_3.png","BG_zhuangbeikuang_3",true,"Simple",false,"original BattleHudExtractedSpriteBindingMarker25"
