phase,pointName,buttonName,buttonScenePath,targetScenePath,pointerPosition,canvasPath,canvasRenderMode,canvasSortingOrder,canvasTargetDisplay,raycasterIgnoreReversedGraphics,raycasterBlockingObjects,eventCameraName,eventCameraPixelRect,eventCameraTargetDisplay,pixelRectContains,displayRelative,displayRelativeNonZero,displayMatches,registryCount,targetDepth,targetAbsoluteDepth,mirrorFinalCandidateCount,mirrorTargetFinalCandidate,mirrorFinalPaths,unityHitCount,unityTargetHit,unityHitPaths,raycastReady,primaryFailure
"after_depth_rebuild_render","camera640_scaled_to_capture1920","btnBuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff","1734/987.75","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,false,"0/0/0",false,true,12,124,124,0,false,"",0,false,"",false,"event_camera_pixelrect_reject"
"after_depth_rebuild_render","baseline_capture_scaled_to_camera640","btnBuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff","192.667/195.111","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,true,"0/0/0",false,true,12,124,124,0,false,"",0,false,"",false,"no_mirror_candidates"
"after_depth_rebuild_render","eventCamera_worldToScreen","btnhelp","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","1308/557","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,false,"0/0/0",false,true,46,110,110,0,false,"",0,false,"",false,"event_camera_pixelrect_reject"
"after_depth_rebuild_render","b47_before_open_baseline","btnhelp","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","1308/557","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,false,"0/0/0",false,true,46,110,110,0,false,"",0,false,"",false,"event_camera_pixelrect_reject"
"after_depth_rebuild_render","viewport_pixelRect","btnhelp","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","1308/557","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,false,"0/0/0",false,true,46,110,110,0,false,"",0,false,"",false,"event_camera_pixelrect_reject"
"after_depth_rebuild_render","capture1920_scaled_to_camera640","btnhelp","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","436/247.556","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,true,"0/0/0",false,true,46,110,110,0,false,"",0,false,"",false,"no_mirror_candidates"
"after_depth_rebuild_render","camera640_scaled_to_capture1920","btnhelp","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","3924/1253.25","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,false,"0/0/0",false,true,46,110,110,0,false,"",0,false,"",false,"event_camera_pixelrect_reject"
"after_depth_rebuild_render","baseline_capture_scaled_to_camera640","btnhelp","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btnhelp","436/247.556","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,true,"0/0/0",false,true,46,110,110,0,false,"",0,false,"",false,"no_mirror_candidates"
"after_depth_rebuild_render","eventCamera_worldToScreen","btn_arrowbg","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","1242.3/-80.4","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,false,"0/0/0",false,true,46,123,123,0,false,"",0,false,"",false,"event_camera_pixelrect_reject"
"after_depth_rebuild_render","b47_before_open_baseline","btn_arrowbg","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","1242.3/-80.4","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,false,"0/0/0",false,true,46,123,123,0,false,"",0,false,"",false,"event_camera_pixelrect_reject"
"after_depth_rebuild_render","viewport_pixelRect","btn_arrowbg","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","1242.3/-80.4","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,false,"0/0/0",false,true,46,123,123,0,false,"",0,false,"",false,"event_camera_pixelrect_reject"
"after_depth_rebuild_render","capture1920_scaled_to_camera640","btn_arrowbg","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","414.1/-35.733","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,false,"0/0/0",false,true,46,123,123,0,false,"",0,false,"",false,"event_camera_pixelrect_reject"
"after_depth_rebuild_render","camera640_scaled_to_capture1920","btn_arrowbg","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","3726.9/-180.9","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,false,"0/0/0",false,true,46,123,123,0,false,"",0,false,"",false,"event_camera_pixelrect_reject"
"after_depth_rebuild_render","baseline_capture_scaled_to_camera640","btn_arrowbg","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","414.1/-35.733","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,false,"0/0/0",false,true,46,123,123,0,false,"",0,false,"",false,"event_camera_pixelrect_reject"
"after_depth_rebuild_render","eventCamera_worldToScreen","btnLeftClosebuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/btnLeftClosebuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/btnLeftClosebuff","300/200","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,true,"0/0/0",false,true,12,-1,-1,0,false,"",0,false,"",false,"no_mirror_candidates"
"after_depth_rebuild_render","b47_before_open_baseline","btnLeftClosebuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/btnLeftClosebuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/btnLeftClosebuff","300/200","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,true,"0/0/0",false,true,12,-1,-1,0,false,"",0,false,"",false,"no_mirror_candidates"
"after_depth_rebuild_render","viewport_pixelRect","btnLeftClosebuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/btnLeftClosebuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/btnLeftClosebuff","300/200","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,true,"0/0/0",false,true,12,-1,-1,0,false,"",0,false,"",false,"no_mirror_candidates"
"after_depth_rebuild_render","capture1920_scaled_to_camera640","btnLeftClosebuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/btnLeftClosebuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/btnLeftClosebuff","100/88.889","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,true,"0/0/0",false,true,12,-1,-1,0,false,"",0,false,"",false,"no_mirror_candidates"
"after_depth_rebuild_render","camera640_scaled_to_capture1920","btnLeftClosebuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/btnLeftClosebuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/btnLeftClosebuff","900/450","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,false,"0/0/0",false,true,12,-1,-1,0,false,"",0,false,"",false,"event_camera_pixelrect_reject"
"after_depth_rebuild_render","baseline_capture_scaled_to_camera640","btnLeftClosebuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/btnLeftClosebuff","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/btnLeftClosebuff","100/88.889","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,true,"0/0/0",false,true,12,-1,-1,0,false,"",0,false,"",false,"no_mirror_candidates"
"after_depth_rebuild_render","eventCamera_worldToScreen","btnTwoSpeed","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed","578/169","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,true,"0/0/0",false,true,12,136,136,2,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed#depth=136 | BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_off#depth=137",2,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_off#depth=137 | BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed#depth=136",true,"target_hit"
"after_depth_rebuild_render","b47_before_open_baseline","btnTwoSpeed","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed","578/169","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,true,"0/0/0",false,true,12,136,136,2,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed#depth=136 | BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_off#depth=137",2,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_off#depth=137 | BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed#depth=136",true,"target_hit"
"after_depth_rebuild_render","viewport_pixelRect","btnTwoSpeed","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed","578/169","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,true,"0/0/0",false,true,12,136,136,2,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed#depth=136 | BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_off#depth=137",2,true,"BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_off#depth=137 | BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed#depth=136",true,"target_hit"
"after_depth_rebuild_render","capture1920_scaled_to_camera640","btnTwoSpeed","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed","192.667/75.111","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera",100,0,true,"None","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera","0/0/640/480",0,true,"0/0/0",false,true,12,136,136,0,false,"",0,false,"",false,"no_mirror_candidates"
