prefabRoot,sourceBundle,sourcePrefabPath,hierarchyPath,componentType,role,activeInHierarchy,enabled,visibleOnCamera,screenZone,areaRatio,spriteName,textureName,textureSize,materialName,fontName,color,alpha,imageType,preserveAspect,raycastTarget,buttonInteractable,buttonPersistentHandlerCount,targetGraphicPath,visibleOriginalSpriteCandidate,visiblePlaceholderBlock,unresolvedReason,originalSpritePPtr,originalMaterialPPtr,originalFontPPtr,originalTmpFontAssetPPtr,originalSharedMaterialPPtr,originalTargetGraphicPPtr,originalTexturePPtr,pptrJoinMatched,traceUnresolvedReason
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/img_yazhi,YouYou.YouYouImage,Image,true,true,true,top,0.000467,,,,Default UI Material,,1/1/1/1,1,Simple,false,true,false,0,,false,false,sprite_pptr_unresolved,6:7623093264871504072,0:0,0:0,0:0,0:0,0:0,0:0,True,sprite_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/img_yazhi/text_yahei_num,TMPro.TextMeshProUGUI,TMP,true,true,true,top,0,,,,Default UI Material,,1/1/1/1,1,,false,false,false,0,,false,false,font_pptr_unresolved,0:0,0:0,0:0,3:-724809986894116682,23:5325321661327454409,0:0,0:0,True,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_FirstAttack,TMPro.TextMeshProUGUI,TMP,false,true,true,top,0,,,,Default UI Material,,1/1/1/1,1,,false,false,false,0,,false,false,font_pptr_unresolved,0:0,0:0,0:0,3:-724809986894116682,4:8649783434632076371,0:0,0:0,True,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_server,TMPro.TextMeshProUGUI,TMP,false,true,true,top,0,,,,Default UI Material,,1/1/1/1,1,,false,false,false,0,,false,false,font_pptr_unresolved,0:0,0:0,0:0,3:-724809986894116682,4:8649783434632076371,0:0,0:0,True,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_server/txt_chengzhan_name,TMPro.TextMeshProUGUI,TMP,false,true,true,top,0,,,,Default UI Material,,1/1/1/1,1,,false,false,false,0,,false,false,font_pptr_unresolved,0:0,0:0,0:0,3:-724809986894116682,4:8649783434632076371,0:0,0:0,True,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/im_chengzhan_zhan,UnityEngine.UI.Image,Image,false,true,true,top,0,,,,Default UI Material,,1/1/1/1,1,Simple,false,true,false,0,,false,false,sprite_pptr_unresolved,6:-7872734851153188046,0:0,0:0,0:0,0:0,0:0,0:0,True,sprite_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_zhansha_num,TMPro.TextMeshProUGUI,TMP,false,true,true,top,0,,,,Default UI Material,,0.278/0.243/0.208/1,1,,false,false,false,0,,false,false,font_pptr_unresolved,0:0,0:0,0:0,3:-724809986894116682,8:3932716197974622303,0:0,0:0,True,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgBG,UnityEngine.UI.Image,Image,true,true,true,top+right,0.000986,ba_xuecao_bg,,,Default UI Material,,1/1/1/1,1,Simple,false,false,false,0,,true,false,,2:-6513747630806363901,0:0,0:0,0:0,0:0,0:0,0:0,True,resolved_or_inactive
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgMask,UnityEngine.UI.Image,Image,false,true,true,top+right,0,,,,Default UI Material,,1/1/1/1,1,Simple,false,false,false,0,,false,false,sprite_pptr_unresolved,6:9178922751791648479,0:0,0:0,0:0,0:0,0:0,0:0,True,sprite_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/im_mask,UnityEngine.UI.Image,Image,true,true,true,top+right,0,ba_xuecao_bg4,,,Default UI Material,,1/1/1/1,1,Simple,false,true,false,0,,true,false,,2:-4405646609548040644,0:0,0:0,0:0,0:0,0:0,0:0,True,resolved_or_inactive
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/im_mask/imgPlayerHeadIcon,YouYou.YouYouImage,Image,true,true,true,top+right,0,battlehead1002,,,Default UI Material,,1/1/1/1,1,Simple,false,false,false,0,,true,false,,20:2376383340128146740,0:0,0:0,0:0,0:0,0:0,0:0,True,resolved_or_inactive
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/im_toukuang,YouYou.YouYouImage,Image,false,true,true,top+right,0.001058,,,,Default UI Material,,1/1/1/1,1,Simple,false,true,false,0,,false,false,sprite_pptr_unresolved,6:7219077478803846132,0:0,0:0,0:0,0:0,0:0,0:0,True,sprite_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG,UnityEngine.UI.Image,Image,true,true,true,top+right,0,,,,Default UI Material,,1/1/1/1,1,Simple,false,false,false,0,,false,false,sprite_pptr_unresolved,6:6617065208850742552,0:0,0:0,0:0,0:0,0:0,0:0,True,sprite_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/bg,UnityEngine.UI.Image,Image,true,true,true,top+right,0,ba_xuecao_bg1,,,Default UI Material,,1/1/1/1,1,Sliced,false,false,false,0,,true,false,,2:6533218848006892483,0:0,0:0,0:0,0:0,0:0,0:0,True,resolved_or_inactive
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/imgPlayerHP_Red,YouYou.YouYouImage,Image,true,true,true,top+right,0,ba_xuecao_bg5,,,Default UI Material,,1/1/1/1,1,Filled,false,false,false,0,,true,false,,2:5060748896795759437,0:0,0:0,0:0,0:0,0:0,0:0,True,resolved_or_inactive
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/imgPlayerHP,YouYou.YouYouImage,Image,true,true,true,top+right,0,ba_xuecao_bg2,,,Default UI Material,,1/1/1/1,1,Filled,false,false,false,0,,true,false,,2:1259280165231821685,0:0,0:0,0:0,0:0,0:0,0:0,True,resolved_or_inactive
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/imgPlayerShield,YouYou.YouYouImage,Image,true,true,true,top+right,0,T_HPtiaolvse_2,,,Default UI Material,,1/1/1/1,1,Filled,false,false,false,0,,true,false,,2:2710974110451290836,0:0,0:0,0:0,0:0,0:0,0:0,True,resolved_or_inactive
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/imgPlayerShield/effect_2,UnityEngine.UI.Image,Image,false,true,true,top+right,0,shield_effect_001,,,Default UI Material,,1/1/1/1,1,Simple,false,true,false,0,,false,false,,2:-8313646936455750777,0:0,0:0,0:0,0:0,0:0,0:0,True,resolved_or_inactive
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/imgPlayerShield/imgPlayerShield (1),YouYou.YouYouImage,Image,true,true,true,top+right,0,ba_xuecao_bg5_sheild,,,Default UI Material,,1/1/1/1,1,Simple,false,false,false,0,,true,false,,2:8637021398293312271,0:0,0:0,0:0,0:0,0:0,0:0,True,resolved_or_inactive
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/imgPlayerShield/effect,UnityEngine.UI.Image,Image,true,true,true,top+right,0,shield_effect_001,,,Default UI Material,,1/1/1/1,1,Simple,false,true,false,0,,true,false,,2:-8313646936455750777,0:0,0:0,0:0,0:0,0:0,0:0,True,resolved_or_inactive
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/text_player_shield_num,TMPro.TextMeshProUGUI,TMP,true,true,true,top+right,0,,,,Default UI Material,,1/1/1/1,1,,false,false,false,0,,false,false,font_pptr_unresolved,0:0,0:0,0:0,10:2268522548353052838,11:4174273018840097604,0:0,0:0,True,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/bg_guanzhi,YouYou.YouYouImage,Image,true,true,true,top+right,0,,,,Default UI Material,,1/1/1/1,1,Simple,false,true,false,0,,false,false,sprite_pptr_unresolved,6:4706490186155028499,0:0,0:0,0:0,0:0,0:0,0:0,True,sprite_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/bg_guanzhi/text_guan_num,TMPro.TextMeshProUGUI,TMP,true,true,true,top+right,0,,,,Default UI Material,,0.996/0.965/0.565/1,1,,false,false,false,0,,false,false,font_pptr_unresolved,0:0,0:0,0:0,10:2268522548353052838,35:-4383744721098263825,0:0,0:0,True,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtFirstAttack,TMPro.TextMeshProUGUI,TMP,true,true,true,top+right,0.009766,,,,Default UI Material,,1/1/1/1,1,,false,false,false,0,,false,false,font_pptr_unresolved,0:0,0:0,0:0,3:-724809986894116682,4:8649783434632076371,0:0,0:0,True,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtNickName,TMPro.TextMeshProUGUI,TMP,true,true,true,top+right,0,,,,Default UI Material,,1/1/1/1,1,,false,false,false,0,,false,false,font_pptr_unresolved,0:0,0:0,0:0,10:2268522548353052838,11:4174273018840097604,0:0,0:0,True,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtLevel,TMPro.TextMeshProUGUI,TMP,true,true,true,top+right,0.000062,,,,Default UI Material,,1/1/1/1,1,,false,false,false,0,,false,false,font_pptr_unresolved,0:0,0:0,0:0,10:2268522548353052838,11:4174273018840097604,0:0,0:0,True,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txt_chengzhan_FirstAttack,TMPro.TextMeshProUGUI,TMP,false,true,true,top,0,,,,Default UI Material,,1/1/1/1,1,,false,false,false,0,,false,false,font_pptr_unresolved,0:0,0:0,0:0,3:-724809986894116682,4:8649783434632076371,0:0,0:0,True,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txt_chengzhan_name,TMPro.TextMeshProUGUI,TMP,false,true,true,top+right,0,,,,Default UI Material,,1/1/1/1,1,,false,false,false,0,,false,false,font_pptr_unresolved,0:0,0:0,0:0,3:-724809986894116682,4:8649783434632076371,0:0,0:0,True,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txt_chengzhan_name/txt_chengzhan_server,TMPro.TextMeshProUGUI,TMP,false,true,true,top,0,,,,Default UI Material,,1/1/1/1,1,,false,false,false,0,,false,false,font_pptr_unresolved,0:0,0:0,0:0,3:-724809986894116682,4:8649783434632076371,0:0,0:0,True,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudRuntimeBindingTraceLiveHudRoot/RuntimeTraceHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/im_chengzhan_zhan,UnityEngine.UI.Image,Image,false,true,true,top,0,,,,Default UI Material,,1/1/1/1,1,Simple,false,true,false,0,,false,false,sprite_pptr_unresolved,6:-7872734851153188046,0:0,0:0,0:0,0:0,0:0,0:0,True,sprite_pptr_unresolved
