prefabRoot,sourceBundle,sourcePrefabPath,hierarchyPath,componentType,role,activeInHierarchy,enabled,visibleOnCamera,screenZone,areaRatio,spriteName,textureName,textureSize,materialName,fontName,color,alpha,imageType,raycastTarget,visibleOriginalSpriteCandidate,visiblePlaceholderBlock,unresolvedReason,originalSpritePPtr,originalMaterialPPtr,originalFontPPtr,originalTmpFontAssetPPtr,spriteExternalBundle,spriteResolveStatus,spriteAssetName,spriteRect,deepUnresolvedReason,battle23Classification
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/im_chengzhan_zhan,UnityEngine.UI.Image,Image,false,true,true,top,0,btn_zj,,,Default UI Material,,1/1/1/1,1,Simple,true,false,false,,6:-7872734851153188046,0:0,0:0,0:0,download/artsources/uispriteres/uicommonother.assetbundle,resolved_sprite,btn_zj,"0.0,0.0,39.0,39.0",external_bundle_not_loaded,external_bundle_not_loaded
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_zhansha_num,TMPro.TextMeshProUGUI,TMP,false,true,true,top,0,,,,Default UI Material,,0.278/0.243/0.208/1,1,,false,false,false,font_pptr_unresolved,0:0,0:0,0:0,3:-724809986894116682,,empty_pptr,,,font_bundle_missing,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgBG,UnityEngine.UI.Image,Image,true,true,true,top+right,0.000986,ba_xuecao_bg,,,Default UI Material,,1/1/1/1,1,Simple,false,true,false,,2:-6513747630806363901,0:0,0:0,0:0,download/artsources/uispriteres/uibattle.assetbundle,resolved_sprite,ba_xuecao_bg,"0.0,0.0,283.0,96.0",resolved_external_candidate_not_loaded_runtime,live_sprite_resolved_candidate
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgMask,UnityEngine.UI.Image,Image,false,true,true,top+right,0,BG_touxiangkuang,,,Default UI Material,,1/1/1/1,1,Simple,false,false,false,,6:9178922751791648479,0:0,0:0,0:0,download/artsources/uispriteres/uicommonother.assetbundle,resolved_sprite,BG_touxiangkuang,"0.0,0.0,81.0,80.0",external_bundle_not_loaded,external_bundle_not_loaded
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/im_mask,UnityEngine.UI.Image,Image,true,true,true,top+right,0,ba_xuecao_bg4,,,Default UI Material,,1/1/1/1,1,Simple,true,true,false,,2:-4405646609548040644,0:0,0:0,0:0,download/artsources/uispriteres/uibattle.assetbundle,resolved_sprite,ba_xuecao_bg4,"0.0,0.0,89.0,90.0",resolved_external_candidate_not_loaded_runtime,live_sprite_resolved_candidate
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/im_mask/imgPlayerHeadIcon,YouYou.YouYouImage,Image,true,true,true,top+right,0,battlehead1002,,,Default UI Material,,1/1/1/1,1,Simple,false,true,false,,20:2376383340128146740,0:0,0:0,0:0,download/artsources/uispriteres/uiheroheadbattle.assetbundle,resolved_sprite,battlehead1002,"0.0,0.0,89.0,90.0",resolved_external_candidate_not_loaded_runtime,live_sprite_resolved_candidate
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/im_toukuang,YouYou.YouYouImage,Image,false,true,true,top+right,0.001058,T_touxiangkuang,,,Default UI Material,,1/1/1/1,1,Simple,true,false,false,,6:7219077478803846132,0:0,0:0,0:0,download/artsources/uispriteres/uicommonother.assetbundle,resolved_sprite,T_touxiangkuang,"22.076120376586914,22.076120376586914,154.84774780273438,155.84774780273438",external_bundle_not_loaded,external_bundle_not_loaded
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG,UnityEngine.UI.Image,Image,true,true,true,top+right,0,Image_blank,,,Default UI Material,,1/1/1/1,1,Simple,false,true,false,,6:6617065208850742552,0:0,0:0,0:0,download/artsources/uispriteres/uicommonother.assetbundle,resolved_sprite,Image_blank,"0.0,0.0,2.0,2.0",external_bundle_not_loaded,live_sprite_resolved_candidate
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/bg,UnityEngine.UI.Image,Image,true,true,true,top+right,0,ba_xuecao_bg1,,,Default UI Material,,1/1/1/1,1,Sliced,false,true,false,,2:6533218848006892483,0:0,0:0,0:0,download/artsources/uispriteres/uibattle.assetbundle,resolved_sprite,ba_xuecao_bg1,"0.0,0.0,279.0,30.0",resolved_external_candidate_not_loaded_runtime,live_sprite_resolved_candidate
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/imgPlayerHP_Red,YouYou.YouYouImage,Image,true,true,true,top+right,0,ba_xuecao_bg5,,,Default UI Material,,1/1/1/1,1,Filled,false,true,false,,2:5060748896795759437,0:0,0:0,0:0,download/artsources/uispriteres/uibattle.assetbundle,resolved_sprite,ba_xuecao_bg5,"0.0,0.0,279.0,30.0",resolved_external_candidate_not_loaded_runtime,live_sprite_resolved_candidate
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/imgPlayerHP,YouYou.YouYouImage,Image,true,true,true,top+right,0,ba_xuecao_bg2,,,Default UI Material,,1/1/1/1,1,Filled,false,true,false,,2:1259280165231821685,0:0,0:0,0:0,download/artsources/uispriteres/uibattle.assetbundle,resolved_sprite,ba_xuecao_bg2,"0.0,0.0,279.0,30.0",resolved_external_candidate_not_loaded_runtime,live_sprite_resolved_candidate
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/imgPlayerShield,YouYou.YouYouImage,Image,true,true,true,top+right,0,T_HPtiaolvse_2,,,Default UI Material,,1/1/1/1,1,Filled,false,true,false,,2:2710974110451290836,0:0,0:0,0:0,download/artsources/uispriteres/uibattle.assetbundle,resolved_sprite,T_HPtiaolvse_2,"0.0,0.0,408.0,12.0",resolved_external_candidate_not_loaded_runtime,live_sprite_resolved_candidate
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/imgPlayerShield/effect_2,UnityEngine.UI.Image,Image,false,true,true,top+right,0,shield_effect_001,,,Default UI Material,,1/1/1/1,1,Simple,true,false,false,,2:-8313646936455750777,0:0,0:0,0:0,download/artsources/uispriteres/uibattle.assetbundle,resolved_sprite,shield_effect_001,"0.0,0.0,300.0,61.92387771606445",resolved_external_candidate_not_loaded_runtime,resolved_external_candidate_not_loaded_runtime
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/imgPlayerShield/imgPlayerShield (1),YouYou.YouYouImage,Image,true,true,true,top+right,0,ba_xuecao_bg5_sheild,,,Default UI Material,,1/1/1/1,1,Simple,false,true,false,,2:8637021398293312271,0:0,0:0,0:0,download/artsources/uispriteres/uibattle.assetbundle,resolved_sprite,ba_xuecao_bg5_sheild,"0.0,0.0,279.0,30.0",resolved_external_candidate_not_loaded_runtime,live_sprite_resolved_candidate
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/imgPlayerShield/effect,UnityEngine.UI.Image,Image,true,true,true,top+right,0,shield_effect_001,,,Default UI Material,,1/1/1/1,1,Simple,true,true,false,,2:-8313646936455750777,0:0,0:0,0:0,download/artsources/uispriteres/uibattle.assetbundle,resolved_sprite,shield_effect_001,"0.0,0.0,300.0,61.92387771606445",resolved_external_candidate_not_loaded_runtime,live_sprite_resolved_candidate
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/text_player_shield_num,TMPro.TextMeshProUGUI,TMP,true,true,true,top+right,0,,,,Default UI Material,,1/1/1/1,1,,false,false,false,font_pptr_unresolved,0:0,0:0,0:0,10:2268522548353052838,,empty_pptr,,,font_bundle_missing,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/bg_guanzhi,YouYou.YouYouImage,Image,true,true,true,top+right,0,guanzhi_maozi1,,,Default UI Material,,1/1/1/1,1,Simple,true,true,false,,6:4706490186155028499,0:0,0:0,0:0,download/artsources/uispriteres/uicommonother.assetbundle,resolved_sprite,guanzhi_maozi1,"13.026750564575195,11.026750564575195,141.94650268554688,88.94650268554688",external_bundle_not_loaded,live_sprite_resolved_candidate
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/bg_guanzhi/text_guan_num,TMPro.TextMeshProUGUI,TMP,true,true,true,top+right,0,,,,Default UI Material,,0.996/0.965/0.565/1,1,,false,false,false,font_pptr_unresolved,0:0,0:0,0:0,10:2268522548353052838,,empty_pptr,,,font_bundle_missing,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtFirstAttack,TMPro.TextMeshProUGUI,TMP,true,true,true,top+right,0.009766,,,,Default UI Material,,1/1/1/1,1,,false,false,false,font_pptr_unresolved,0:0,0:0,0:0,3:-724809986894116682,,empty_pptr,,,font_bundle_missing,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtNickName,TMPro.TextMeshProUGUI,TMP,true,true,true,top+right,0,,,,Default UI Material,,1/1/1/1,1,,false,false,false,font_pptr_unresolved,0:0,0:0,0:0,10:2268522548353052838,,empty_pptr,,,font_bundle_missing,font_pptr_unresolved
battle_root_hud,download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab,BattleHudExternalDependencyLoadLiveHudRoot/ExternalDependencyHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtLevel,TMPro.TextMeshProUGUI,TMP,true,true,true,top+right,0.000062,,,,Default UI Material,,1/1/1/1,1,,false,false,false,font_pptr_unresolved,0:0,0:0,0:0,10:2268522548353052838,,empty_pptr,,,font_bundle_missing,font_pptr_unresolved
