asset_name,path_id,attempt,output_size,classification,score,printable_ratio,lua_marker_count,prefix_hex,preview
MainPageLimitMgr,-9035189407698220568,strip_prefix4,19722,binary,22,0.57,0,7B DE 66 98 28 76 58 58 A0 48 52 0D D9 FD C4 DD 72 E5 42 26 43 18 53 9F 7D C4 0E 72 4B 41 AC 15,"{\xDEf\x98(vXX\xA0HR\r\xD9\xFD\xC4\xDDr\xE5B&C\x18S\x9F}\xC4\x0ErKA\xAC\x15tW\x9B\xD8\xD1\xCC<\xDCB0JSZ\x9Fy\x8A\x1EGdL\xA0T{L\x93\xD0\xD1\xFDz\xC6H\x06dzx\x9Al\xC9}:#A\xA6YVI\xDE\xD0\x98\xDBv\xDAX+TR?\xD9M\xC4.rgB\xAD_\x18a\x9F\xCD\xC4\xFDr\xC9A'\tte\x9Bh\xD1?<^B\xBBVSh\x9F\xC9\x8A\xEDG\xE6L+Hvt\x8A`\xD33gPg\xBCWGa\xBC\xF4\xCA\xCDv\xC7\nk,[x\x9Dh\xC9z}"
MainPageLimitMgr,-9035189407698220568,security_xor_raw,19726,lua_like_text,192,1.0,6,6C 6F 63 61 6C 20 6F 3D 72 65 71 75 69 72 65 28 27 44 61 74 61 4E 6F 64 65 2F 44 61 74 61 54 61,local o=require('DataNode/DataTable/Create/worldMap/DTMainLimitTimeDBModel')\nlocal i=require('DataNode/DataTable/Create/worldMap/DTMainActivityJumpDBModel')\nloc
MainPageLimitMgr,-9035189407698220568,getluabuff_security_xor_raw_bomspace,19726,lua_like_text,192,1.0,6,6C 6F 63 61 6C 20 6F 3D 72 65 71 75 69 72 65 28 27 44 61 74 61 4E 6F 64 65 2F 44 61 74 61 54 61,local o=require('DataNode/DataTable/Create/worldMap/DTMainLimitTimeDBModel')\nlocal i=require('DataNode/DataTable/Create/worldMap/DTMainActivityJumpDBModel')\nloc
MainPageLimitMgr,-9035189407698220568,xxtea_soketkey_raw,0,invalid,-100,0.0,0,,
MainPageLimitMgr,-9035189407698220568,xxtea_soketkey_strip4,0,invalid,-100,0.0,0,,
MainPageLimitMgr,-9035189407698220568,xxtea_ass64_raw,0,invalid,-100,0.0,0,,
MainPageLimitMgr,-9035189407698220568,xxtea_ass64_strip4,0,invalid,-100,0.0,0,,
MainPageLimitMgr,-9035189407698220568,xxtea_ass16_raw,0,invalid,-100,0.0,0,,
MainPageLimitMgr,-9035189407698220568,xxtea_ass16_strip4,0,invalid,-100,0.0,0,,
MainPageLimitMgr,-9035189407698220568,xxtea_literal_A-EV_raw,0,invalid,-100,0.0,0,,
MainPageLimitMgr,-9035189407698220568,xxtea_literal_A-EV_strip4,0,invalid,-100,0.0,0,,
MainPageLimitMgr,-9035189407698220568,xxtea_literal_K7HT_raw,0,invalid,-100,0.0,0,,
MainPageLimitMgr,-9035189407698220568,xxtea_literal_K7HT_strip4,0,invalid,-100,0.0,0,,
MainPageLimitMgr,-9035189407698220568,xor_repeat_soketkey_raw,19726,binary,19,0.482,0,27 55 53 4E 23 D8 11 C0 4E 0E 4E 40 F8 4E 25 55 BF 85 D2 C5 2A E3 35 7E 25 60 45 87 25 C2 79 2A,"'USN#\xD8\x11\xC0N\x0EN@\xF8N%U\xBF\x85\xD2\xC5*\xE35~%`E\x87%\xC2y*-9\xBA\r,Q\xEC\x80\xB7\xB4*\xC4\x1A6=\x0B<\xE7o\x92FA\x13\x14\xC6,mT\xCB\xD6\xA6\xA5\x1C\xBE^\x1E<|\x0F\xC2\n\xB1k""{G\xD1\x0101\xC8\xC8\xC0\xDD\x01\x82>SBJg\xDF:\x9CH\nqZ\xF5Yo9\xF9\xB5\xD2\xE5*\xCF6\x7Fo\x0Cs\x830\xD7Hd8:\xADN\x0Bn\xE8\x91\xEC\x95Q\xFE\x14-?.\x12\xF2v\xCBka'?\xDA/Qy\xE4\xF2\xBD\x95\x10\xBF\x1Cst]\x0F\xC5"
MainPageLimitMgr,-9035189407698220568,xor_repeat_soketkey_strip4,19722,binary,18,0.474,0,1D A6 70 80 70 70 2F 00 C6 30 44 15 81 FB B3 85 14 9D 54 3E 1B 1E 24 C7 1B BC 18 6A 13 47 DB 4D,"\x1D\xA6p\x80pp/\x00\xC60D\x15\x81\xFB\xB3\x85\x14\x9DT>\x1B\x1E$\xC7\x1B\xBC\x18j\x13G\xDBM\x12/\x8D\xC0\x89\xCAK\x84$H\K\x02\x99\x0E\xD2x?rT\xF8R\x0C\x14\xF5\xA8\xC7\xE5""\xC0?^\x02\x02n\x824\xCF\nbE9\xB0A\x0EO\xA9\x88\xFE\xA3`\xC2\x00-#\nY\xA1[\xDCvt\x10\x1A\xCB'\x0Ey\xC7\xCB\xB3\xA5\x14\xB1W?Qr\x12\xC3\x0E\xA9)$\x06D\xCC\x0E5\x10\x89\xD1\xD2\xEB0\xBE*S^n,\x8C\x17\x8BU\x1FF\x7F\xE4Q09\xDA\x8C\xDC\xD5.\xC1}3J#n\x850\xCF\r%"
MainPageLimitMgr,-9035189407698220568,xor_repeat_ass64_raw,19726,binary,16,0.401,0,65 D7 0C CD 6B 53 04 C1 01 50 D9 3F EB BF C3 E6 EF E2 BC DA 3B 2F 77 84 74 CF E3 39 34 17 3F A7,e\xD7\x0C\xCDkS\x04\xC1\x01P\xD9?\xEB\xBF\xC3\xE6\xEF\xE2\xBC\xDA;/w\x84t\xCF\xE394\x17?\xA7\xD1\x1A\xEA\x93`\xA8\xBA\x13m\xAF\x86\xC0\x0B\xCC\xDE|\xA2\xAA\xA0\xCC\x01ROc\x97\x00\xE6\x80\xD7\t\xA69^<\x01\x9Dt\xF7\x1A\xC3E\xEF\xFC]h\xB67\xB2`V\xA6\xD7\xD1\x11Cxo\xFC\xE4\xF4v\n|\x11\xB4)!\xC4\xB9\xA09\xAA#\xAE~\xE1;5\xD5\x08\xF1A\xBC\xDDw\xC4\x14\x13i\x16&\x9A\x17\xB1\xE8\r\xAE\x17\x0E}\\xA6*/]\xAC\xE1\xB4x\x90\xC1\x8C\x8AH?f\xF5>\xFFoA\x10\xBA\xCDe\x88IH
MainPageLimitMgr,-9035189407698220568,xor_repeat_ass64_strip4,19722,binary,16,0.4,0,5F 24 2F 03 38 FB 3A 01 89 6E D3 6A 92 0A 55 36 44 FA 3A 21 0A D2 66 3D 4A 13 BE D4 02 92 9D C0,"_$/\x038\xFB:\x01\x89n\xD3j\x92\nU6D\xFA:!\n\xD2f=J\x13\xBE\xD4\x02\x92\x9D\xC0\xEE\x0C\xDD^\xC53\x1D\x17\xFES\xF0O\x13c\xED\xA5\xE6r\xBD\n\xBFAPc\xA4\x84L1>\x1F?\xC2@\x801\x01|D\x1Fc\ng'>\x1D\xBEO;\xAE\xC4\x0E\xDD\x11\xE1a\xF0\x08\x0E\xFDbg\xA1V\x977\x04^\xE7\x8B2\xE56\xCE\xAA\xFB;@\x88\xF1\xB4\x90\xE4\xE6zAW\x90yd<\x02\x05\xCE40""h\xD1\x01\xEDd\x07\x02\x8A\x1AA\xD1\x00\xF7\xA0\xD6\x8A\x8A\xEB\xB2\xCA?\r?\xC9\x1B\x8C\xC8;!\x1AK\xA8"
MainPageLimitMgr,-9035189407698220568,xor_single_best_raw_0x00,19726,encoded_text_prefix,27,0.57,0,41 2D 45 56 7B DE 66 98 28 76 58 58 A0 48 52 0D D9 FD C4 DD 72 E5 42 26 43 18 53 9F 7D C4 0E 72,"A-EV{\xDEf\x98(vXX\xA0HR\r\xD9\xFD\xC4\xDDr\xE5B&C\x18S\x9F}\xC4\x0ErKA\xAC\x15tW\x9B\xD8\xD1\xCC<\xDCB0JSZ\x9Fy\x8A\x1EGdL\xA0T{L\x93\xD0\xD1\xFDz\xC6H\x06dzx\x9Al\xC9}:#A\xA6YVI\xDE\xD0\x98\xDBv\xDAX+TR?\xD9M\xC4.rgB\xAD_\x18a\x9F\xCD\xC4\xFDr\xC9A'\tte\x9Bh\xD1?<^B\xBBVSh\x9F\xC9\x8A\xEDG\xE6L+Hvt\x8A`\xD33gPg\xBCWGa\xBC\xF4\xCA\xCDv\xC7\nk,[x\x9D"
MainPageLimitMgr,-9035189407698220568,xor_single_best_strip4_0x10,19722,binary,23,0.576,0,6B CE 76 88 38 66 48 48 B0 58 42 1D C9 ED D4 CD 62 F5 52 36 53 08 43 8F 6D D4 1E 62 5B 51 BC 05,"k\xCEv\x888fHH\xB0XB\x1D\xC9\xED\xD4\xCDb\xF5R6S\x08C\x8Fm\xD4\x1Eb[Q\xBC\x05dG\x8B\xC8\xC1\xDC,\xCCR ZCJ\x8Fi\x9A\x0EWt\\xB0Dk\\x83\xC0\xC1\xEDj\xD6X\x16tjh\x8A|\xD9m*3Q\xB6IFY\xCE\xC0\x88\xCBf\xCAH;DB/\xC9]\xD4>bwR\xBDO\x08q\x8F\xDD\xD4\xEDb\xD9Q7\x19du\x8Bx\xC1/,NR\xABFCx\x8F\xD9\x9A\xFDW\xF6\;Xfd\x9Ap\xC3#w@w\xACGWq\xAC\xE4\xDA\xDDf\xD7\x1A{<Kh\x8Dx\xD9jm"
MainPageMgr,-3138555983938251346,raw_utf8_fallback,713,encoded_text_prefix,27,0.571,0,41 2D 45 56 7B DE 6C 98 21 19 5E 4C BB 54 73 4C 9A CA 98 D2 6E 87 27 2B 55 74 7F 9B 6A CE 0A 7C,A-EV{\xDEl\x98!\x19^L\xBBTsL\x9A\xCA\x98\xD2n\x87'+Ut\x7F\x9Bj\xCE\n|Y{\xA0_@\x18\x8A\xCB\xD0\xCC?\xA1D1`Xe\x93L\xC4(gA\x7F\xA6UC\x18\x98\xD8\xC9\xDAv\x87'2JVn\xB3h\xCC4^H]\x80^\n\x14\xCE\x8B\x95\x99!\x87'2JVn\xB3h\xCC4@H[\xACsS\x18\xCF\x89\x97\x99#\x99\x1Ds\n=z\xB8e\xCA-v[~\xACHA@\x8C\xF0\xCB\xCF|\x96V?\n=z\xB8e\xCA-v[\x7F\xA8YRl\x90\xDF\xCA\x94h\xD6\x01H[=q\x8B
MainPageMgr,-3138555983938251346,strip_prefix4,709,binary,22,0.568,0,7B DE 6C 98 21 19 5E 4C BB 54 73 4C 9A CA 98 D2 6E 87 27 2B 55 74 7F 9B 6A CE 0A 7C 59 7B A0 5F,{\xDEl\x98!\x19^L\xBBTsL\x9A\xCA\x98\xD2n\x87'+Ut\x7F\x9Bj\xCE\n|Y{\xA0_@\x18\x8A\xCB\xD0\xCC?\xA1D1`Xe\x93L\xC4(gA\x7F\xA6UC\x18\x98\xD8\xC9\xDAv\x87'2JVn\xB3h\xCC4^H]\x80^\n\x14\xCE\x8B\x95\x99!\x87'2JVn\xB3h\xCC4@H[\xACsS\x18\xCF\x89\x97\x99#\x99\x1Ds\n=z\xB8e\xCA-v[~\xACHA@\x8C\xF0\xCB\xCF|\x96V?\n=z\xB8e\xCA-v[\x7F\xA8YRl\x90\xDF\xCA\x94h\xD6\x01H[=q\x8Bg\xC6.z
MainPageMgr,-3138555983938251346,security_xor_raw,713,lua_like_text,168,1.0,4,6C 6F 63 61 6C 20 65 3D 7B 0A 77 61 72 6E 44 69 64 73 3D 7B 7D 2C 0A 69 73 43 68 65 63 6B 50 6F,"local e={\nwarnDids={},\nisCheckPopView=true,\nisFormEarthRoot=false,\nplayMainMapId=102002,\nplayMainSaveId=10200201,\nmFlowerServerInfo={},\nmFlowerRaceInfo={},\n}\nfu"
MainPageMgr,-3138555983938251346,getluabuff_security_xor_raw_bomspace,713,lua_like_text,168,1.0,4,6C 6F 63 61 6C 20 65 3D 7B 0A 77 61 72 6E 44 69 64 73 3D 7B 7D 2C 0A 69 73 43 68 65 63 6B 50 6F,"local e={\nwarnDids={},\nisCheckPopView=true,\nisFormEarthRoot=false,\nplayMainMapId=102002,\nplayMainSaveId=10200201,\nmFlowerServerInfo={},\nmFlowerRaceInfo={},\n}\nfu"
MainPageMgr,-3138555983938251346,xxtea_soketkey_raw,0,invalid,-100,0.0,0,,
MainPageMgr,-3138555983938251346,xxtea_soketkey_strip4,0,invalid,-100,0.0,0,,
MainPageMgr,-3138555983938251346,xxtea_ass64_raw,0,invalid,-100,0.0,0,,
MainPageMgr,-3138555983938251346,xxtea_ass64_strip4,0,invalid,-100,0.0,0,,
MainPageMgr,-3138555983938251346,xxtea_ass16_raw,0,invalid,-100,0.0,0,,
MainPageMgr,-3138555983938251346,xxtea_ass16_strip4,0,invalid,-100,0.0,0,,
MainPageMgr,-3138555983938251346,xxtea_literal_A-EV_raw,0,invalid,-100,0.0,0,,
MainPageMgr,-3138555983938251346,xxtea_literal_A-EV_strip4,0,invalid,-100,0.0,0,,
MainPageMgr,-3138555983938251346,xxtea_literal_K7HT_raw,0,invalid,-100,0.0,0,,
MainPageMgr,-3138555983938251346,xxtea_literal_K7HT_strip4,0,invalid,-100,0.0,0,,
MainPageMgr,-3138555983938251346,xor_repeat_soketkey_raw,713,binary,18,0.467,0,27 55 53 4E 23 D8 1B C0 47 61 48 54 E3 52 04 14 FC B2 8E CA 36 81 50 73 33 0C 69 83 32 C8 7D 24,"'USN#\xD8\x1B\xC0GaHT\xE3R\x04\x14\xFC\xB2\x8E\xCA6\x81Ps3\x0Ci\x832\xC8}$?\x03\xB6G\x18\x1E\xFD\x93\xB6\xB4)\xB9\x1C7\x17\x00\x03\xEBZ\xDCpa6'\xC0-U\x00\xC0\xDE\xBE\x82\x10\xFF1*\x12P\x19\xEB\x0E\xB4""F\x10[\xF7\x06ll\xD8\x93\xCD\x9FV\xDFAJ\N6\xB5\x1F\x94R8^C\xF4u$@\xA9\xF1\x81\x81{\x9Fj+lEl\xA0=\xCCZ.=\x06\xBAP\x19F\xFB\xA8\xAD\xB7j\x8E\x0E9}e\x1C\xC0s\xD2up,'\xCE!Dt\xC8\xD9\xBD\xCC\x0E\xAE\x17P\x03;\x06\xD3"
MainPageMgr,-3138555983938251346,xor_repeat_soketkey_strip4,709,binary,18,0.47,0,1D A6 7A 80 79 1F 29 14 DD 2C 65 54 C2 CC EF 8A 08 FF 31 33 0D 72 08 C3 0C B6 1C 64 01 7D D7 07,"\x1D\xA6z\x80y\x1F)\x14\xDD,eT\xC2\xCC\xEF\x8A\x08\xFF13\rr\x08\xC3\x0C\xB6\x1Cd\x01}\xD7\x07&`\x9C\xD3\x88\xCAH\xF9""Iv@=\x95;\x9CN\x1FWg\xFES4@\xFE\xA0\xDF\xC2.\x81Pj,.x\xAB0\xCAC\x06.%\x96FR\x12\xB9\xD3\xF3\xE17\x9F\x7F4=\x0E\x08\xCB~\xD4lF?\x03\xCA\x0BE\x00\x97\x8F\xE0\xC1E\xE1\x0BkR;\r\xE0\x03\xB2;n\x03x\xDB\x10'8\x9A\xE8\x93\xC9\x0B\xCE0G\x1C%""\xBE\x12\x92K\x0EMg\xF0_%4\xF6\xA7\xDC\x8C0\xD0v\x10=Eg\x93?\xC0Y"""
MainPageMgr,-3138555983938251346,xor_repeat_ass64_raw,713,binary,17,0.426,0,65 D7 0C CD 6B 53 0E C1 08 3F DF 2B F0 A3 E2 A7 AC D5 E0 D5 27 4D 12 89 62 A3 CF 3D 23 1D 3B A9,e\xD7\x0C\xCDkS\x0E\xC1\x08?\xDF+\xF0\xA3\xE2\xA7\xAC\xD5\xE0\xD5'M\x12\x89b\xA3\xCF=#\x1D;\xA9\xC3 \xE6\xD9T\xE7\xAB\x00l\xAF\x85\xBD\r\xCD\xF4w\x9D\xA6\x95\x827rjP\x91\x01\xDE\xD4\xDC\x01\xBE\x1ER}n\xA9Z\xDB\x0C\xEAA\xEA\xB59\x03\xAA\x11\xB5<\x0B\xB6\x8C\xDCS\x14%\x10\xE5\xFA\xF0'`Y\x19\xAE\x1B\x0E\xDD\xB8\x8Cr\xD3s\xEA-\x85je\x89\\xF2\x08\xA3\xFEz\xDF\x06Yl*1\x84\x05\x99\xFB4\xEF55\rF\xB2hdS\x9E\xE4\xADf\x81\xCA\x94\x9EF*k\xD9\x15\xFF6_\x01\xB1\xEE\x12\xEE@^
