variant,name,path,parent,siblingIndex,childCount,activeSelf,activeInHierarchy,anchoredPosition,sizeDelta,localScale,anchorMin,anchorMax,pivot,imageSprite,imageColor,raycastTarget,button,buttonInteractable,tmpText,canvasSortingOrder,canvasOverrideSorting,components
"default_root_route_state","btn_download__7328067398302382935","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/btn_download__7328067398302382935","left__-7709903567246479490",2,5,True,True,"554,-300","81,87","1,1,1","0,0.5","0,0.5","0.5,0.5",,"1,1,1,0",True,True,True,,0,False,"RectTransform|CanvasRenderer|Image|Button|RestoreClickLogger"
"default_root_route_state","im_start__-1660961734353669677","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/btn_download__7328067398302382935/im_start__-1660961734353669677","btn_download__7328067398302382935",1,0,True,True,"0,9","57,54","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5","fid1_8752745723531376067_htxz_tb2","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","im_stop__4074918906568360665","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/btn_download__7328067398302382935/im_stop__4074918906568360665","btn_download__7328067398302382935",2,0,True,True,"0,9","57,54","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5","fid1_-1403102245567770816_tb_zt","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","p_download_redpoint__4168734085730221935","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/btn_download__7328067398302382935/p_download_redpoint__4168734085730221935","btn_download__7328067398302382935",4,1,True,True,"25.6,33.5","27,27","0.8,0.8,1","0.5,0.5","0.5,0.5","0.5,0.5","fid1_523894093744659759_T_hongdian_1","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","SkeletonGraphic (hongdian01)__-5482275001127271065","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/btn_download__7328067398302382935/p_download_redpoint__4168734085730221935/SkeletonGraphic (hongdian01)__-5482275001127271065","p_download_redpoint__4168734085730221935",0,0,False,False,"0,0","33,32","1,1,1","0.5,0.5","0.5,0.5","0.515,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","qipao__2435916627736010454","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/btn_download__7328067398302382935/qipao__2435916627736010454","btn_download__7328067398302382935",0,0,True,True,"0,0","81,87","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5","fid1_-6183891200660976944_Icon_qipai_3","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","tmp_bubble_pro__-5206898783637326912__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/btn_download__7328067398302382935/tmp_bubble_pro__-5206898783637326912__font_EPM","btn_download__7328067398302382935",3,0,True,True,"1,-19.3","0,30","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,"0%",0,False,"RectTransform|CanvasRenderer|TextMeshProUGUI"
"default_root_route_state","btn_temporary_buff__-4503624219808831110","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/btn_temporary_buff__-4503624219808831110","left__-7709903567246479490",4,3,True,True,"424.6,-218.1","210,45","1,1,1","0,0.5","0,0.5","0.5,0.5",,"1,1,1,0",True,True,True,,0,False,"RectTransform|CanvasRenderer|Image|Button|RestoreClickLogger"
"default_root_route_state","im_temporary_buff_Icon__5109581339416052406","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/btn_temporary_buff__-4503624219808831110/im_temporary_buff_Icon__5109581339416052406","btn_temporary_buff__-4503624219808831110",1,0,True,True,"-82.72,1","40,36","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5","fid13_-6706942253580952254_buff_100000","1,1,1,1",True,False,False,,0,False,"RectTransform|CanvasRenderer|Image|RestoreClickLogger"
"default_root_route_state","im_temporary_buff_bg__-5382165766749718432","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/btn_temporary_buff__-4503624219808831110/im_temporary_buff_bg__-5382165766749718432","btn_temporary_buff__-4503624219808831110",0,0,True,True,"0,0","207,44","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5","fid3_4964805841541795809_bgyx_buffsmalldi_100000","1,1,1,1",True,False,False,,0,False,"RectTransform|CanvasRenderer|Image|RestoreClickLogger"
"default_root_route_state","text_temporary_buff__3182646447603101199__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/btn_temporary_buff__-4503624219808831110/text_temporary_buff__3182646447603101199__font_riyu","btn_temporary_buff__-4503624219808831110",2,0,True,True,"15,0","160,30","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,"보너스 발동 중",0,False,"RectTransform|CanvasRenderer|TextMeshProUGUI"
"default_root_route_state","faceGiftNode__2915645714390258269","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/faceGiftNode__2915645714390258269","left__-7709903567246479490",10,6,True,True,"210.66,-25","147,96","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,"1,1,1,0",True,True,True,,0,False,"RectTransform|CanvasRenderer|Image|Button|RestoreClickLogger"
"default_root_route_state","im_face_discount__-7722328797276226509","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/faceGiftNode__2915645714390258269/im_face_discount__-7722328797276226509","faceGiftNode__2915645714390258269",5,0,False,False,"166,30","152,60","0.5,0.5,1","0.5,0.5","0.5,0.5","0.5,0.5",,"1,1,1,0",True,False,False,,0,False,"RectTransform|CanvasRenderer|Image|RestoreClickLogger"
"default_root_route_state","im_face_icon__-1684397050907482222","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/faceGiftNode__2915645714390258269/im_face_icon__-1684397050907482222","faceGiftNode__2915645714390258269",1,0,True,True,"0.9,12.7","147,121","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,"1,1,1,0",True,False,False,,0,False,"RectTransform|CanvasRenderer|Image|RestoreClickLogger"
"default_root_route_state","txt_face_name__3575362382831631425__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/faceGiftNode__2915645714390258269/txt_face_name__3575362382831631425__font_riyu","faceGiftNode__2915645714390258269",3,0,True,True,"0,-26","200,14.01","0.9,0.9,1","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,"옷장 속 약속",0,False,"RectTransform|CanvasRenderer|TextMeshProUGUI"
"default_root_route_state","txt_face_time__8000622557060133872__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/faceGiftNode__2915645714390258269/txt_face_time__8000622557060133872__font_EPM","faceGiftNode__2915645714390258269",4,0,True,True,"0,-47.4","200,30","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,"10:10",0,False,"RectTransform|CanvasRenderer|TextMeshProUGUI"
"default_root_route_state","un_MainInterface_facegift__142480766463328027","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/faceGiftNode__2915645714390258269/un_MainInterface_facegift__142480766463328027","faceGiftNode__2915645714390258269",2,1,True,True,"0,0","100,100","0,0,0","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","effect__3228894152050535382","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/faceGiftNode__2915645714390258269/un_MainInterface_facegift__142480766463328027/effect__3228894152050535382","un_MainInterface_facegift__142480766463328027",0,2,True,True,"150.2,13.6","100,100","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","lizi__-478042915447979026","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/faceGiftNode__2915645714390258269/un_MainInterface_facegift__142480766463328027/effect__3228894152050535382/lizi__-478042915447979026","effect__3228894152050535382",0,0,True,True,"-151.1,5.9","100,100","100,100,100","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","xing__3848568543528170684","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/faceGiftNode__2915645714390258269/un_MainInterface_facegift__142480766463328027/effect__3228894152050535382/xing__3848568543528170684","effect__3228894152050535382",1,0,True,True,"-142.1,0.4","100,100","100,100,100","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","un_MainInterface_zhuanguang__5297989304639186265","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/faceGiftNode__2915645714390258269/un_MainInterface_zhuanguang__5297989304639186265","faceGiftNode__2915645714390258269",0,1,True,True,"147.3,6.5","100,100","0,0,0","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","glow__4509111309169101105","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/faceGiftNode__2915645714390258269/un_MainInterface_zhuanguang__5297989304639186265/glow__4509111309169101105","un_MainInterface_zhuanguang__5297989304639186265",0,1,True,True,"-134.9,3.7","100,100","68.805,68.805,68.805","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","glow (1)__-8905289895394031024","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/faceGiftNode__2915645714390258269/un_MainInterface_zhuanguang__5297989304639186265/glow__4509111309169101105/glow (1)__-8905289895394031024","glow__4509111309169101105",0,0,True,True,"0,0","100,100","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","funcsBtnOpt__-957505502039124638","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/funcsBtnOpt__-957505502039124638","left__-7709903567246479490",6,7,True,True,"338,256.7","100,50","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","im_funhandbook_bg__7845553199416412129","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/funcsBtnOpt__-957505502039124638/im_funhandbook_bg__7845553199416412129","funcsBtnOpt__-957505502039124638",6,3,True,True,"0,0","46,46","1,1,1","0,0","0,0","0.5,0.5","fid11_-4321217211312616168_zhuye_btn_di","1,1,1,1",True,False,False,,0,False,"RectTransform|CanvasRenderer|Image|RestoreClickLogger"
"default_root_route_state","funhandbook_Btn__8842433322768858449","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/funcsBtnOpt__-957505502039124638/im_funhandbook_bg__7845553199416412129/funhandbook_Btn__8842433322768858449","im_funhandbook_bg__7845553199416412129",2,0,True,True,"0,0","50,50","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5","fid1_6617065208850742552_Image_blank","1,1,1,1",True,True,True,,0,False,"RectTransform|CanvasRenderer|Image|Button|RestoreClickLogger"
"default_root_route_state","funhandbook_img__1099209243444356693","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/funcsBtnOpt__-957505502039124638/im_funhandbook_bg__7845553199416412129/funhandbook_img__1099209243444356693","im_funhandbook_bg__7845553199416412129",0,0,True,True,"0.1,-0.2","27,26","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5","fid11_-397911510302451416_zhuye_xitong","1,1,1,1",True,False,False,,0,False,"RectTransform|CanvasRenderer|Image|RestoreClickLogger"
