kind,key,node,name,path,classification,detail1,detail2,detail3,decision
"MeshUvRegion","Spine_shijieanniu","spine_diqiu","zhuye_di1","2,2,253,253","mesh_uv_region_present","uv=0.002,0.751,0.249,0.998","meshVertexHits=4;meshTriangleHits=2;mixedTriangles=0","meshBounds=-126.5,-126.5,0/126.5,126.5,0",""
"MeshUvRegion","Spine_shijieanniu","spine_diqiu","zhuye_bian","257,17,238,238","mesh_uv_region_present","uv=0.251,0.751,0.4834,0.9834","meshVertexHits=4;meshTriangleHits=2;mixedTriangles=0","meshBounds=-119,-119,0/119,119,0",""
"MeshUvRegion","Spine_shijieanniu","spine_diqiu","diqiu","2,257,704,706","mesh_uv_region_present","uv=0.002,0.0596,0.6895,0.749","meshVertexHits=15;meshTriangleHits=11;mixedTriangles=0","meshBounds=-120.7,-120.58,0/120.48,46.4063,0",""
"MeshUvRegion","Spine_shijieanniu","spine_diqiu","yun","497,152,83,36","mesh_uv_region_present","uv=0.4854,0.8164,0.5664,0.8516","meshVertexHits=14;meshTriangleHits=6;mixedTriangles=0","meshBounds=-54.5339,38.9265,0/72.5964,94.2935,0",""
"MeshUvRegion","Spine_shijieanniu","spine_diqiu","yun2","497,190,108,65","mesh_uv_region_present","uv=0.4854,0.751,0.5908,0.8145","meshVertexHits=13;meshTriangleHits=5;mixedTriangles=0","meshBounds=-111.824,10.5557,0/87.9096,88.3378,0",""
"Texture","Spine_shijieanniu","spine_diqiu","SkeletonGraphic.mainTexture","","texture_present","expected=Spine_shijieanniu 1024x1024","actual=Spine_shijieanniu 1024x1024","expectedPresent=True;effectivePresent=True;matchesMain=True",""
"Texture","Spine_shijieanniu","spine_diqiu","private baseTexture","","texture_present","expected=Spine_shijieanniu 1024x1024","actual=Spine_shijieanniu 1024x1024","expectedPresent=True;effectivePresent=True;matchesMain=True",""
"Texture","Spine_shijieanniu","spine_diqiu","private overrideTexture","","texture_absent_allowed_for_this_api","expected=Spine_shijieanniu 1024x1024","actual=","expectedPresent=False;effectivePresent=False;matchesMain=False",""
"Texture","Spine_shijieanniu","spine_diqiu","graphic.material.mainTexture","","texture_missing_on_expected_handoff","expected=Spine_shijieanniu 1024x1024","actual=","expectedPresent=True;effectivePresent=False;matchesMain=False",""
"Texture","Spine_shijieanniu","spine_diqiu","materialForRendering.mainTexture","","texture_missing_on_expected_handoff","expected=Spine_shijieanniu 1024x1024","actual=","expectedPresent=True;effectivePresent=False;matchesMain=False",""
"Texture","Spine_shijieanniu","spine_diqiu","canvasRenderer.GetTexture","","texture_absent_allowed_for_this_api","expected=Spine_shijieanniu 1024x1024","actual=","expectedPresent=False;effectivePresent=False;matchesMain=False",""
"Texture","Spine_shijieanniu","spine_diqiu","canvasRenderer.GetMaterial(0).mainTexture","","texture_missing_on_expected_handoff","expected=Spine_shijieanniu 1024x1024","actual=","expectedPresent=True;effectivePresent=False;matchesMain=False",""
"Texture","Spine_shijieanniu","spine_diqiu","atlasAssets[0].PrimaryMaterial.mainTexture","","texture_present","expected=Spine_shijieanniu 1024x1024","actual=Spine_shijieanniu 1024x1024","expectedPresent=True;effectivePresent=True;matchesMain=True",""
"Texture","Spine_shijieanniu","spine_diqiu","attachment.RendererObject:zhuye_di1","","texture_present","expected=Spine_shijieanniu 1024x1024","actual=Spine_shijieanniu 1024x1024","expectedPresent=True;effectivePresent=True;matchesMain=True",""
"Texture","Spine_shijieanniu","spine_diqiu","attachment.RendererObject:zhuye_bian","","texture_present","expected=Spine_shijieanniu 1024x1024","actual=Spine_shijieanniu 1024x1024","expectedPresent=True;effectivePresent=True;matchesMain=True",""
"Texture","Spine_shijieanniu","spine_diqiu","attachment.RendererObject:diqiu","","texture_present","expected=Spine_shijieanniu 1024x1024","actual=Spine_shijieanniu 1024x1024","expectedPresent=True;effectivePresent=True;matchesMain=True",""
"Texture","Spine_shijieanniu","spine_diqiu","attachment.RendererObject:yun","","texture_present","expected=Spine_shijieanniu 1024x1024","actual=Spine_shijieanniu 1024x1024","expectedPresent=True;effectivePresent=True;matchesMain=True",""
"Texture","Spine_shijieanniu","spine_diqiu","attachment.RendererObject:yun2","","texture_present","expected=Spine_shijieanniu 1024x1024","actual=Spine_shijieanniu 1024x1024","expectedPresent=True;effectivePresent=True;matchesMain=True",""
"Texture","Spine_shijieanniu","spine_diqiu","attachment.RendererObject:yun2","","texture_present","expected=Spine_shijieanniu 1024x1024","actual=Spine_shijieanniu 1024x1024","expectedPresent=True;effectivePresent=True;matchesMain=True",""
"Texture","Spine_shijieanniu","spine_diqiu","attachment.RendererObject:yun","","texture_present","expected=Spine_shijieanniu 1024x1024","actual=Spine_shijieanniu 1024x1024","expectedPresent=True;effectivePresent=True;matchesMain=True",""
"Texture","Spine_shijieanniu","spine_diqiu","attachment.RendererObject:yun","","texture_present","expected=Spine_shijieanniu 1024x1024","actual=Spine_shijieanniu 1024x1024","expectedPresent=True;effectivePresent=True;matchesMain=True",""
"Instruction","Spine_shijieanniu","spine_diqiu","0","","skeleton_renderer_instruction_submesh","slots=0-9;slotCount=9;preActiveClip=-1","material=Spine_shijieanniu_Material / Spine/Skeleton / Spine_shijieanniu 1024x1024;texture=Spine_shijieanniu 1024x1024","hasClipping=True;rawVerts=32;rawTris=48",""
