module,path_id,file,line,kind,target_expr,target_name,event,handler,raw_line
UI_Adventure_Item_New,-256044868408587883,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-256044868408587883_UI_Adventure_Item_New_security_xor_raw.lua,136,listener,t,t,onClick,multiline_or_empty,t.onClick:AddListener(
UI_Flower_Complete_Tips,-3029001242551076572,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-3029001242551076572_UI_Flower_Complete_Tips_security_xor_raw.lua,34,listener,btn_jump,btn_jump,onClick,inline_function,btn_jump.onClick:AddListener(function()
UI_Flower_Complete_Tips,-3029001242551076572,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-3029001242551076572_UI_Flower_Complete_Tips_security_xor_raw.lua,80,event_system,SysEventId.OnUpdate,OnUpdate,EventSystem.AddListener,OnUpdate,"EventSystem.AddListener(SysEventId.OnUpdate,OnUpdate)"
UI_Flower_Complete_Tips,-3029001242551076572,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-3029001242551076572_UI_Flower_Complete_Tips_security_xor_raw.lua,81,event_system,CommonEventId.PlayerLevelUp,PlayerLevelUp,EventSystem.AddListener,OnPlayerLevelUp,"EventSystem.AddListener(CommonEventId.PlayerLevelUp,OnPlayerLevelUp)"
UI_Flower_Complete_Tips,-3029001242551076572,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-3029001242551076572_UI_Flower_Complete_Tips_security_xor_raw.lua,82,event_system,CommonEventId.OnEventCloseFlowerJump,OnEventCloseFlowerJump,EventSystem.AddListener,OnEventCloseFlowerJump,"EventSystem.AddListener(CommonEventId.OnEventCloseFlowerJump,OnEventCloseFlowerJump)"
UI_Flower_Complete_Tips,-3029001242551076572,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-3029001242551076572_UI_Flower_Complete_Tips_security_xor_raw.lua,83,event_system,CommonEventId.OnEventNetReconnectSuccess,OnEventNetReconnectSuccess,EventSystem.AddListener,OnEventNetReconnectSuccess,"EventSystem.AddListener(CommonEventId.OnEventNetReconnectSuccess,OnEventNetReconnectSuccess)"
UI_Flower_Complete_Tips,-3029001242551076572,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-3029001242551076572_UI_Flower_Complete_Tips_security_xor_raw.lua,84,event_system,CommonEventId.OnOpenLuaView,OnOpenLuaView,EventSystem.AddListener,onOpenLuaView,"EventSystem.AddListener(CommonEventId.OnOpenLuaView,onOpenLuaView)"
UI_Flower_Complete_Tips,-3029001242551076572,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-3029001242551076572_UI_Flower_Complete_Tips_security_xor_raw.lua,85,event_system,CommonEventId.OnCloseLuaView,OnCloseLuaView,EventSystem.AddListener,onCloseLuaView,"EventSystem.AddListener(CommonEventId.OnCloseLuaView,onCloseLuaView)"
UI_Flower_Complete_Tips,-3029001242551076572,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-3029001242551076572_UI_Flower_Complete_Tips_security_xor_raw.lua,86,event_system,CommonEventId.OnRespFlowerQualification,OnRespFlowerQualification,EventSystem.AddListener,OnRespFlowerQualification,"EventSystem.AddListener(CommonEventId.OnRespFlowerQualification,OnRespFlowerQualification)"
UI_Flower_Complete_Tips,-3029001242551076572,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-3029001242551076572_UI_Flower_Complete_Tips_security_xor_raw.lua,87,event_system,CommonEventId.OnEventClearFlowerTipReqCount,OnEventClearFlowerTipReqCount,EventSystem.AddListener,OnEventClearFlowerTipReqCount,"EventSystem.AddListener(CommonEventId.OnEventClearFlowerTipReqCount,OnEventClearFlowerTipReqCount)"
UIGoldAllChangeHint,-353907523383335473,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-353907523383335473_UIGoldAllChangeHint_security_xor_raw.lua,5,listener,btn_ok,btn_ok,onClick,inline_function,btn_ok.onClick:AddListener(function()
UIGoldAllChangeHint,-353907523383335473,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-353907523383335473_UIGoldAllChangeHint_security_xor_raw.lua,10,listener,btn_close,btn_close,onClick,inline_function,btn_close.onClick:AddListener(function()
UIGoldAllChangeHint,-353907523383335473,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-353907523383335473_UIGoldAllChangeHint_security_xor_raw.lua,16,listener,Image,Image,onClick,inline_function,Image.onClick:AddListener(function()
UI_PlayerChangeName,-4390964976853321662,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4390964976853321662_UI_PlayerChangeName_security_xor_raw.lua,2,listener,Image,Image,onClick,inline_function,Image.onClick:AddListener(function()
UI_PlayerChangeName,-4390964976853321662,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4390964976853321662_UI_PlayerChangeName_security_xor_raw.lua,5,listener,inputAcc,inputAcc,onValueChanged,inline_function,inputAcc.onValueChanged:AddListener(function(e)
UI_PlayerChangeName,-4390964976853321662,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4390964976853321662_UI_PlayerChangeName_security_xor_raw.lua,9,listener,btn_queren,btn_queren,onClick,OnBtnChangeName,btn_queren.onClick:AddListener(OnBtnChangeName)
UI_PlayerChangeName,-4390964976853321662,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4390964976853321662_UI_PlayerChangeName_security_xor_raw.lua,10,listener,btn_queren_free,btn_queren_free,onClick,OnBtnChangeName,btn_queren_free.onClick:AddListener(OnBtnChangeName)
UI_PlayerChangeName,-4390964976853321662,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4390964976853321662_UI_PlayerChangeName_security_xor_raw.lua,11,listener,btn_quxiao,btn_quxiao,onClick,closeView,btn_quxiao.onClick:AddListener(closeView)
UI_PlayerChangeName,-4390964976853321662,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4390964976853321662_UI_PlayerChangeName_security_xor_raw.lua,14,event_system,CommonEventId.OnPlayerChangeName,OnPlayerChangeName,EventSystem.AddListener,onPlayerChangeName,"EventSystem.AddListener(CommonEventId.OnPlayerChangeName,onPlayerChangeName)"
UI_PlayerChangeName,-4390964976853321662,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4390964976853321662_UI_PlayerChangeName_security_xor_raw.lua,15,event_system,CommonEventId.OnPlayCurrencyRefresh,OnPlayCurrencyRefresh,EventSystem.AddListener,Refresh,"EventSystem.AddListener(CommonEventId.OnPlayCurrencyRefresh,Refresh)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,33,add_btn_click,t,t,button,"handler(e,changeTab)","self:AddBtnClickListener(t,handler(e,changeTab))"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,45,event_system,CommonEventId.OnOpenDockUI,OnOpenDockUI,EventSystem.AddListener,onOpenDockUI,"EventSystem.AddListener(CommonEventId.OnOpenDockUI,onOpenDockUI)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,46,event_system,CommonEventId.OnCloseDockAndCurrUI,OnCloseDockAndCurrUI,EventSystem.AddListener,onCloseDockAndCurrUI,"EventSystem.AddListener(CommonEventId.OnCloseDockAndCurrUI,onCloseDockAndCurrUI)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,47,event_system,CommonEventId.OnHideDockAndCurrUI,OnHideDockAndCurrUI,EventSystem.AddListener,onHideDockAndCurrUI,"EventSystem.AddListener(CommonEventId.OnHideDockAndCurrUI,onHideDockAndCurrUI)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,48,event_system,CommonEventId.OnPlayInfoChange,OnPlayInfoChange,EventSystem.AddListener,OnPlayInfoChange,"EventSystem.AddListener(CommonEventId.OnPlayInfoChange,OnPlayInfoChange)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,49,event_system,CommonEventId.OnPlayerLoginComplete,OnPlayerLoginComplete,EventSystem.AddListener,OnPlayerLoginComplete,"EventSystem.AddListener(CommonEventId.OnPlayerLoginComplete,OnPlayerLoginComplete)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,50,event_system,CommonEventId.RedPointInfoChange,RedPointInfoChange,EventSystem.AddListener,RefreshRedPoint,"EventSystem.AddListener(CommonEventId.RedPointInfoChange,RefreshRedPoint)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,51,event_system,CommonEventId.OnDockShowHide,OnDockShowHide,EventSystem.AddListener,onDockShowHide,"EventSystem.AddListener(CommonEventId.OnDockShowHide,onDockShowHide)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,52,event_system,CommonEventId.GetIdleItemsSuccess,GetIdleItemsSuccess,EventSystem.AddListener,OnGetIdleItemsSuccess,"EventSystem.AddListener(CommonEventId.GetIdleItemsSuccess,OnGetIdleItemsSuccess)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,53,event_system,CommonEventId.OnEquipCountChange,OnEquipCountChange,EventSystem.AddListener,CheckBagTip,"EventSystem.AddListener(CommonEventId.OnEquipCountChange,CheckBagTip)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,54,event_system,CommonEventId.KillDragonsInfoSync,KillDragonsInfoSync,EventSystem.AddListener,CheckKillDragonsTip,"EventSystem.AddListener(CommonEventId.KillDragonsInfoSync,CheckKillDragonsTip)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,55,event_system,CommonEventId.KillDragonsExitRoomSync,KillDragonsExitRoomSync,EventSystem.AddListener,CheckKillDragonsTip,"EventSystem.AddListener(CommonEventId.KillDragonsExitRoomSync,CheckKillDragonsTip)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,56,event_system,CommonEventId.BagSizeChange,BagSizeChange,EventSystem.AddListener,CheckBagTip,"EventSystem.AddListener(CommonEventId.BagSizeChange,CheckBagTip)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,57,event_system,CommonEventId.OnEventTitanDescInfo,OnEventTitanDescInfo,EventSystem.AddListener,OnEventTitanDescInfo,"EventSystem.AddListener(CommonEventId.OnEventTitanDescInfo,OnEventTitanDescInfo)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,58,event_system,CommonEventId.OnGuideFinishRefreshDock,OnGuideFinishRefreshDock,EventSystem.AddListener,CheckGuideHandShow,"EventSystem.AddListener(CommonEventId.OnGuideFinishRefreshDock,CheckGuideHandShow)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,59,event_system,CommonEventId.OnStartGuide,OnStartGuide,EventSystem.AddListener,CheckGuideHandShow,"EventSystem.AddListener(CommonEventId.OnStartGuide,CheckGuideHandShow)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,60,event_system,CommonEventId.NewShowInfoChange,NewShowInfoChange,EventSystem.AddListener,onNewShowChange,"EventSystem.AddListener(CommonEventId.NewShowInfoChange,onNewShowChange)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,61,event_system,CommonEventId.PlayerLevelUp,PlayerLevelUp,EventSystem.AddListener,OnPlayerLevelUp,"EventSystem.AddListener(CommonEventId.PlayerLevelUp,OnPlayerLevelUp)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,62,event_system,SysEventId.OnLoadingClosed,OnLoadingClosed,EventSystem.AddListener,OnLoadingClosed,"EventSystem.AddListener(SysEventId.OnLoadingClosed,OnLoadingClosed)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,63,event_system,CommonEventId.OnItemInfoChange,OnItemInfoChange,EventSystem.AddListener,CheckBagTip,"EventSystem.AddListener(CommonEventId.OnItemInfoChange,CheckBagTip)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,64,event_system,CommonEventId.OnEventNetReconnectSuccess,OnEventNetReconnectSuccess,EventSystem.AddListener,OnEventNetReconnectSuccess,"EventSystem.AddListener(CommonEventId.OnEventNetReconnectSuccess,OnEventNetReconnectSuccess)"
UI_Dock,-4615102950863731052,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,65,event_system,CommonEventId.OnRespFlowerQualification,OnRespFlowerQualification,EventSystem.AddListener,OnRespFlowerQualification,"EventSystem.AddListener(CommonEventId.OnRespFlowerQualification,OnRespFlowerQualification)"
UI_Adventure_RootView,-5664616251800369604,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-5664616251800369604_UI_Adventure_RootView_security_xor_raw.lua,24,listener,btn_fanhui,btn_fanhui,onClick,inline_function,btn_fanhui.onClick:AddListener(function()
UI_Adventure_RootView,-5664616251800369604,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-5664616251800369604_UI_Adventure_RootView_security_xor_raw.lua,76,listener,i['btn_jia'],btn_jia,onClick,inline_function,i['btn_jia'].onClick:AddListener(function()
UI_Adventure_RootView,-5664616251800369604,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-5664616251800369604_UI_Adventure_RootView_security_xor_raw.lua,79,listener,h['btn_jia'],btn_jia,onClick,inline_function,h['btn_jia'].onClick:AddListener(function()
UI_Adventure_RootView,-5664616251800369604,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-5664616251800369604_UI_Adventure_RootView_security_xor_raw.lua,137,event_system,CommonEventId.OnEventNetReconnectSuccess,OnEventNetReconnectSuccess,EventSystem.AddListener,OnEventNetReconnectSuccess,"EventSystem.AddListener(CommonEventId.OnEventNetReconnectSuccess,OnEventNetReconnectSuccess)"
UI_Adventure_RootView,-5664616251800369604,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-5664616251800369604_UI_Adventure_RootView_security_xor_raw.lua,138,event_system,CommonEventId.RedPointInfoChange,RedPointInfoChange,EventSystem.AddListener,RefreshRedPoint,"EventSystem.AddListener(CommonEventId.RedPointInfoChange,RefreshRedPoint)"
UI_Adventure_RootView,-5664616251800369604,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-5664616251800369604_UI_Adventure_RootView_security_xor_raw.lua,139,event_system,CommonEventId.OnTowerGetAward,OnTowerGetAward,EventSystem.AddListener,OnCheckRepairStarRedPoint,"EventSystem.AddListener(CommonEventId.OnTowerGetAward,OnCheckRepairStarRedPoint)"
UI_Adventure_RootView,-5664616251800369604,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-5664616251800369604_UI_Adventure_RootView_security_xor_raw.lua,140,event_system,CommonEventId.NewShowInfoChange,NewShowInfoChange,EventSystem.AddListener,onNewShowChange,"EventSystem.AddListener(CommonEventId.NewShowInfoChange,onNewShowChange)"
UI_Adventure_RootView,-5664616251800369604,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-5664616251800369604_UI_Adventure_RootView_security_xor_raw.lua,141,event_system,CommonEventId.OnPlayCurrencyRefresh,OnPlayCurrencyRefresh,EventSystem.AddListener,OnPlayCurrencyRefresh,"EventSystem.AddListener(CommonEventId.OnPlayCurrencyRefresh,OnPlayCurrencyRefresh)"
UI_Adventure_RootView,-5664616251800369604,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-5664616251800369604_UI_Adventure_RootView_security_xor_raw.lua,142,event_system,CommonEventId.OnActFoolsDollRefreshInfo,OnActFoolsDollRefreshInfo,EventSystem.AddListener,OnActFoolsDollRefreshInfo,"EventSystem.AddListener(CommonEventId.OnActFoolsDollRefreshInfo,OnActFoolsDollRefreshInfo)"
UI_Adventure_RootView,-5664616251800369604,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-5664616251800369604_UI_Adventure_RootView_security_xor_raw.lua,143,event_system,CommonEventId.NewDay,NewDay,EventSystem.AddListener,OnNewDay,"EventSystem.AddListener(CommonEventId.NewDay,OnNewDay)"
UI_Adventure_RootView,-5664616251800369604,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-5664616251800369604_UI_Adventure_RootView_security_xor_raw.lua,144,event_system,SysEventId.OnUpdate,OnUpdate,EventSystem.AddListener,OnUpdate,"EventSystem.AddListener(SysEventId.OnUpdate,OnUpdate)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,107,listener,btn_left,btn_left,onClick,onBtnLeft,btn_left.onClick:AddListener(onBtnLeft)
