kind,key,node,name,path,classification,detail1,detail2,detail3,decision
"AtlasRegion","8007","spine_xiaoren","a27","114,0,48,38","texture_region_trace","alphaRatio=0.57182","whiteishRatio=0","avg=65,50,58,137;pixels=1824",""
"AtlasRegion","8007","spine_xiaoren","a28","345,177,97,79","texture_region_trace","alphaRatio=0.745531","whiteishRatio=0","avg=125,69,117,186;pixels=7663",""
"AtlasRegion","8007","spine_xiaoren","a29","314,71,39,47","texture_region_trace","alphaRatio=0.741408","whiteishRatio=0","avg=78,44,83,181;pixels=1833",""
"AtlasRegion","8007","spine_xiaoren","b13","314,71,39,47","texture_region_trace","alphaRatio=0.741408","whiteishRatio=0","avg=78,44,83,181;pixels=1833",""
"AtlasRegion","8007","spine_xiaoren","a3","206,30,30,67","texture_region_trace","alphaRatio=0.489055","whiteishRatio=0","avg=123,67,119,116;pixels=2010",""
"AtlasRegion","8007","spine_xiaoren","a30","244,110,74,67","texture_region_trace","alphaRatio=0.726099","whiteishRatio=0","avg=60,29,64,180;pixels=4958",""
"AtlasRegion","8007","spine_xiaoren","a4","267,37,29,52","texture_region_trace","alphaRatio=0.731432","whiteishRatio=0","avg=145,91,136,179;pixels=1508",""
"AtlasRegion","8007","spine_xiaoren","a5","425,49,24,53","texture_region_trace","alphaRatio=0.664308","whiteishRatio=0.01022","avg=137,91,125,155;pixels=1272",""
"AtlasRegion","8007","spine_xiaoren","a6","319,38,33,44","texture_region_trace","alphaRatio=0.816116","whiteishRatio=0","avg=133,78,128,199;pixels=1452",""
"AtlasRegion","8007","spine_xiaoren","a7","431,88,56,18","texture_region_trace","alphaRatio=0.501984","whiteishRatio=0.061508","avg=115,87,95,111;pixels=1008",""
"AtlasRegion","8007","spine_xiaoren","a7_1","498,118,56,10","texture_region_trace","alphaRatio=0.228571","whiteishRatio=0","avg=72,18,8,46;pixels=140",""
"AtlasRegion","8007","spine_xiaoren","a8","510,250,6,2","texture_region_trace","alphaRatio=0.75","whiteishRatio=0","avg=100,51,37,66;pixels=4",""
"AtlasRegion","8007","spine_xiaoren","a9","121,38,85,59","texture_region_trace","alphaRatio=0.503689","whiteishRatio=0","avg=130,70,122,123;pixels=5015",""
"AtlasRegion","8007","spine_xiaoren","b1","0,57,121,100","texture_region_trace","alphaRatio=0.423884","whiteishRatio=0.004463","avg=50,38,48,105;pixels=12100",""
"AtlasRegion","8007","spine_xiaoren","b10","52,4,53,62","texture_region_trace","alphaRatio=0.81619","whiteishRatio=0.161899","avg=192,146,140,202;pixels=3286",""
"AtlasRegion","8007","spine_xiaoren","b12","0,0,52,57","texture_region_trace","alphaRatio=0.671727","whiteishRatio=0","avg=128,74,123,165;pixels=2964",""
"AtlasRegion","8007","spine_xiaoren","b14","236,28,14,22","texture_region_trace","alphaRatio=0.698052","whiteishRatio=0.077922","avg=141,100,114,162;pixels=308",""
"AtlasRegion","8007","spine_xiaoren","b17","236,28,14,22","texture_region_trace","alphaRatio=0.698052","whiteishRatio=0.077922","avg=141,100,114,162;pixels=308",""
"AtlasRegion","8007","spine_xiaoren","b15","258,33,8,9","texture_region_trace","alphaRatio=0.708333","whiteishRatio=0","avg=34,25,39,150;pixels=72",""
"AtlasRegion","8007","spine_xiaoren","b16","320,0,10,16","texture_region_trace","alphaRatio=0.7375","whiteishRatio=0.04375","avg=101,86,89,164;pixels=160",""
"AtlasRegion","8007","spine_xiaoren","b19","320,0,10,16","texture_region_trace","alphaRatio=0.7375","whiteishRatio=0.04375","avg=101,86,89,164;pixels=160",""
"AtlasRegion","8007","spine_xiaoren","b18","345,0,9,10","texture_region_trace","alphaRatio=0.655556","whiteishRatio=0","avg=28,23,31,135;pixels=90",""
"AtlasRegion","8007","spine_xiaoren","b2","234,0,14,3","texture_region_trace","alphaRatio=0.52381","whiteishRatio=0","avg=80,39,90,50;pixels=42",""
"AtlasRegion","8007","spine_xiaoren","b20","498,77,15,14","texture_region_trace","alphaRatio=0.862245","whiteishRatio=0.076531","avg=130,105,103,201;pixels=196",""
"AtlasRegion","8007","spine_xiaoren","b21","361,72,20,38","texture_region_trace","alphaRatio=0.753947","whiteishRatio=0","avg=114,88,93,180;pixels=760",""
"AtlasRegion","8007","spine_xiaoren","b22","318,110,74,67","texture_region_trace","alphaRatio=0.726503","whiteishRatio=0","avg=55,30,62,180;pixels=4958",""
"AtlasRegion","8007","spine_xiaoren","b24","486,18,22,32","texture_region_trace","alphaRatio=0.724432","whiteishRatio=0.002841","avg=74,57,69,171;pixels=704",""
"AtlasRegion","8007","spine_xiaoren","b26","486,18,22,32","texture_region_trace","alphaRatio=0.724432","whiteishRatio=0.002841","avg=74,57,69,171;pixels=704",""
"AtlasRegion","8007","spine_xiaoren","b25","487,79,11,27","texture_region_trace","alphaRatio=0.858586","whiteishRatio=0.016835","avg=99,86,105,196;pixels=297",""
"AtlasRegion","8007","spine_xiaoren","b27","487,79,11,27","texture_region_trace","alphaRatio=0.858586","whiteishRatio=0.016835","avg=99,86,105,196;pixels=297",""
"AtlasRegion","8007","spine_xiaoren","b28","162,0,38,38","texture_region_trace","alphaRatio=0.655817","whiteishRatio=0","avg=90,63,87,157;pixels=1444",""
"AtlasRegion","8007","spine_xiaoren","b3","381,81,23,50","texture_region_trace","alphaRatio=0.395652","whiteishRatio=0","avg=91,60,97,94;pixels=1150",""
"AtlasRegion","8007","spine_xiaoren","b4","236,42,31,68","texture_region_trace","alphaRatio=0.578273","whiteishRatio=0","avg=123,67,119,139;pixels=2108",""
