variant,name,path,activeInHierarchy,text,fontSize,enableAutoSizing,fontSizeMin,fontSizeMax,font,material,materialShader,color,localScale,sizeDelta,raycastTarget
"default_root_route_state","txt_act_name__-6620759799604823665__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/left_node_face_btn__1861898826191704551/btn_face_item_1__-3948317681477490579/txt_act_name__-6620759799604823665__font_riyu",False,"옷장의 약속",18,False,16,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0,0,0,1","1,1,1","90,14.01",False
"default_root_route_state","txt_act_leftTime__-7796047521798599412__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/left_node_face_btn__1861898826191704551/btn_face_item_2__6121557205818703146/txt_act_leftTime__-7796047521798599412__font_EPM",False,"10:10:10",18,False,16,72,"GirlsWarStaticProbe_EPM_TMP","TMPShared_EPM_m3548449482811076398","TextMeshPro/Mobile/Distance Field","0.333,0.878,0.922,1","1,1,1","110,14.01",False
"default_root_route_state","txt_act_name__-8889300492611825671__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/left_node_face_btn__1861898826191704551/btn_face_item_2__6121557205818703146/txt_act_name__-8889300492611825671__font_riyu",False,"옷장의 약속",18,False,16,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0,0,0,1","1,1,1","90,14.01",False
"default_root_route_state","txt_act_leftTime__-6142049429699351208__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/left_node_face_btn__1861898826191704551/btn_face_item_3__5371914987803865122/txt_act_leftTime__-6142049429699351208__font_EPM",False,"10:10:10",18,False,16,72,"GirlsWarStaticProbe_EPM_TMP","TMPShared_EPM_m3548449482811076398","TextMeshPro/Mobile/Distance Field","0.333,0.878,0.922,1","1,1,1","110,14.01",False
"default_root_route_state","txt_act_name__-4327092035796571576__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/left_node_face_btn__1861898826191704551/btn_face_item_3__5371914987803865122/txt_act_name__-4327092035796571576__font_riyu",False,"옷장의 약속",18,False,16,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0,0,0,1","1,1,1","90,14.01",False
"default_root_route_state","txt_act_leftTime__-3422245255219738292__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/left_node_face_btn__1861898826191704551/btn_face_item_4__4619865035362951332/txt_act_leftTime__-3422245255219738292__font_EPM",False,"10:10:10",18,False,16,72,"GirlsWarStaticProbe_EPM_TMP","TMPShared_EPM_m3548449482811076398","TextMeshPro/Mobile/Distance Field","0.333,0.878,0.922,1","1,1,1","110,14.01",False
"default_root_route_state","txt_act_name__-8191190479474794544__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/left_node_face_btn__1861898826191704551/btn_face_item_4__4619865035362951332/txt_act_name__-8191190479474794544__font_riyu",False,"옷장의 약속",18,False,16,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0,0,0,1","1,1,1","90,14.01",False
"default_root_route_state","txt_act_leftTime__-8350103282150799403__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/left_node_face_btn__1861898826191704551/btn_face_item_5__-2413171715124479122/txt_act_leftTime__-8350103282150799403__font_EPM",False,"10:10:10",18,False,16,72,"GirlsWarStaticProbe_EPM_TMP","TMPShared_EPM_m3548449482811076398","TextMeshPro/Mobile/Distance Field","0.333,0.878,0.922,1","1,1,1","110,14.01",False
"default_root_route_state","txt_act_name__-7578766176345202857__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/left_node_face_btn__1861898826191704551/btn_face_item_5__-2413171715124479122/txt_act_name__-7578766176345202857__font_riyu",False,"옷장의 약속",18,False,16,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0,0,0,1","1,1,1","90,14.01",False
"default_root_route_state","txt_act_leftTime__-8400302811400909138__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/left_node_face_btn__1861898826191704551/btn_face_item_6__-6331543869366284602/txt_act_leftTime__-8400302811400909138__font_EPM",False,"10:10:10",18,False,16,72,"GirlsWarStaticProbe_EPM_TMP","TMPShared_EPM_m3548449482811076398","TextMeshPro/Mobile/Distance Field","0.333,0.878,0.922,1","1,1,1","110,14.01",False
"default_root_route_state","txt_act_name__4078298586768556348__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/left_node_face_btn__1861898826191704551/btn_face_item_6__-6331543869366284602/txt_act_name__4078298586768556348__font_riyu",False,"옷장의 약속",18,False,16,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0,0,0,1","1,1,1","90,14.01",False
"default_root_route_state","txt_act_leftTime__6461886494149976420__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/left_node_face_btn__1861898826191704551/btn_face_item_7__8780490937826274486/txt_act_leftTime__6461886494149976420__font_EPM",True,"10:10:10",18,False,16,72,"GirlsWarStaticProbe_EPM_TMP","TMPShared_EPM_m3548449482811076398","TextMeshPro/Mobile/Distance Field","0.333,0.878,0.922,1","1,1,1","110,14.01",False
"default_root_route_state","txt_act_name__-2660238989172918978__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/left_node_face_btn__1861898826191704551/btn_face_item_7__8780490937826274486/txt_act_name__-2660238989172918978__font_riyu",True,"옷장의 약속",18,False,16,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0,0,0,1","1,1,1","90,14.01",False
"default_root_route_state","text_unLockTips__7942192582700488053__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/leftbannerNode__-5279177717507701307/openUnlockTips__2102578508593904001/bg_unlock__6968935345682524538/text_unLockTips__7942192582700488053__font_EPM",True,"2wwwww",20,False,18,72,"GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","TextMeshPro/Mobile/Distance Field","0.286,0.243,0.208,1","1,1,1","230,30",False
"default_root_route_state","text_actTime__-2112269988495043011__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/leftbannerNode__-5279177717507701307/showBannerDescNode__-1394984059021818146/node_actbanner__7066971179164710645/ScrollViewActBanner__4115011983198084924/Viewport__-5551774702119383430/Content__-3416026092217416707/tab_item__-8344584597931514309/text_actTime__-2112269988495043011__font_EPM",False,,24,False,18,72,"GirlsWarStaticProbe_EPM_TMP","TMPShared_EPM_m3548449482811076398","TextMeshPro/Mobile/Distance Field","0.933,0.933,0.933,1","1,1,1","500,30",False
"default_root_route_state","text_youjian__-5533406156242143957__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/avg__7307600918734731727/text_youjian__-5533406156242143957__font_EPM",True,"      dadfadsfadsf",20,False,18,72,"GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","TextMeshPro/Mobile/Distance Field","0.286,0.243,0.208,1","1,1,1","330,0",False
"default_root_route_state","text_youjian__7272299742053370178__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/cat__8686634755495018071/text_youjian__7272299742053370178__font_EPM",True,,20,False,18,72,"GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","TextMeshPro/Mobile/Distance Field","0.286,0.243,0.208,1","1,1,1","330,0",False
"default_root_route_state","text_youjian__7095391784009980487__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/dog__2739885847846514239/text_youjian__7095391784009980487__font_EPM",True,"      d",20,False,18,72,"GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","TextMeshPro/Mobile/Distance Field","0.286,0.243,0.208,1","1,1,1","0,0",False
"default_root_route_state","text_youjian__-7575576641053429063__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/heroEvent__-3211237115349120393/text_youjian__-7575576641053429063__font_EPM",True,"      d",20,False,18,72,"GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","TextMeshPro/Mobile/Distance Field","0.286,0.243,0.208,1","1,1,1","0,0",False
"default_root_route_state","text_youjian__-6159838743765966061__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/lucky__-4601653044190392980/text_youjian__-6159838743765966061__font_EPM",True,"      dadfadsfadsf",20,False,18,72,"GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","TextMeshPro/Mobile/Distance Field","0.286,0.243,0.208,1","1,1,1","330,0",False
"default_root_route_state","text_youjian__8444910397335596046__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/other__4003934377218003891/text_youjian__8444910397335596046__font_EPM",True,,20,False,18,72,"GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","TextMeshPro/Mobile/Distance Field","0.286,0.243,0.208,1","1,1,1","330,0",False
"default_root_route_state","text_youjian__-7276994393870130207__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/superFish__9207536279890279988/text_youjian__-7276994393870130207__font_EPM",True,"      dadfadsfadsf",20,False,18,72,"GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","TextMeshPro/Mobile/Distance Field","0.286,0.243,0.208,1","1,1,1","330,0",False
"default_root_route_state","txt_taskGreenNum__-2275930073253221663__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_taskNotice__-9127774865139156643/txt_taskGreenNum__-2275930073253221663__font_riyu",False,"999/999",18,False,16,72,"GirlsWarStaticProbe_riyu_TMP","TMPShared_riyu_8263912359925383730","TextMeshPro/Mobile/Distance Field","0,1,0.482,1","1,1,1","265.537,24",False
"default_root_route_state","txt_taskName__459395314905934036__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_taskNotice__-9127774865139156643/txt_taskName__459395314905934036__font_EPM",False,"123456789하하하하（ ）",20,False,16,72,"GirlsWarStaticProbe_EPM_TMP","TMPShared_EPM_477919381716323141","TextMeshPro/Mobile/Distance Field","1,1,0.745,1","1,1,1","275.537,70.181",False
"default_root_route_state","txt_taskRedNum__6962864708239999458__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_taskNotice__-9127774865139156643/txt_taskRedNum__6962864708239999458__font_riyu",False,"（ 999/999 ）",18,False,16,72,"GirlsWarStaticProbe_riyu_TMP","TMPShared_riyu_8263912359925383730","TextMeshPro/Mobile/Distance Field","1,0.255,0.212,1","1,1,1","265.537,24",False
"default_root_route_state","txt_act_name__-3851376042824498869__font_num","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/UI_currency__668535029315576181/txt_act_name__-3851376042824498869__font_num",True,,20,False,18,72,"GirlsWarStaticProbe_num_TMP","TMPShared_num_5346313758352445069","TextMeshPro/Mobile/Distance Field","0.294,0.243,0.204,1","1,1,1","0,0",False
"default_root_route_state","txt_act_name__3213084086211771374__font_num","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/UI_currency__80910812660760128/txt_act_name__3213084086211771374__font_num",True,,20,False,18,72,"GirlsWarStaticProbe_num_TMP","TMPShared_num_5346313758352445069","TextMeshPro/Mobile/Distance Field","0.294,0.243,0.204,1","1,1,1","0,0",False
"default_root_route_state","txt_act_name__-1379538836263032720__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/btn_act_1__-6740709153023445455/txt_act_name__-1379538836263032720__font_riyu",False,"옷장과의 약속",18,False,16,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0.294,0.243,0.204,1","1,1,1","90,14.01",False
"default_root_route_state","txt_act_name__-5258487816199776114__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/btn_act_2__3872457781356019796/txt_act_name__-5258487816199776114__font_riyu",False,"옷장과의 약속",18,False,16,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0.294,0.243,0.204,1","1,1,1","90,14.01",False
"default_root_route_state","txt_act_name__-2519843682387849254__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/btn_act_3__-9026556915798597321/txt_act_name__-2519843682387849254__font_riyu",False,"옷장과의 약속",18,False,16,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0.294,0.243,0.204,1","1,1,1","90,14.01",False
"default_root_route_state","txt_act_name__3469437054397669405__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/btn_act_4__3640001110653546143/txt_act_name__3469437054397669405__font_riyu",False,"옷장과의 약속",18,False,16,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0.294,0.243,0.204,1","1,1,1","90,14.01",False
"default_root_route_state","txt_act_name__5936815976318721890__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/btn_act_5__-1716593492458519915/txt_act_name__5936815976318721890__font_riyu",True,"옷장 속 약속",18,False,16,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0.294,0.243,0.204,1","1,1,1","90,14.01",False
"default_root_route_state","txt_act_name__-6497063604294369735__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/btn_act_6__-1110345661715785777/txt_act_name__-6497063604294369735__font_riyu",False,"옷장과의 약속",18,False,16,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0.294,0.243,0.204,1","1,1,1","90,14.01",False
"default_root_route_state","txt_act_name__3119496499120194812__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/btn_act_7__-3144631647643941518/txt_act_name__3119496499120194812__font_riyu",False,"옷장과의 약속",18,False,16,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0.294,0.243,0.204,1","1,1,1","90,14.01",False
"default_root_route_state","txt_act_name__6480279144309511840__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/btn_act_8__4970418324314902215/txt_act_name__6480279144309511840__font_riyu",False,"옷장과의 약속",18,False,16,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0.294,0.243,0.204,1","1,1,1","90,14.01",False
"default_root_route_state","lab_shangdian_text__-3977453356989481465__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/btn_shangdian__66722844441448537/lab_shangdian_text__-3977453356989481465__font_riyu",False,"상점 ",18,False,18,72,"GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","TextMeshPro/Mobile/Distance Field","0.294,0.243,0.204,1","1,1,1","100,22",False
"default_root_route_state","text_wanfaTips__-7392353942166903559__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/btn_shangdian__66722844441448537/text_wanfaTips__-7392353942166903559__font_EPM",False,,18,False,18,72,"GirlsWarStaticProbe_EPM_TMP","TMPShared_EPM_8649783434632076371","TextMeshPro/Mobile/Distance Field","0.992,0.871,0.38,1","1,1,1","100,50",False
"default_root_route_state","text__880147563928036600__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/node_renwu__-4328360473624011333/btn_renwu_2__-4730123679661778056/bg_ditu1__7973123755609926362/text__880147563928036600__font_EPM",False,"임무 설명",18,False,18,72,"GirlsWarStaticProbe_EPM_TMP","TMPShared_EPM_477919381716323141","TextMeshPro/Mobile/Distance Field","0.42,0.627,0.855,1","1,1,1","132.48,25",False
"default_root_route_state","text__280097607619077675__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/node_renwu__-4328360473624011333/btn_renwu_2__-4730123679661778056/bg_ditu2__-1708687417708810598/btn_lingqu__-7724840300703644562/text__280097607619077675__font_riyu",False,"수령 ",20,False,18,72,"GirlsWarStaticProbe_riyu_TMP","TMPShared_riyu_m6469808170336859405","TextMeshPro/Mobile/Distance Field","1,1,1,0.902","1,1,1","44.01,25",False
"default_root_route_state","text__-6011417219477049460__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/node_renwu__-4328360473624011333/btn_renwu_2__-4730123679661778056/bg_ditu2__-1708687417708810598/btn_qianwang__4541500596926227947/text__-6011417219477049460__font_riyu",False,"확인",20,False,18,72,"GirlsWarStaticProbe_riyu_TMP","TMPShared_riyu_6871398411308274113","TextMeshPro/Mobile/Distance Field","1,1,1,1","1,1,1","44.01,25",False
"default_root_route_state","text_notice_desc__2275847086171830864__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_act_btn__-6697018699563164382/node_renwu__-4328360473624011333/btn_renwu_2__-4730123679661778056/bg_ditu2__-1708687417708810598/mask_notice__-2082890981155227339/text_notice_desc__2275847086171830864__font_EPM",False,"임무 설명",18,False,18,72,"GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","TextMeshPro/Mobile/Distance Field","0.42,0.627,0.855,1","1,1,1","180.01,25",False
