component_path_id,game_object_id,game_object_name,sprite_ref,file_id,path_id,external_path,cab_name,dependency_bundle,sprite_name,width,height,source_output,unity_asset_path,raycast_target,maskable,image_type,preserve_aspect,fill_method,fill_amount,color_r,color_g,color_b,color_a,status
-8423527114507180604,-8941736887647107992,bg,1:-6260708255479593176,1,-6260708255479593176,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,renwutishidizi,601,52,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-6260708255479593176_renwutishidizi.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-6260708255479593176_renwutishidizi.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8254699646475310341,-8636894632507016656,im_bg,1:-1182126779076344239,1,-1182126779076344239,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,mainpage_BTN_bg,79,80,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-1182126779076344239_mainpage_BTN_bg.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-1182126779076344239_mainpage_BTN_bg.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8132973666517048800,-3958085157751211592,RedDot,1:523894093744659759,1,523894093744659759,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,T_hongdian_1,27,27,extracted/unity/bundles/b_e9b9d84959e15638/images/S/523894093744659759_T_hongdian_1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_523894093744659759_T_hongdian_1.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8074340171250832233,2938063278071817179,UI_currency,1:-4050184130424741625,1,-4050184130424741625,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,BG_jiahao,44,31,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-4050184130424741625_BG_jiahao.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-4050184130424741625_BG_jiahao.png,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8049103614986755740,4557105329027977150,Image (1),1:-4547582389765908213,1,-4547582389765908213,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,T_jiantou,21,34,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-4547582389765908213_T_jiantou.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-4547582389765908213_T_jiantou.png,0,1,0,0,4,1.0,1.0,1.0,1.0,0.8235294222831726,ready
-7950791664996287379,5681593685591775709,mask_notice,-2320101112833093935,,,,,,,,,,,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0,empty_sprite_ref
-7900627896441584743,-7920317590879115453,Viewport,-2320101112833093935,,,,,,,,,,,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0,empty_sprite_ref
-7872221258318862427,8599082713812629729,RedDot,1:523894093744659759,1,523894093744659759,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,T_hongdian_1,27,27,extracted/unity/bundles/b_e9b9d84959e15638/images/S/523894093744659759_T_hongdian_1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_523894093744659759_T_hongdian_1.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-7870406640315514268,-1989194518598755751,wanfaBtn,1:6617065208850742552,1,6617065208850742552,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,Image_blank,2,2,extracted/unity/bundles/b_e9b9d84959e15638/images/S/6617065208850742552_Image_blank.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_6617065208850742552_Image_blank.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-7849893003438781143,353001438332471237,im_bg,1:3767306702705834126,1,3767306702705834126,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,BG_wave,98,54,extracted/unity/bundles/b_e9b9d84959e15638/images/S/3767306702705834126_BG_wave.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_3767306702705834126_BG_wave.png,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0,ready
-7755257556723208824,6830554979058694942,btn_jiantou2,1:504898600118097118,1,504898600118097118,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,T_guajitanchuang_jiantou_1,32,33,extracted/unity/bundles/b_e9b9d84959e15638/images/S/504898600118097118_T_guajitanchuang_jiantou_1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_504898600118097118_T_guajitanchuang_jiantou_1.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-7685068270831037112,-7598825571058636272,faceGiftNode,0,,,,,,,,,,,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0,empty_sprite_ref
-7530439950976772023,-8311138471917487641,im_temporary_buff_bg,3:4964805841541795809,3,4964805841541795809,archive:/CAB-3c1aceb67701c2c3c44bb952321e0a4f/CAB-3c1aceb67701c2c3c44bb952321e0a4f,CAB-3c1aceb67701c2c3c44bb952321e0a4f,download/artsources/uispriteres/uimaininterface.assetbundle,bgyx_buffsmalldi_100000,80,44,extracted/unity/bundles/b_3c369578efb6ef62/images/S/4964805841541795809_bgyx_buffsmalldi_100000.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface/fid3_4964805841541795809_bgyx_buffsmalldi_100000.png,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0,ready
-7493923009960958750,-4757450347725387559,im_qipao1,0,,,,,,,,,,,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,empty_sprite_ref
-7464156570589305479,5291676649343869015,im_red,0,,,,,,,,,,,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,empty_sprite_ref
-7451474113452242497,-312107174295067971,but_mask,0,,,,,,,,,,,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0,empty_sprite_ref
-7347763849092282137,-3582835971142626713,bg_ditu2,34:-386543847492548881,34,-386543847492548881,archive:/CAB-7cec4d1972c8a1683238651848cbd3f0/CAB-7cec4d1972c8a1683238651848cbd3f0,CAB-7cec4d1972c8a1683238651848cbd3f0,download/commonprefabsandres/uiframe/uiframe_1.assetbundle,UI_shilian_diban2,47,41,extracted/unity/manual_sprite_reextract/maininterface/download_commonprefabsandres_uiframe_uiframe_1/-386543847492548881_UI_shilian_diban2.png,Assets/RestoredSprites/maininterface/download_commonprefabsandres_uiframe_uiframe_1/fid34_-386543847492548881_UI_shilian_diban2.png,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0,ready
-7226086934451941603,487935544142905915,im_lover,36:-6076515594254935550,36,-6076515594254935550,archive:/CAB-feda820cbfa76bd3e2820cbbf228ba09/CAB-feda820cbfa76bd3e2820cbbf228ba09,CAB-feda820cbfa76bd3e2820cbbf228ba09,download/artsources/uispriteres/uihaogandu.assetbundle,100591,148,149,extracted/unity/bundles/b_b70709357213ed8b/images/S/-6076515594254935550_100591.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uihaogandu/fid36_-6076515594254935550_100591.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-7202353816940873885,-6355766731417820973,UIDynamicEmoj,37:9207536870799425191,37,9207536870799425191,archive:/CAB-68178b9aafddbe01bbf869fffaef281e/CAB-68178b9aafddbe01bbf869fffaef281e,CAB-68178b9aafddbe01bbf869fffaef281e,download/artsources/uispriteres/uidynamicemoji_test.assetbundle,DOGemoji_01_001,86,126,extracted/unity/bundles/b_a5608bbaaabd19ee/images/S/9207536870799425191_DOGemoji_01_001.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uidynamicemoji_test/fid37_9207536870799425191_DOGemoji_01_001.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-7152778008308996810,2183609097357589804,btn_head,0,,,,,,,,,,,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,empty_sprite_ref
-7112829152303616825,2886982629833949813,bg_ditu1,34:-386543847492548881,34,-386543847492548881,archive:/CAB-7cec4d1972c8a1683238651848cbd3f0/CAB-7cec4d1972c8a1683238651848cbd3f0,CAB-7cec4d1972c8a1683238651848cbd3f0,download/commonprefabsandres/uiframe/uiframe_1.assetbundle,UI_shilian_diban2,47,41,extracted/unity/manual_sprite_reextract/maininterface/download_commonprefabsandres_uiframe_uiframe_1/-386543847492548881_UI_shilian_diban2.png,Assets/RestoredSprites/maininterface/download_commonprefabsandres_uiframe_uiframe_1/fid34_-386543847492548881_UI_shilian_diban2.png,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0,ready
-7053905658253068347,6514670721795447346,RedDot,1:523894093744659759,1,523894093744659759,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,T_hongdian_1,27,27,extracted/unity/bundles/b_e9b9d84959e15638/images/S/523894093744659759_T_hongdian_1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_523894093744659759_T_hongdian_1.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-7047762510004683518,-8375462091806675529,btn_watch,0,,,,,,,,,,,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0,empty_sprite_ref
-6996801323493213600,7022738334244158207,btn_act,38861690050489314,,,,,,,,,,,1,1,1,0,4,1.0,1.0,1.0,1.0,0.0,empty_sprite_ref
-6823783116757574630,-8501376378821000551,shangdian_Btn,1:6617065208850742552,1,6617065208850742552,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,Image_blank,2,2,extracted/unity/bundles/b_e9b9d84959e15638/images/S/6617065208850742552_Image_blank.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_6617065208850742552_Image_blank.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-6754143840720508379,5069573219433004833,RedDot,1:523894093744659759,1,523894093744659759,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,T_hongdian_1,27,27,extracted/unity/bundles/b_e9b9d84959e15638/images/S/523894093744659759_T_hongdian_1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_523894093744659759_T_hongdian_1.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-6638105850991676301,7686369863241287202,im_redpoint_vip,0,,,,,,,,,,,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,empty_sprite_ref
-6607512124867853046,5031097393348093697,bg_name,42:-2512321741831424404,42,-2512321741831424404,archive:/CAB-18c86b80f6b3770fe553d8342589ef06/CAB-18c86b80f6b3770fe553d8342589ef06,CAB-18c86b80f6b3770fe553d8342589ef06,download/artsources/uispriteres/uiliaotian.assetbundle,UI_liaotian_xitongtiao2,91,22,extracted/unity/bundles/b_07e85c1d3bd411ee/images/S/-2512321741831424404_UI_liaotian_xitongtiao2.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uiliaotian/fid42_-2512321741831424404_UI_liaotian_xitongtiao2.png,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0,ready
-6566302024041808880,-5123615900605901475,RedDot,1:523894093744659759,1,523894093744659759,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,T_hongdian_1,27,27,extracted/unity/bundles/b_e9b9d84959e15638/images/S/523894093744659759_T_hongdian_1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_523894093744659759_T_hongdian_1.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-6545351276954418517,-6456353372462296841,warn_icon,11:-3463130419380364082,11,-3463130419380364082,archive:/CAB-b00a67ad72ab5775baa44a302dd53ae4/CAB-b00a67ad72ab5775baa44a302dd53ae4,CAB-b00a67ad72ab5775baa44a302dd53ae4,download/artsources/uispriteres/uimaininterface2.assetbundle,tixing_zhengzhan,36,35,extracted/unity/bundles/b_3d571cf9b531ccfb/images/S/-3463130419380364082_tixing_zhengzhan.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface2/fid11_-3463130419380364082_tixing_zhengzhan.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-6493574159548805109,-799076526226732382,img_icon,43:7417956073517072135,43,7417956073517072135,archive:/CAB-c4920dafec03caaf866d6072df0406e6/CAB-c4920dafec03caaf866d6072df0406e6,CAB-c4920dafec03caaf866d6072df0406e6,download/artsources/uispriteres/uiexpedition.assetbundle,IC_jinbi,106,112,extracted/unity/bundles/b_9a4911217456b361/images/S/7417956073517072135_IC_jinbi.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uiexpedition/fid43_7417956073517072135_IC_jinbi.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-6309676467919754502,4404046971794452483,im_start,1:8752745723531376067,1,8752745723531376067,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,htxz_tb2,57,54,extracted/unity/bundles/b_e9b9d84959e15638/images/S/8752745723531376067_htxz_tb2.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_8752745723531376067_htxz_tb2.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-6204197762204709608,-7683883089165133578,im_qipao1,0,,,,,,,,,,,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,empty_sprite_ref
-6194134741734743233,7539544116257429673,im_lover,1:-5862618822027723571,1,-5862618822027723571,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,IC_chakan,32,33,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-5862618822027723571_IC_chakan.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-5862618822027723571_IC_chakan.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-6157292698900690590,8537989947079013552,im_shangdian_bg,11:-4321217211312616168,11,-4321217211312616168,archive:/CAB-b00a67ad72ab5775baa44a302dd53ae4/CAB-b00a67ad72ab5775baa44a302dd53ae4,CAB-b00a67ad72ab5775baa44a302dd53ae4,download/artsources/uispriteres/uimaininterface2.assetbundle,zhuye_btn_di,46,46,extracted/unity/bundles/b_3d571cf9b531ccfb/images/S/-4321217211312616168_zhuye_btn_di.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface2/fid11_-4321217211312616168_zhuye_btn_di.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-6062502802467956486,-1391418151371263437,bg,3:6773407288378370059,3,6773407288378370059,archive:/CAB-3c1aceb67701c2c3c44bb952321e0a4f/CAB-3c1aceb67701c2c3c44bb952321e0a4f,CAB-3c1aceb67701c2c3c44bb952321e0a4f,download/artsources/uispriteres/uimaininterface.assetbundle,btn_zylingqu,88,46,extracted/unity/bundles/b_3c369578efb6ef62/images/S/6773407288378370059_btn_zylingqu.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface/fid3_6773407288378370059_btn_zylingqu.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-5961567546408371300,6626004033881626346,img_icon,43:7417956073517072135,43,7417956073517072135,archive:/CAB-c4920dafec03caaf866d6072df0406e6/CAB-c4920dafec03caaf866d6072df0406e6,CAB-c4920dafec03caaf866d6072df0406e6,download/artsources/uispriteres/uiexpedition.assetbundle,IC_jinbi,106,112,extracted/unity/bundles/b_9a4911217456b361/images/S/7417956073517072135_IC_jinbi.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uiexpedition/fid43_7417956073517072135_IC_jinbi.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-5942843075410082891,-8135187495921240444,im_bg,1:-1182126779076344239,1,-1182126779076344239,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,mainpage_BTN_bg,79,80,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-1182126779076344239_mainpage_BTN_bg.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-1182126779076344239_mainpage_BTN_bg.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-5931297384466332236,2814371307771885402,im_biaoqing2,3:5528929139094226854,3,5528929139094226854,archive:/CAB-3c1aceb67701c2c3c44bb952321e0a4f/CAB-3c1aceb67701c2c3c44bb952321e0a4f,CAB-3c1aceb67701c2c3c44bb952321e0a4f,download/artsources/uispriteres/uimaininterface.assetbundle,T_biaoqing2,73,53,extracted/unity/bundles/b_3c369578efb6ef62/images/S/5528929139094226854_T_biaoqing2.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface/fid3_5528929139094226854_T_biaoqing2.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-5921831384688586447,6092355302883134904,bg_guanzhi,1:4706490186155028499,1,4706490186155028499,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,guanzhi_maozi1,142,89,extracted/unity/bundles/b_e9b9d84959e15638/images/S/4706490186155028499_guanzhi_maozi1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_4706490186155028499_guanzhi_maozi1.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-5853357491132085241,-7637271781091746491,bg_jingyan,11:5224562917610092977,11,5224562917610092977,archive:/CAB-b00a67ad72ab5775baa44a302dd53ae4/CAB-b00a67ad72ab5775baa44a302dd53ae4,CAB-b00a67ad72ab5775baa44a302dd53ae4,download/artsources/uispriteres/uimaininterface2.assetbundle,zhuye_jindu1,270,12,extracted/unity/bundles/b_3d571cf9b531ccfb/images/S/5224562917610092977_zhuye_jindu1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface2/fid11_5224562917610092977_zhuye_jindu1.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-5740242890252651072,-8883531350448583426,wanfaBtn,1:6617065208850742552,1,6617065208850742552,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,Image_blank,2,2,extracted/unity/bundles/b_e9b9d84959e15638/images/S/6617065208850742552_Image_blank.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_6617065208850742552_Image_blank.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-5671083051537636857,6569245046781814939,UI_heroSpine,0,,,,,,,,,,,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0,empty_sprite_ref
-5587648153054289245,-5506068946264172887,huodong3,-6932470282978226757,,,,,,,,,,,0,1,1,0,4,1.0,1.0,1.0,1.0,0.0,empty_sprite_ref
-5475155770540491057,2369769907165382734,bg_ditu,3:-3583236969578776251,3,-3583236969578776251,archive:/CAB-3c1aceb67701c2c3c44bb952321e0a4f/CAB-3c1aceb67701c2c3c44bb952321e0a4f,CAB-3c1aceb67701c2c3c44bb952321e0a4f,download/artsources/uispriteres/uimaininterface.assetbundle,BG_qipao,190,111,extracted/unity/bundles/b_3c369578efb6ef62/images/S/-3583236969578776251_BG_qipao.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface/fid3_-3583236969578776251_BG_qipao.png,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0,ready
