kind,key,node,name,path,classification,detail1,detail2,detail3,decision
"Timeline","Spine_shijieanniu","spine_diqiu","TranslateTimeline","","bone_transform_timeline","index=0;slotIndex=-1;slot=;boneIndex=2;bone=zong2;frameCount=4","attachments=","propertyIds=1|2|2|2;members=boneIndex|curves|frames|BoneIndex|FrameEntries|PropertyIds|Frames|FrameCount|Duration",""
"Timeline","Spine_shijieanniu","spine_diqiu","ScaleTimeline","","bone_transform_timeline","index=1;slotIndex=-1;slot=;boneIndex=2;bone=zong2;frameCount=6","attachments=","propertyIds=3|2|4|2;members=boneIndex|curves|frames|BoneIndex|FrameEntries|PropertyIds|Frames|FrameCount|Duration",""
"Timeline","Spine_shijieanniu","spine_diqiu","TranslateTimeline","","bone_transform_timeline","index=2;slotIndex=-1;slot=;boneIndex=3;bone=zong3;frameCount=4","attachments=","propertyIds=1|3|2|3;members=boneIndex|curves|frames|BoneIndex|FrameEntries|PropertyIds|Frames|FrameCount|Duration",""
"Timeline","Spine_shijieanniu","spine_diqiu","ScaleTimeline","","bone_transform_timeline","index=3;slotIndex=-1;slot=;boneIndex=3;bone=zong3;frameCount=6","attachments=","propertyIds=3|3|4|3;members=boneIndex|curves|frames|BoneIndex|FrameEntries|PropertyIds|Frames|FrameCount|Duration",""
"Timeline","Spine_shijieanniu","spine_diqiu","TranslateTimeline","","bone_transform_timeline","index=4;slotIndex=-1;slot=;boneIndex=4;bone=zong4;frameCount=4","attachments=","propertyIds=1|4|2|4;members=boneIndex|curves|frames|BoneIndex|FrameEntries|PropertyIds|Frames|FrameCount|Duration",""
"Timeline","Spine_shijieanniu","spine_diqiu","ScaleTimeline","","bone_transform_timeline","index=5;slotIndex=-1;slot=;boneIndex=4;bone=zong4;frameCount=6","attachments=","propertyIds=3|4|4|4;members=boneIndex|curves|frames|BoneIndex|FrameEntries|PropertyIds|Frames|FrameCount|Duration",""
"Timeline","Spine_shijieanniu","spine_diqiu","TranslateTimeline","","bone_transform_timeline","index=6;slotIndex=-1;slot=;boneIndex=5;bone=zong5;frameCount=4","attachments=","propertyIds=1|5|2|5;members=boneIndex|curves|frames|BoneIndex|FrameEntries|PropertyIds|Frames|FrameCount|Duration",""
"Timeline","Spine_shijieanniu","spine_diqiu","ScaleTimeline","","bone_transform_timeline","index=7;slotIndex=-1;slot=;boneIndex=5;bone=zong5;frameCount=6","attachments=","propertyIds=3|5|4|5;members=boneIndex|curves|frames|BoneIndex|FrameEntries|PropertyIds|Frames|FrameCount|Duration",""
"Timeline","Spine_shijieanniu","spine_diqiu","TranslateTimeline","","bone_transform_timeline","index=8;slotIndex=-1;slot=;boneIndex=6;bone=zong6;frameCount=5","attachments=","propertyIds=1|6|2|6;members=boneIndex|curves|frames|BoneIndex|FrameEntries|PropertyIds|Frames|FrameCount|Duration",""
"Timeline","Spine_shijieanniu","spine_diqiu","ScaleTimeline","","bone_transform_timeline","index=9;slotIndex=-1;slot=;boneIndex=6;bone=zong6;frameCount=6","attachments=","propertyIds=3|6|4|6;members=boneIndex|curves|frames|BoneIndex|FrameEntries|PropertyIds|Frames|FrameCount|Duration",""
"Timeline","Spine_shijieanniu","spine_diqiu","RotateTimeline","","bone_transform_timeline","index=10;slotIndex=-1;slot=;boneIndex=7;bone=zhuan;frameCount=2","attachments=","propertyIds=0|7;members=boneIndex|curves|frames|BoneIndex|FrameEntries|PropertyIds|Frames|FrameCount|Duration",""
"Timeline","Spine_shijieanniu","spine_diqiu","DrawOrderTimeline","zhuye_di1","draw_order_timeline","index=11;slotIndex=0;slot=zhuye_di1;boneIndex=-1;bone=;frameCount=1","attachments=","propertyIds=13;members=drawOrders|frames|DrawOrders|PropertyIds|Frames|FrameEntries|FrameCount|Duration",""
"MaskStencil","Spine_shijieanniu","spine_diqiu","MaskableGraphic","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/right__6922878451781464554/node_middle__9056630568254389742/wanfaWorldNode__-3820167396480157270/worldwanfaBtn__3512211464843089861/spine_diqiu__-1766545527926586392","skeleton_graphic_maskable_state","enabled=True;active=True","maskable=True;raycastTarget=False;showMaskGraphic=False","alpha=0;canvasRendererTexture=;graphic=",""
"Material","Spine_shijieanniu","spine_diqiu","graphic.material","SkeletonGraphicDefault","material_stencil_trace","shader=Spine/SkeletonGraphic;texture=;queue=3000;pass=1","hasStencil=True;stencil=0;comp=8;op=0","readMask=255;writeMask=255;colorMask=15;uiAlphaClip=0",""
"Material","Spine_shijieanniu","spine_diqiu","materialForRendering","SkeletonGraphicDefault","material_stencil_trace","shader=Spine/SkeletonGraphic;texture=;queue=3000;pass=1","hasStencil=True;stencil=0;comp=8;op=0","readMask=255;writeMask=255;colorMask=15;uiAlphaClip=0",""
"Material","Spine_shijieanniu","spine_diqiu","canvasRenderer.GetMaterial(0)","SkeletonGraphicDefault","material_stencil_trace","shader=Spine/SkeletonGraphic;texture=;queue=3000;pass=1","hasStencil=True;stencil=0;comp=8;op=0","readMask=255;writeMask=255;colorMask=15;uiAlphaClip=0",""
"Material","Spine_shijieanniu","spine_diqiu","additiveMaterial","SkeletonGraphicAdditive","material_stencil_trace","shader=Spine/SkeletonGraphic Additive;texture=;queue=3000;pass=1","hasStencil=True;stencil=0;comp=8;op=0","readMask=255;writeMask=255;colorMask=15;uiAlphaClip=0",""
"Material","Spine_shijieanniu","spine_diqiu","multiplyMaterial","SkeletonGraphicMultiply","material_stencil_trace","shader=Spine/SkeletonGraphic Multiply;texture=;queue=3000;pass=1","hasStencil=True;stencil=0;comp=8;op=0","readMask=255;writeMask=255;colorMask=15;uiAlphaClip=0",""
"Material","Spine_shijieanniu","spine_diqiu","screenMaterial","SkeletonGraphicScreen","material_stencil_trace","shader=Spine/SkeletonGraphic Screen;texture=;queue=3000;pass=1","hasStencil=True;stencil=0;comp=8;op=0","readMask=255;writeMask=255;colorMask=15;uiAlphaClip=0",""
