hierarchy_path,rect_path_id,game_object_id,game_object_name,parent_name,parent_path_id,prefab_active,active_chain,override_present,script_id,classification,text,font_size,alignment,anchored_pos_x,anchored_pos_y,size_delta_x,size_delta_y,diagnosis
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle7(7452747665149278683)/toggle_node(7794207423867286431)/im_summonpet_red_point(2484198116727371576)/text_num(-8373996998636275807),-8373996998636275807,-642145601148978621,text_num,im_summonpet_red_point,2484198116727371576,False,False,False,-7978266203517415465,UGUI_Text,6,20,4,0.0,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_6(-1110345661715785777)/txt_act_name(-6497063604294369735),-6497063604294369735,-8795012448601939192,txt_act_name,btn_act_6,-1110345661715785777,True,False,False,-5755350681981302373,TMP_like,옷장과의 약속,18.0,2,0.0,-36.0,90.0,14.010000228881836,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_5(-1716593492458519915)/im_qipao1(4072050866170757089)/text_num(5621812877008503804),5621812877008503804,6399032237056098636,text_num,im_qipao1,4072050866170757089,False,False,False,-7978266203517415465,UGUI_Text,,20,4,0.0,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi(-321695101024193695)/text_message(8919998913172934809),8919998913172934809,-6585112581559350160,text_message,jiarutishi,-321695101024193695,False,False,False,-7978266203517415465,UGUI_Text,동맹에 가입하면 400홍옥을 획득할 수 있습니다,20,4,489.0,-193.0,200.0,45.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle6(-5709011800109032647)/toggle_node(-3001135698830835598)/city_red_point(4696720292628568292)/text_num(2479558360847093042),2479558360847093042,-2141157803510213047,text_num,city_red_point,4696720292628568292,False,False,False,-7978266203517415465,UGUI_Text,6,20,4,0.0,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_4(7836085562230756963)/text_wanfaTips(-3039270450605219620),-3039270450605219620,4337440627242472922,text_wanfaTips,UI_Main_wanfa_item_4,7836085562230756963,True,True,False,-5755350681981302373,TMP_like,개최 중,18.0,2,-90.0,-35.599998474121094,180.0,30.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_2(3872457781356019796)/txt_act_name(-5258487816199776114),-5258487816199776114,-7355809044290086139,txt_act_name,btn_act_2,3872457781356019796,True,True,False,-5755350681981302373,TMP_like,옷장과의 약속,18.0,2,0.0,-36.0,90.0,14.010000228881836,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_7(-3144631647643941518)/txt_act_name(3119496499120194812),3119496499120194812,8339887719812294043,txt_act_name,btn_act_7,-3144631647643941518,True,False,False,-5755350681981302373,TMP_like,옷장과의 약속,18.0,2,0.0,-36.0,90.0,14.010000228881836,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_4(7836085562230756963)/text_name(-3578904844754949875),-3578904844754949875,-7326818543664987603,text_name,UI_Main_wanfa_item_4,7836085562230756963,True,True,False,-5755350681981302373,TMP_like,모험,28.0,2,0.0,-35.19500732421875,200.0,0.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/im_bg(-143968277265638168)/btn_renwu(-6395848881054912128)/lab_renwu_text(-2622309741762563924),-2622309741762563924,1432122010037201562,lab_renwu_text,btn_renwu,-6395848881054912128,True,True,False,-5755350681981302373,TMP_like,세 ,18.0,2,0.0,-36.0,80.0,25.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/btn_renwu_2(-4730123679661778056)/bg_ditu1(7973123755609926362)/text(880147563928036600),880147563928036600,-819521724186643816,text,bg_ditu1,7973123755609926362,True,False,False,-5755350681981302373,TMP_like,임무 설명,18.0,1,15.0,0.0,132.47999572753906,25.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_1(-6740709153023445455)/im_qipao1(-1421130836852281641)/text_num(-2030098841065847508),-2030098841065847508,8653809507658379881,text_num,im_qipao1,-1421130836852281641,False,False,False,-7978266203517415465,UGUI_Text,,20,4,0.0,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle5(4700239085922634030)/toggle_node(-5378092167677093850)/guild_red_point(4310580248580987200)/text_num(-1942279663334791195),-1942279663334791195,3949935945273723311,text_num,guild_red_point,4310580248580987200,False,False,False,-7978266203517415465,UGUI_Text,6,20,4,0.0,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/im_bg(-143968277265638168)/btn_renwu(-6395848881054912128)/bg_ditu2(-5126794878977765278)/btn_lingqu(-175497443425033689)/text(-1716422078522251960),-1716422078522251960,178585903253559835,text,btn_lingqu,-175497443425033689,True,False,False,-5755350681981302373,TMP_like,수령 ,20.0,1,0.0,3.0,44.0099983215332,25.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/im_bg(-143968277265638168)/btn_renwu(-6395848881054912128)/bg_ditu2(-5126794878977765278)/mask_notice(-3361321797270763184)/text_notice_desc(6237542365269954247),6237542365269954247,-4473345024729134793,text_notice_desc,mask_notice,-3361321797270763184,True,False,False,-5755350681981302373,TMP_like,임무 설명,18.0,1,-84.9000015258789,-9.059906005859375e-06,72.01000213623047,25.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle7(7452747665149278683)/toggle_node(7794207423867286431)/btnToggle7(-7696161517847213932)/text_off(7519715443340010670),7519715443340010670,-1832995482963497425,text_off,btnToggle7,-7696161517847213932,True,True,False,-5755350681981302373,TMP_like,소환수,22.0,2,0.0,-24.0,120.0,30.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_4(7836085562230756963)/im_redpoint(5954440455150368682)/text_num(9102633676184429647),9102633676184429647,4668531496860081711,text_num,im_redpoint,5954440455150368682,False,False,False,-7978266203517415465,UGUI_Text,6,20,4,0.0,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi2(-821442751079771230)/text_message(-5435855937292151471),-5435855937292151471,-4167614338200313322,text_message,jiarutishi2,-821442751079771230,False,False,False,-7978266203517415465,UGUI_Text,4시간의 방치 보상을 누적했습니다. 수령하세요!,20,4,296.3999938964844,-188.1999969482422,164.89999389648438,40.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle7(7452747665149278683)/toggle_node(7794207423867286431)/text_wanfaTips(-2479363539983671439),-2479363539983671439,7253345514939460615,text_wanfaTips,toggle_node,7794207423867286431,False,False,False,-5755350681981302373,TMP_like,,18.0,2,0.0,20.0,100.0,50.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi(-321695101024193695)/text_tmp_message(2561414483226200319),2561414483226200319,-7510942591569796354,text_tmp_message,jiarutishi,-321695101024193695,True,False,False,-5755350681981302373,TMP_like,동맹에 가입하면 400홍옥을 획득할 수 있습니다,20.0,2,482.0,-190.0,211.8000030517578,30.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_3(-9026556915798597321)/im_qipao1(5525877200523027916)/text_num(3015822920503868870),3015822920503868870,499501329863490137,text_num,im_qipao1,5525877200523027916,False,False,False,-7978266203517415465,UGUI_Text,,20,4,0.0,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle3(4511363853569270598)/toggle_node(-7748643058723455256)/text_wanfaTips(7136319762775728839),7136319762775728839,-4402067903995416693,text_wanfaTips,toggle_node,-7748643058723455256,False,False,False,-5755350681981302373,TMP_like,,18.0,2,0.0,20.0,100.0,50.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle3(4511363853569270598)/toggle_node(-7748643058723455256)/btnToggle3(-5731503814949141683)/text_off(-7196299360274307351),-7196299360274307351,-4617369723046342989,text_off,btnToggle3,-5731503814949141683,True,True,False,-5755350681981302373,TMP_like,수호  ,22.0,2,0.0,-24.0,70.0,30.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle5(4700239085922634030)/toggle_node(-5378092167677093850)/text_wanfaTips(-4084247756989972966),-4084247756989972966,-8221637171712529452,text_wanfaTips,toggle_node,-5378092167677093850,False,False,False,-5755350681981302373,TMP_like,,18.0,2,0.0,20.0,100.0,50.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_3(1745568030950951925)/text_name(-6275118336609310875),-6275118336609310875,-9142860793671649322,text_name,UI_Main_wanfa_item_3,1745568030950951925,True,True,False,-5755350681981302373,TMP_like,모험,28.0,2,0.0,-35.19500732421875,200.0,0.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_shangdian(66722844441448537)/im_redpoint_shangdian(3729579665148695874)/text_num(-6941038682860871594),-6941038682860871594,-7336271198868114901,text_num,im_redpoint_shangdian,3729579665148695874,False,False,False,-7978266203517415465,UGUI_Text,6,20,4,0.0,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_8(4970418324314902215)/txt_act_name(6480279144309511840),6480279144309511840,5870002579785325674,txt_act_name,btn_act_8,4970418324314902215,True,False,False,-5755350681981302373,TMP_like,옷장과의 약속,18.0,2,0.0,-36.0,90.0,14.010000228881836,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/btn_renwu_2(-4730123679661778056)/bg_ditu2(-1708687417708810598)/mask_notice(-2082890981155227339)/text_notice_desc(2275847086171830864),2275847086171830864,412640609316537146,text_notice_desc,mask_notice,-2082890981155227339,True,False,False,-5755350681981302373,TMP_like,임무 설명,18.0,1,-84.9000015258789,-9.059906005859375e-06,180.00999450683594,25.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_1(51920382737909704)/im_redpoint(1624559177700309340)/text_num(-5159767041410272523),-5159767041410272523,5089301840846303053,text_num,im_redpoint,1624559177700309340,False,False,False,-7978266203517415465,UGUI_Text,6,20,4,0.0,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle1(4297714893639640599)/toggle_node(-935808717851147801)/btnToggle1(9148457326747207575)/text_off(-8644893969609994203),-8644893969609994203,-8900963993445214466,text_off,btnToggle1,9148457326747207575,True,True,False,-5755350681981302373,TMP_like,무장 ,22.0,2,0.0,-24.0,120.0,30.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_2(-3930377403474185176)/im_redpoint(-5936139281737355205)/text_num(362938325050769905),362938325050769905,-841665030076573394,text_num,im_redpoint,-5936139281737355205,False,False,False,-7978266203517415465,UGUI_Text,6,20,4,0.0,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle1(4297714893639640599)/toggle_node(-935808717851147801)/im_camp_red_point(8470548471021436046)/text_num(-3125550912226751980),-3125550912226751980,8686619616004789762,text_num,im_camp_red_point,8470548471021436046,False,False,False,-7978266203517415465,UGUI_Text,6,20,4,0.0,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle5(4700239085922634030)/toggle_node(-5378092167677093850)/btnToggle5(2076358912804206005)/text_off(-6289879885470891790),-6289879885470891790,-7119749123123539974,text_off,btnToggle5,2076358912804206005,True,True,False,-5755350681981302373,TMP_like,동맹 ,22.0,2,0.0,-24.0,70.0,30.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_1(-6740709153023445455)/txt_act_name(-1379538836263032720),-1379538836263032720,3625863876679466853,txt_act_name,btn_act_1,-6740709153023445455,True,True,False,-5755350681981302373,TMP_like,옷장과의 약속,18.0,2,0.0,-36.0,90.0,14.010000228881836,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle3(4511363853569270598)/toggle_node(-7748643058723455256)/im_qipao1(-947498215318078676)/text_num(250624313575399227),250624313575399227,-8847232525691174279,text_num,im_qipao1,-947498215318078676,True,False,False,-7978266203517415465,UGUI_Text,6,20,4,1.5,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/im_bg(-143968277265638168)/btn_renwu(-6395848881054912128)/bg_ditu2(-5126794878977765278)/btn_qianwang(5225035339788018947)/text(8003940636434481830),8003940636434481830,-5494057412932805412,text,btn_qianwang,5225035339788018947,True,False,False,-5755350681981302373,TMP_like,확인,20.0,1,77.4000015258789,1.0,44.0099983215332,25.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi5(4204883052151701807)/text_tmp_message2(-6022165655162107944)/text_tmp_message (1)(1512984715174270165),1512984715174270165,7305323444230931808,text_tmp_message (1),text_tmp_message2,-6022165655162107944,True,False,False,-5755350681981302373,TMP_like,천하 쟁패 열렬히 진행 중!,20.0,2,0.0,0.0,157.60000610351562,68.4000015258789,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_8(4970418324314902215)/im_qipao1(8041913401115622220)/text_num(7334032177247729774),7334032177247729774,2521803014107167352,text_num,im_qipao1,8041913401115622220,False,False,False,-7978266203517415465,UGUI_Text,,20,4,0.0,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi2(-821442751079771230)/text_tmp_message(1259887083944484453),1259887083944484453,-5550206479805750103,text_tmp_message,jiarutishi2,-821442751079771230,True,False,False,-5755350681981302373,TMP_like,<color=#599F50>{0}시간</color>의 방치 보상을 누적했습니다. 수령하세요!,20.0,1,295.0,-187.0,205.39999389648438,30.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_4(3640001110653546143)/txt_act_name(3469437054397669405),3469437054397669405,-2466256942621471669,txt_act_name,btn_act_4,3640001110653546143,True,True,False,-5755350681981302373,TMP_like,옷장과의 약속,18.0,2,0.0,-36.0,90.0,14.010000228881836,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/text_wanfaTips(-2087367919362125959),-2087367919362125959,-7903275700430146629,text_wanfaTips,node_renwu,-4328360473624011333,False,False,False,-5755350681981302373,TMP_like,,18.0,2,0.0,0.0,100.0,50.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_4(3640001110653546143)/im_qipao1(7052637811278450177)/text_num(7116017445134510563),7116017445134510563,-5877247234605751547,text_num,im_qipao1,7052637811278450177,False,False,False,-7978266203517415465,UGUI_Text,,20,4,0.0,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/wanfaWorldNode(-3820167396480157270)/text_small(4226973974425312330),4226973974425312330,3269679188853907257,text_small,wanfaWorldNode,-3820167396480157270,True,True,False,-5755350681981302373,TMP_like,국,42.0,1,-96.80000305175781,-79.4000015258789,60.0,50.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_3(-9026556915798597321)/txt_act_name(-2519843682387849254),-2519843682387849254,-3024126261802321382,txt_act_name,btn_act_3,-9026556915798597321,True,True,False,-5755350681981302373,TMP_like,옷장과의 약속,18.0,2,0.0,-36.0,90.0,14.010000228881836,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/wanfaWorldNode(-3820167396480157270)/text_big(5611221341508507661),5611221341508507661,-3622256103402489428,text_big,wanfaWorldNode,-3820167396480157270,True,True,False,-5755350681981302373,TMP_like,전,48.0,4,-170.1000213623047,-74.5,70.0,60.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_2(-3930377403474185176)/text_name(7817983549160651324),7817983549160651324,-6175129878799362794,text_name,UI_Main_wanfa_item_2,-3930377403474185176,True,True,False,-5755350681981302373,TMP_like,모험,28.0,2,-50.20000076293945,-49.20000076293945,100.0,35.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_1(51920382737909704)/text_name(-5982825750273040741),-5982825750273040741,-8854196726050555180,text_name,UI_Main_wanfa_item_1,51920382737909704,True,True,False,-5755350681981302373,TMP_like,모험,28.0,2,-50.20000076293945,-49.20000076293945,100.0,35.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/btn_renwu_2(-4730123679661778056)/bg_ditu2(-1708687417708810598)/btn_qianwang(4541500596926227947)/text(-6011417219477049460),-6011417219477049460,-189526805836538566,text,btn_qianwang,4541500596926227947,True,False,False,-5755350681981302373,TMP_like,확인,20.0,1,77.4000015258789,1.0,44.0099983215332,25.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/im_bg(-143968277265638168)/btn_renwu(-6395848881054912128)/bg_ditu1(1865273364843733823)/text(5588474515677537493),5588474515677537493,6435572421204311039,text,bg_ditu1,1865273364843733823,True,False,False,-5755350681981302373,TMP_like,임무 설명,18.0,1,15.0,0.0,189.72999572753906,25.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_5(-1716593492458519915)/txt_act_name(5936815976318721890),5936815976318721890,-168378924471343848,txt_act_name,btn_act_5,-1716593492458519915,True,True,False,-5755350681981302373,TMP_like,옷장 속 약속,18.0,2,0.0,-36.0,90.0,14.010000228881836,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_7(-3144631647643941518)/im_qipao1(-7901539741509589006)/text_num(5615721250896483928),5615721250896483928,6273024761296430784,text_num,im_qipao1,-7901539741509589006,False,False,False,-7978266203517415465,UGUI_Text,,20,4,0.0,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_6(-1110345661715785777)/im_qipao1(6845657504676962584)/text_num(6307450984482777401),6307450984482777401,-5924753826158497233,text_num,im_qipao1,6845657504676962584,False,False,False,-7978266203517415465,UGUI_Text,,20,4,0.0,0.0,40.0,30.0,UGUI Text path
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_3(1745568030950951925)/text_wanfaTips(-4444991916405094732),-4444991916405094732,-3767891808747950243,text_wanfaTips,UI_Main_wanfa_item_3,1745568030950951925,False,False,False,-5755350681981302373,TMP_like,,18.0,2,-90.0,-35.599998474121094,180.0,30.0,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi4(-2932508688960113521)/text_tmp_message(619720824212068006)/text_tmp_message (1)(-2449515259161148292),-2449515259161148292,-2219652695543342022,text_tmp_message (1),text_tmp_message,619720824212068006,True,False,False,-5755350681981302373,TMP_like,보물 상자 소녀 포획이 뜨겁게 진행 중!,20.0,2,0.0,0.0,170.60000610351562,68.4000015258789,TMP rendered as UGUI Text in current builder
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle2(2061829946376332717)/toggle_node(-5294031676519928465)/btnToggle2(-1097301430722702355)/text_off(-5791008185821152093),-5791008185821152093,-5247421378083060640,text_off,btnToggle2,-1097301430722702355,True,True,False,-5755350681981302373,TMP_like,창고,22.0,2,0.0,-24.0,70.0,30.0,TMP rendered as UGUI Text in current builder
