hierarchy_path,game_object_id,game_object_name,parent_name,text,active_chain,prefab_active,anchored_pos_x,anchored_pos_y,size_delta_x,size_delta_y,font_asset_name,font_size,font_size_min,font_size_max,enable_auto_sizing,resolved_alignment,character_spacing,line_spacing,overflow_mode,shared_material_path_id,shared_material_name,shared_material_bundle,flags
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle7(7452747665149278683)/toggle_node(7794207423867286431)/btnToggle7(-7696161517847213932)/text_off(7519715443340010670),-1832995482963497425,text_off,btnToggle7,소환수,True,True,0.0,-24.0,120.0,30.0,riyu,22.0,18.0,72.0,0,514,5.0,0.0,0,-6541690290105773087,riyu_baibian_0.2_0.2_1,download/ui/uifont/japanese/font_material_riyu/riyu_baibian_0.2_0.2_1.assetbundle,visible_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi(-321695101024193695)/text_tmp_message(2561414483226200319),-7510942591569796354,text_tmp_message,jiarutishi,동맹에 가입하면 400홍옥을 획득할 수 있습니다,False,True,482.0,-190.0,211.8000030517578,30.0,EPM,20.0,18.0,72.0,0,514,5.0,0.0,0,3932716197974622303,EPM_bai_0.2_0.2,download/ui/uifont/japanese/font_material_epm/epm_bai_0.2_0.2.assetbundle,inactive_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle3(4511363853569270598)/toggle_node(-7748643058723455256)/btnToggle3(-5731503814949141683)/text_off(-7196299360274307351),-4617369723046342989,text_off,btnToggle3,수호  ,True,True,0.0,-24.0,70.0,30.0,riyu,22.0,18.0,72.0,0,514,5.0,0.0,0,-6541690290105773087,riyu_baibian_0.2_0.2_1,download/ui/uifont/japanese/font_material_riyu/riyu_baibian_0.2_0.2_1.assetbundle,visible_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_3(1745568030950951925)/text_name(-6275118336609310875),-9142860793671649322,text_name,UI_Main_wanfa_item_3,모험,True,True,0.0,-35.19500732421875,200.0,0.0,riyu,28.0,18.0,72.0,0,514,0.0,0.0,0,4174273018840097604,riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/font_material_riyu/riyu_shenzong_0.2_0.2.assetbundle,visible_chain;zero_or_negative_height;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_8(4970418324314902215)/txt_act_name(6480279144309511840),5870002579785325674,txt_act_name,btn_act_8,옷장과의 약속,False,True,0.0,-36.0,90.0,14.010000228881836,riyu,18.0,16.0,72.0,0,514,-2.5,0.0,0,-6541690290105773087,riyu_baibian_0.2_0.2_1,download/ui/uifont/japanese/font_material_riyu/riyu_baibian_0.2_0.2_1.assetbundle,inactive_chain;font_larger_than_rect;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/btn_renwu_2(-4730123679661778056)/bg_ditu2(-1708687417708810598)/mask_notice(-2082890981155227339)/text_notice_desc(2275847086171830864),412640609316537146,text_notice_desc,mask_notice,임무 설명,False,True,-84.9000015258789,-9.059906005859375e-06,180.00999450683594,25.0,EPM,18.0,18.0,72.0,0,513,0.0,0.0,0,3932716197974622303,EPM_bai_0.2_0.2,download/ui/uifont/japanese/font_material_epm/epm_bai_0.2_0.2.assetbundle,inactive_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle1(4297714893639640599)/toggle_node(-935808717851147801)/btnToggle1(9148457326747207575)/text_off(-8644893969609994203),-8900963993445214466,text_off,btnToggle1,무장 ,True,True,0.0,-24.0,120.0,30.0,riyu,22.0,18.0,72.0,0,514,5.0,0.0,0,-6541690290105773087,riyu_baibian_0.2_0.2_1,download/ui/uifont/japanese/font_material_riyu/riyu_baibian_0.2_0.2_1.assetbundle,visible_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle5(4700239085922634030)/toggle_node(-5378092167677093850)/btnToggle5(2076358912804206005)/text_off(-6289879885470891790),-7119749123123539974,text_off,btnToggle5,동맹 ,True,True,0.0,-24.0,70.0,30.0,riyu,22.0,18.0,72.0,0,514,5.0,0.0,0,-6541690290105773087,riyu_baibian_0.2_0.2_1,download/ui/uifont/japanese/font_material_riyu/riyu_baibian_0.2_0.2_1.assetbundle,visible_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_1(-6740709153023445455)/txt_act_name(-1379538836263032720),3625863876679466853,txt_act_name,btn_act_1,옷장과의 약속,True,True,0.0,-36.0,90.0,14.010000228881836,riyu,18.0,16.0,72.0,0,514,-2.5,0.0,0,-6541690290105773087,riyu_baibian_0.2_0.2_1,download/ui/uifont/japanese/font_material_riyu/riyu_baibian_0.2_0.2_1.assetbundle,visible_chain;font_larger_than_rect;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/im_bg(-143968277265638168)/btn_renwu(-6395848881054912128)/bg_ditu2(-5126794878977765278)/btn_qianwang(5225035339788018947)/text(8003940636434481830),-5494057412932805412,text,btn_qianwang,확인,False,True,77.4000015258789,1.0,44.0099983215332,25.0,riyu,20.0,18.0,72.0,0,513,20.0,0.0,0,6871398411308274113,riyu_cheng_254_178_18,download/ui/uifont/japanese/font_material_riyu/riyu_cheng_254_178_18.assetbundle,inactive_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi5(4204883052151701807)/text_tmp_message2(-6022165655162107944)/text_tmp_message (1)(1512984715174270165),7305323444230931808,text_tmp_message (1),text_tmp_message2,천하 쟁패 열렬히 진행 중!,False,True,0.0,0.0,157.60000610351562,68.4000015258789,EPM,20.0,18.0,72.0,0,514,5.0,0.0,0,3932716197974622303,EPM_bai_0.2_0.2,download/ui/uifont/japanese/font_material_epm/epm_bai_0.2_0.2.assetbundle,inactive_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi2(-821442751079771230)/text_tmp_message(1259887083944484453),-5550206479805750103,text_tmp_message,jiarutishi2,<color=#599F50>{0}시간</color>의 방치 보상을 누적했습니다. 수령하세요!,False,True,295.0,-187.0,205.39999389648438,30.0,EPM,20.0,18.0,72.0,0,513,5.0,0.0,0,3932716197974622303,EPM_bai_0.2_0.2,download/ui/uifont/japanese/font_material_epm/epm_bai_0.2_0.2.assetbundle,inactive_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_4(3640001110653546143)/txt_act_name(3469437054397669405),-2466256942621471669,txt_act_name,btn_act_4,옷장과의 약속,True,True,0.0,-36.0,90.0,14.010000228881836,riyu,18.0,16.0,72.0,0,514,-2.5,0.0,0,-6541690290105773087,riyu_baibian_0.2_0.2_1,download/ui/uifont/japanese/font_material_riyu/riyu_baibian_0.2_0.2_1.assetbundle,visible_chain;font_larger_than_rect;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/wanfaWorldNode(-3820167396480157270)/text_small(4226973974425312330),3269679188853907257,text_small,wanfaWorldNode,국,True,True,-96.80000305175781,-79.4000015258789,60.0,50.0,riyu,42.0,18.0,72.0,0,513,0.0,0.0,0,4174273018840097604,riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/font_material_riyu/riyu_shenzong_0.2_0.2.assetbundle,visible_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_3(-9026556915798597321)/txt_act_name(-2519843682387849254),-3024126261802321382,txt_act_name,btn_act_3,옷장과의 약속,True,True,0.0,-36.0,90.0,14.010000228881836,riyu,18.0,16.0,72.0,0,514,-2.5,0.0,0,-6541690290105773087,riyu_baibian_0.2_0.2_1,download/ui/uifont/japanese/font_material_riyu/riyu_baibian_0.2_0.2_1.assetbundle,visible_chain;font_larger_than_rect;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/wanfaWorldNode(-3820167396480157270)/text_big(5611221341508507661),-3622256103402489428,text_big,wanfaWorldNode,전,True,True,-170.1000213623047,-74.5,70.0,60.0,riyu,48.0,18.0,72.0,0,516,0.0,0.0,0,4174273018840097604,riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/font_material_riyu/riyu_shenzong_0.2_0.2.assetbundle,visible_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_2(-3930377403474185176)/text_name(7817983549160651324),-6175129878799362794,text_name,UI_Main_wanfa_item_2,모험,True,True,-50.20000076293945,-49.20000076293945,100.0,35.0,riyu,28.0,18.0,72.0,0,514,0.0,0.0,0,4174273018840097604,riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/font_material_riyu/riyu_shenzong_0.2_0.2.assetbundle,visible_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_1(51920382737909704)/text_name(-5982825750273040741),-8854196726050555180,text_name,UI_Main_wanfa_item_1,모험,True,True,-50.20000076293945,-49.20000076293945,100.0,35.0,riyu,28.0,18.0,72.0,0,514,0.0,0.0,0,4174273018840097604,riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/font_material_riyu/riyu_shenzong_0.2_0.2.assetbundle,visible_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/btn_renwu_2(-4730123679661778056)/bg_ditu2(-1708687417708810598)/btn_qianwang(4541500596926227947)/text(-6011417219477049460),-189526805836538566,text,btn_qianwang,확인,False,True,77.4000015258789,1.0,44.0099983215332,25.0,riyu,20.0,18.0,72.0,0,513,20.0,0.0,0,6871398411308274113,riyu_cheng_254_178_18,download/ui/uifont/japanese/font_material_riyu/riyu_cheng_254_178_18.assetbundle,inactive_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/node_renwu(-4328360473624011333)/im_bg(-143968277265638168)/btn_renwu(-6395848881054912128)/bg_ditu1(1865273364843733823)/text(5588474515677537493),6435572421204311039,text,bg_ditu1,임무 설명,False,True,15.0,0.0,189.72999572753906,25.0,EPM,18.0,18.0,72.0,0,513,6.0,0.0,0,477919381716323141,EPM_wuxiaoguo_dongtai,download/ui/uifont/japanese/font_material_epm/epm_wuxiaoguo_dongtai.assetbundle,inactive_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_5(-1716593492458519915)/txt_act_name(5936815976318721890),-168378924471343848,txt_act_name,btn_act_5,옷장 속 약속,True,True,0.0,-36.0,90.0,14.010000228881836,riyu,18.0,16.0,72.0,0,514,-2.5,0.0,0,-6541690290105773087,riyu_baibian_0.2_0.2_1,download/ui/uifont/japanese/font_material_riyu/riyu_baibian_0.2_0.2_1.assetbundle,visible_chain;font_larger_than_rect;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi4(-2932508688960113521)/text_tmp_message(619720824212068006)/text_tmp_message (1)(-2449515259161148292),-2219652695543342022,text_tmp_message (1),text_tmp_message,보물 상자 소녀 포획이 뜨겁게 진행 중!,False,True,0.0,0.0,170.60000610351562,68.4000015258789,EPM,20.0,18.0,72.0,0,514,5.0,0.0,0,3932716197974622303,EPM_bai_0.2_0.2,download/ui/uifont/japanese/font_material_epm/epm_bai_0.2_0.2.assetbundle,inactive_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle2(2061829946376332717)/toggle_node(-5294031676519928465)/btnToggle2(-1097301430722702355)/text_off(-5791008185821152093),-5247421378083060640,text_off,btnToggle2,창고,True,True,0.0,-24.0,70.0,30.0,riyu,22.0,18.0,72.0,0,514,5.0,0.0,0,-6541690290105773087,riyu_baibian_0.2_0.2_1,download/ui/uifont/japanese/font_material_riyu/riyu_baibian_0.2_0.2_1.assetbundle,visible_chain;shared_material_found
UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle4(8371218141009531374)/toggle_node(-4064055762651516724)/btnToggle4(7180016627557478747)/text_off(-4390073720717625840),6358563347593162612,text_off,btnToggle4,수호부,True,True,0.0,-24.0,70.0,30.0,riyu,22.0,18.0,72.0,0,514,5.0,0.0,0,-6541690290105773087,riyu_baibian_0.2_0.2_1,download/ui/uifont/japanese/font_material_riyu/riyu_baibian_0.2_0.2_1.assetbundle,visible_chain;shared_material_found
