candidateActiveInHierarchy,candidateActiveSelf,candidateComponentTypes,candidateHasMask,candidateHasMaskNamedComponent,candidateHasRectMask2D,candidateHasTmpText,candidateLoadedComponent,candidateMaskEnabled,candidateMaskShowMaskGraphic,candidateMissingScriptCount,candidatePath,candidateRectMaskEnabled,candidateTmpCharacterSpacing,candidateTmpEnableAutoSizing,candidateTmpFont,candidateTmpFontSize,candidateTmpFontSizeMax,candidateTmpFontSizeMin,candidateTmpMaterial,candidateTmpText,componentGap,matchKind,ownerSourceEvidence,ownershipRationale,patchDecision,primaryClassification,routeKnownInB54OrB70,sourceActiveInHierarchy,sourceActiveSelf,sourceAnchoredPosition,sourceCharacterHorizontalScale,sourceCharacterSpacing,sourceEnableAutoSizing,sourceEvidence,sourceFontAssetRef,sourceFontSize,sourceFontSizeBase,sourceFontSizeMax,sourceFontSizeMin,sourceHasMaskComponent,sourceKind,sourceLocalScale,sourceMaskComponentType,sourceMaskScriptRef,sourceName,sourceOwner,sourcePath,sourceSharedMaterialRef,sourceShowMaskGraphic,sourceSiblingIndex,sourceSizeDelta,sourceText
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,,,,False,False,,,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_server,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,False,False,-96/-17,1,0,0,"lines 222, 467-489, 1194, 1218, 1224",-724809986894116682,16,16,72,18,,tmp,1/1/1,,,txt_chengzhan_server,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_server,8649783434632076371,,11,40.02/16.01,'[s23]'
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,,,,False,False,,,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/bg_guanzhi/text_guan_num,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,0.1/10,1,0,0,"lines 222, 467-489, 1194, 1218, 1224",2268522548353052838,26,26,72,18,,tmp,1/1/1,,,text_guan_num,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/bg_guanzhi/text_guan_num,-4383744721098263825,,0,0/15,2
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnSkip/text (1),,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,skip UI labels/icons are battle-type/runtime controlled,no_patch_in_battle74,component_rehydration_required,True,False,False,0/-30,1,-10,0,"lines 47-69, 81, 428-489, 522-525, 544, 838, 1246-1264, 1276",-724809986894116682,18,18,72,18,,tmp,1.1/1/1,,,text (1),UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnSkip/text (1),3956069427523887780,,4,98.64/39.57,"""\uC2A4\uD0B5"""
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnSkip/text,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,skip UI labels/icons are battle-type/runtime controlled,no_patch_in_battle74,component_rehydration_required,True,False,False,0/3,1,-10,0,"lines 47-69, 81, 428-489, 522-525, 544, 838, 1246-1264, 1276",-724809986894116682,26,26,72,18,,tmp,1.1/1/1,,,text,UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnSkip/text,3956069427523887780,,1,98.64/39.57,'{0}'
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/bg_wave/text_wave,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,-8/0,1,0,0,"lines 222, 467-489, 1194, 1218, 1224",-724809986894116682,16,16,72,18,,tmp,1/1/1,,,text_wave,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/bg_wave/text_wave,8649783434632076371,,0,50/50,WAVE
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff/text,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,right rail active/state children require original runtime snapshot before patching,no_patch_in_battle74,component_rehydration_required,True,False,False,0/-30,1,0,0,BATTLE70 route HUD matrix; UI_NormalBattle ShowAllOperBtn/CheckPauseBtnState paths,-724809986894116682,18,18,72,18,,tmp,1.1/1/1,,,text,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff/text,3956069427523887780,,4,98.64/39.57,"""\uC790\uB3D9"""
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,,,,False,False,,,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txt_chengzhan_FirstAttack,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,False,False,-153/23,1,0,0,"lines 222, 467-489, 1194, 1218, 1224",-724809986894116682,16,16,72,18,,tmp,1/1/1,,,txt_chengzhan_FirstAttack,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txt_chengzhan_FirstAttack,8649783434632076371,,9,112.02/16.01,"""\uC120\uC81C \uAC12: 1233214"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,True,True,-18.360203/92.4,1,-10,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,2268522548353052838,20,20,72,18,,tmp,1/1/1,,,text_cizhui1,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/text_cizhui1,-6541690290105773087,,2,201.5133/0,"""\uB9C8\uD654\uB41C \uC18C\uB140\uC758 \uD2B9\uC131"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,-47.8/-7,1,0,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,2268522548353052838,18,18,72,18,,tmp,1/1/1,,,txtNickName,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/1p/txtNickName,4174273018840097604,,1,72.01/23.5,"""\uC774\uB098\uC640 \uB098\uBBF8"""
False,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,,,,False,False,,,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_server/txt_chengzhan_name,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,False,True,1/0,1,0,0,"lines 222, 467-489, 1194, 1218, 1224",-724809986894116682,16,16,72,18,,tmp,1/1/1,,,txt_chengzhan_name,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_server/txt_chengzhan_name,8649783434632076371,,0,112.02/16.01,"""\uC804\uC7A5 \uAD6C\uC5ED\uC5D0\uC11C \uAD00\uC804\uD560 \uC218 \uC788\uC2B5\uB2C8\uB2E4"""
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtFirstAttack,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,-94/-37,1,0,0,"lines 222, 467-489, 1194, 1218, 1224",-724809986894116682,16,16,72,18,,tmp,1/1/1,,,txtFirstAttack,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtFirstAttack,8649783434632076371,,6,200/50,"""\uC120\uC81C \uAC12: 1233214"""
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/team_desc_right,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,right rail active/state children require original runtime snapshot before patching,no_patch_in_battle74,component_rehydration_required,True,False,False,0/285,1,20,0,BATTLE70 route HUD matrix; UI_NormalBattle ShowAllOperBtn/CheckPauseBtnState paths,2268522548353052838,20,20,72,18,,tmp,1/1/1,,,team_desc_right,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/team_desc_right,4174273018840097604,,1,200/23.5,"""\uC6A9\uC774\uB2E4"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,False,126.90138/-135.45,1,0,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,-724809986894116682,16,16,72,18,,tmp,1/1/1,,,text_cizhui4,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui4,477919381716323141,,3,193.8028/32.01,"""\uC624\uB298 \uB0A8\uC740 \uAD6C\uB9E4 \uD69F\uC218: \uC624\uB298 \uB0A8"""
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtFirstAttack,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,110/-37,1,0,0,"lines 222, 467-489, 1194, 1218, 1224",-724809986894116682,16,16,72,18,,tmp,1/1/1,,,txtFirstAttack,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtFirstAttack,8649783434632076371,,6,200/50,"""\uC120\uC81C \uAC12: 10"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,outside B73 focused HUD/right rail set or not enough owner evidence,no_patch_in_battle74,component_rehydration_required,True,False,True,0/-28,1,0,0,BATTLE54 TMP/mask audit row,2268522548353052838,20,20,72,18,,tmp,1/1/1,,,txtBeControl,BATTLE54 serialized source row,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_03_ui_normalbattle_heroitem/txtBeControl,8649876188915954944,,2,107.7/30,"""\uAE30\uC808"""
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,,,,False,False,,,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txt_chengzhan_zhansha_num,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,False,False,-113/-25,1,-5,0,"lines 222, 467-489, 1194, 1218, 1224",-724809986894116682,36,36,72,18,,tmp,1/1/1,,,txt_chengzhan_zhansha_num,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txt_chengzhan_zhansha_num,3932716197974622303,,12,18.02/36.01,0
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,True,True,0/-28,1,0,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,2268522548353052838,20,20,72,18,,tmp,1/1/1,,,txtBeControl,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/txtBeControl,8649876188915954944,,2,107.7/30,"""\uAE30\uC808"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,-38/-38,1,0,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,2268522548353052838,18,18,72,18,,tmp,1/1/1,,,txtNickName,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/3p/txtNickName,4174273018840097604,,2,100/23.5,"""\uC774\uB098\uC640 \uB098\uBBF8"""
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,,,,False,False,,,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_on/text_TwoSpeed_On,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,btnTwoSpeed labels/icons are speed state owned by ProcedureNormalBattle and Lua,no_patch_in_battle74,component_rehydration_required,True,False,False,1/-1,1,0,0,"lines 111-131, 410-417, 528-530, 683-687, 1193, 1278",2268522548353052838,20,20,72,18,,tmp,1/1/1,,,text_TwoSpeed_On,UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_on/text_TwoSpeed_On,6871398411308274113,,0,40.01/25,X2.0
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,-38/-38,1,0,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,2268522548353052838,18,18,72,18,,tmp,1/1/1,,,txtNickName,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/2p/txtNickName,4174273018840097604,,2,100/23.5,"""\uC774\uB098\uC640 \uB098\uBBF8"""
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtLevel,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,159/-40,1,-5,0,"lines 222, 467-489, 1194, 1218, 1224",2268522548353052838,20,20,72,18,,tmp,1/1/1,,,txtLevel,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtLevel,4174273018840097604,,8,87/17.9899,Lv.23
