rowType,localStatus,side,waveNo,slot,payloadHeroDid,payloadHeroId,ownerHeroDid,ownerHeroId,skillDid,skillType,prefabField,prefabId,bundle,bundleExists,missingDependencyBundles,reason,source
skill,data_only_missing_actor,enemy,1,,,,1100113,-3,1012201,1,prefabId,1012201,download/skillprefabsandres/1012.assetbundle,True,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,1,,,,1100113,-3,1012301,1,prefabId,1012301,download/skillprefabsandres/1012.assetbundle,True,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,1,,,,1100113,-3,1012301,1,fastPrefabId,1012351,download/skillprefabsandres/1012.assetbundle,True,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,passive_no_timeline,enemy,1,,,,1100113,-3,1012401,2,,,,False,,passive-style skill row has no DTSkillAct prefab/timeline mapping,GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,passive_no_timeline,enemy,1,,,,1100113,-3,1012403,2,,,,False,,passive-style skill row has no DTSkillAct prefab/timeline mapping,GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,2,,,,1100121,-1,1012101,1,prefabId,1012101,download/skillprefabsandres/1012.assetbundle,True,,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,2,,,,1100121,-1,1012201,1,prefabId,1012201,download/skillprefabsandres/1012.assetbundle,True,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,2,,,,1100121,-1,1012301,1,prefabId,1012301,download/skillprefabsandres/1012.assetbundle,True,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,2,,,,1100121,-1,1012301,1,fastPrefabId,1012351,download/skillprefabsandres/1012.assetbundle,True,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,passive_no_timeline,enemy,2,,,,1100121,-1,1012401,2,,,,False,,passive-style skill row has no DTSkillAct prefab/timeline mapping,GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,passive_no_timeline,enemy,2,,,,1100121,-1,1012403,2,,,,False,,passive-style skill row has no DTSkillAct prefab/timeline mapping,GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,2,,,,1100122,-2,1012101,1,prefabId,1012101,download/skillprefabsandres/1012.assetbundle,True,,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,2,,,,1100122,-2,1012201,1,prefabId,1012201,download/skillprefabsandres/1012.assetbundle,True,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,2,,,,1100122,-2,1012301,1,prefabId,1012301,download/skillprefabsandres/1012.assetbundle,True,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,2,,,,1100122,-2,1012301,1,fastPrefabId,1012351,download/skillprefabsandres/1012.assetbundle,True,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,passive_no_timeline,enemy,2,,,,1100122,-2,1012401,2,,,,False,,passive-style skill row has no DTSkillAct prefab/timeline mapping,GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,passive_no_timeline,enemy,2,,,,1100122,-2,1012403,2,,,,False,,passive-style skill row has no DTSkillAct prefab/timeline mapping,GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,2,,,,1100123,-3,1012101,1,prefabId,1012101,download/skillprefabsandres/1012.assetbundle,True,,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,2,,,,1100123,-3,1012201,1,prefabId,1012201,download/skillprefabsandres/1012.assetbundle,True,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,2,,,,1100123,-3,1012301,1,prefabId,1012301,download/skillprefabsandres/1012.assetbundle,True,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,2,,,,1100123,-3,1012301,1,fastPrefabId,1012351,download/skillprefabsandres/1012.assetbundle,True,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,passive_no_timeline,enemy,2,,,,1100123,-3,1012401,2,,,,False,,passive-style skill row has no DTSkillAct prefab/timeline mapping,GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,passive_no_timeline,enemy,2,,,,1100123,-3,1012403,2,,,,False,,passive-style skill row has no DTSkillAct prefab/timeline mapping,GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,3,,,,1100131,-1,1012101,1,prefabId,1012101,download/skillprefabsandres/1012.assetbundle,True,,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,passive_no_timeline,enemy,3,,,,1100131,-1,1001401,2,,,,False,,passive-style skill row has no DTSkillAct prefab/timeline mapping,GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,passive_no_timeline,enemy,3,,,,1100131,-1,1001403,2,,,,False,,passive-style skill row has no DTSkillAct prefab/timeline mapping,GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,3,,,,1100132,-2,1012101,1,prefabId,1012101,download/skillprefabsandres/1012.assetbundle,True,,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,passive_no_timeline,enemy,3,,,,1100132,-2,1001401,2,,,,False,,passive-style skill row has no DTSkillAct prefab/timeline mapping,GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,passive_no_timeline,enemy,3,,,,1100132,-2,1001403,2,,,,False,,passive-style skill row has no DTSkillAct prefab/timeline mapping,GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,data_only_missing_actor,enemy,3,,,,1100133,-3,1012101,1,prefabId,1012101,download/skillprefabsandres/1012.assetbundle,True,,"timeline resolves, but owner actor is unresolved_enemy_payload_instance",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,passive_no_timeline,enemy,3,,,,1100133,-3,1001401,2,,,,False,,passive-style skill row has no DTSkillAct prefab/timeline mapping,GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
skill,passive_no_timeline,enemy,3,,,,1100133,-3,1001403,2,,,,False,,passive-style skill row has no DTSkillAct prefab/timeline mapping,GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks
resource,loadable,,,,,,,,,,,,download/roleprefabsandres/battleprefabandres/1002.assetbundle,True,,bundle exists in extracted assetbundle index,roster.actorBundle
resource,loadable,,,,,,,,,,,,download/roleprefabsandres/battleprefabandres/1034.assetbundle,True,,bundle exists in extracted assetbundle index,roster.actorBundle
resource,not_fetchable_local,,,,,,,,,,,,download/roleprefabsandres/battleprefabandres/1036.assetbundle,False,,1036 actor bundle row is known from CDNVersionFile but exact local bundle and asset CDN rule are absent,roster.actorBundle
resource,loadable,,,,,,,,,,,,download/roleprefabsandres/battleprefabandres/3001.assetbundle,True,,bundle exists in extracted assetbundle index,roster.actorBundle
resource,loadable,,,,,,,,,,,,download/artsources/map/battlemap/map_11001/map_11001_1.assetbundle,True,,bundle exists in extracted assetbundle index,BATTLE_PROTOTYPE_MANIFEST.map
resource,loadable,,,,,,,,,,,,download/skillprefabsandres/1002.assetbundle,True,,bundle exists in extracted assetbundle index,roster.skillBundle
resource,loadable,,,,,,,,,,,,download/skillprefabsandres/1012.assetbundle,True,,bundle exists in extracted assetbundle index,roster.skillBundle
resource,loadable,,,,,,,,,,,,download/skillprefabsandres/1034.assetbundle,True,,bundle exists in extracted assetbundle index,roster.skillBundle
resource,loadable,,,,,,,,,,,,download/skillprefabsandres/1036.assetbundle,True,,bundle exists in extracted assetbundle index,roster.skillBundle
resource,unresolved_missing_common_bundle,,,,,,,,,,,,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/pinkspeedline.assetbundle,False,,"common timeline dependency bundle, such as speedline, is referenced but absent locally",BattleTimelineResMap.prefabDeps
resource,unresolved_missing_common_bundle,,,,,,,,,,,,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,False,,"common timeline dependency bundle, such as speedline, is referenced but absent locally",BattleTimelineResMap.prefabDeps
resource,unresolved_missing_common_bundle,,,,,,,,,,,,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/yellospeedline.assetbundle,False,,"common timeline dependency bundle, such as speedline, is referenced but absent locally",BattleTimelineResMap.prefabDeps
