path,name,fileId,activeSelf,activeInHierarchy,layer,parentPath,siblingIndex,siblingCount,transformType,localPosition,anchoredPosition,localScale,sizeDelta,anchorMin,anchorMax,pivot,childNames,componentTypes,warning
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle,root_battle,439020893,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle,0,4,RectTransform,0/0/0,0/0,1/1/1,0/-620,0/0,1/1,0.5/0.5,black_cover | root_top | longzhan | node_buff | BottomCenter | Center | btnhelp | trans_battle_box | guideBattlejihuo | btn_Explosive_All | btn_Explosive_Cancel | cizhui_group | im_oper_focus | UI_BattleItemFly,RectTransform|Canvas|225|UnityEngine.UI.GraphicRaycaster|UnityEngine.UI.GraphicRaycaster,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter,BottomCenter,1536371466,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle,4,14,RectTransform,0/0/0,0/-360,1/1/1,1460/0,0/0.5,1/0.5,0.5/0.5,UI_BigSkillPress | HeroListContainer,RectTransform,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer,HeroListContainer,1772370128,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter,1,2,RectTransform,0/0/0,0/85,1/1/1,0/120,0/0,1/0,0.5/0.5,bg_head_ditu | Battle29BoundHeroCard_1_1036 | Battle29BoundHeroCard_2_1002 | Battle29BoundHeroCard_3_1034,RectTransform,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036,Battle29BoundHeroCard_1_1036,518488946,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer,1,4,RectTransform,0/0/0,-190/0,1/1/1,269/200,0.5/0,0.5/0,0.5/0,imgIconBG | HeadBar | txtBeControl | btnAttack | imgMask | UI_touxianghuxi,RectTransform|CanvasRenderer|<missing>|BattleHudSpriteAtlasSourceMarker25,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar,HeadBar,783125227,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036,1,6,RectTransform,0/0/0,0/-4.7824936,0.9/0.9/1,0/0,0.5/0.5,0.5/0.5,0.5/0.5,imgHPBG | im_power_beans_bg | im_pow,RectTransform,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/im_pow,im_pow,334827757,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar,2,3,RectTransform,0/0/0,-50/-50.7,0.7777778/0.7777778/0.7,31/17,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|UnityEngine.UI.Image|BattleHudExtractedSpriteBindingMarker25,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/im_power_beans_bg,im_power_beans_bg,1594981646,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar,1,3,RectTransform,0/0/0,48/-50.7,0.6/0.6/0.6,41/42,0.5/0.5,0.5/0.5,0.5/0.5,im_power_beans,RectTransform|CanvasRenderer|UnityEngine.UI.Image|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/im_power_beans_bg/im_power_beans,im_power_beans,2022999099,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/im_power_beans_bg,0,1,RectTransform,0/0/0,0.000038146973/0,1/1/1,41/42,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|UnityEngine.UI.Image|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/imgHPBG,imgHPBG,527708593,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar,0,3,RectTransform,0/0/0,-40/-50.7,1/1/1,79/12,0.5/0.5,0.5/0.5,0/0.5,imgFury | UIEffect_Fury_Container,RectTransform|CanvasRenderer|UnityEngine.UI.Image|<missing>|Canvas|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.GraphicRaycaster,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/imgHPBG/UIEffect_Fury_Container,UIEffect_Fury_Container,152647842,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/imgHPBG,1,2,RectTransform,0/0/0,0/0,1/1/1,0/0,0.5/0.5,0.5/0.5,0.5/0.5,UIEffect_Fury,RectTransform,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/imgHPBG/UIEffect_Fury_Container/UIEffect_Fury,UIEffect_Fury,419347442,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/imgHPBG/UIEffect_Fury_Container,0,1,Transform,-1.2/-0.2/0,,1/1/1,,,,,Particle System,Transform|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/imgHPBG/UIEffect_Fury_Container/UIEffect_Fury/Particle System,Particle System,1597862729,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/imgHPBG/UIEffect_Fury_Container/UIEffect_Fury,0,1,Transform,0/0/0,,1/1/1,,,,,uiht,Transform|198|199,active_self_but_inactive_parent
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/imgHPBG/UIEffect_Fury_Container/UIEffect_Fury/Particle System/uiht,uiht,194025016,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/imgHPBG/UIEffect_Fury_Container/UIEffect_Fury/Particle System,0,1,Transform,1.25/0/0,,67.1125/8/1,,,,,,Transform|198|199|<missing>,active_self_but_inactive_parent | has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/imgHPBG/imgFury,imgFury,104287983,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/HeadBar/imgHPBG,0,2,RectTransform,0/0/0,0/0,1/1/1,76/8,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|UnityEngine.UI.Image|BattleHudExtractedSpriteBindingMarker25,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/UI_touxianghuxi,UI_touxianghuxi,333190176,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036,5,6,Transform,0/-1.782494/0,,0.53/0.53/1,,,,,Particle System,Transform|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/UI_touxianghuxi/Particle System,Particle System,1572550055,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/UI_touxianghuxi,0,1,Transform,0/0/0,,1/1/1,,,,,touxianghuxi (1),Transform|198|199,active_self_but_inactive_parent
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/UI_touxianghuxi/Particle System/touxianghuxi (1),touxianghuxi (1),221278014,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/UI_touxianghuxi/Particle System,0,1,Transform,1.1/0.8/0,,80/80/80,,,,,,Transform|198|199,active_self_but_inactive_parent
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/btnAttack,btnAttack,595230182,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036,3,6,RectTransform,0/0/0,0/-1.0999985,1/1/1,110/108,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|61|<missing>|UnityEngine.UI.Image,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG,imgIconBG,65641405,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036,0,6,RectTransform,0/0/0,0/-1.7824936,0.6/0.6/0.6,146/148,0.5/0.5,0.5/0.5,0.5/0.5,tweener,RectTransform|CanvasRenderer|UnityEngine.UI.Image|95|BattleHudExtractedSpriteBindingMarker25,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener,tweener,530145505,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG,0,1,RectTransform,0/0/0,0/0,1/1/1,100/100,0.5/0.5,0.5/0.5,0.5/0.5,imgHeadIcon | ui_touxiangsg | im_frame | UIEffect_normalSkill | im_quality | starts | im_zhiye | UIEffect_SmallSkill | UIEffect_AllSkillNew | UIEffect_meili | UIEffect_BigSkill | im_SmallSkill | im_BigSkill,RectTransform|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_AllSkillNew,UIEffect_AllSkillNew,270612279,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener,8,13,RectTransform,0/0/0,0/60,1/1/1,100/100,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_BigSkill,UIEffect_BigSkill,284454408,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener,10,13,RectTransform,0/0/0,0/31,1/1/1,100/100,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_SmallSkill,UIEffect_SmallSkill,2144000098,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener,7,13,RectTransform,0/0/-16.299936,3.9000444/-45,1/1/1,100/100,0.5/0.5,0.5/0.5,0.5/0.5,Particle System,RectTransform|CanvasRenderer|UnityEngine.UI.Graphic(serialized_missing_script),
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_SmallSkill/Particle System,Particle System,1048880870,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_SmallSkill,0,1,Transform,0/0/0,,1/1/1,,,,,ult1 | lizi | gy1 | huan1 (1),Transform|198|199,active_self_but_inactive_parent
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_SmallSkill/Particle System/gy1,gy1,381347490,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_SmallSkill/Particle System,2,4,Transform,0/33.7/0,,80/80/80,,,,,,Transform|198|199|<missing>,active_self_but_inactive_parent | has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_SmallSkill/Particle System/huan1 (1),huan1 (1),165401753,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_SmallSkill/Particle System,3,4,Transform,0/32.2/0,,80/80/80,,,,,,Transform|198|199|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_SmallSkill/Particle System/lizi,lizi,1890435579,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_SmallSkill/Particle System,1,4,Transform,0/59.6/0,,80/80/80,,,,,,Transform|198|199,active_self_but_inactive_parent
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_SmallSkill/Particle System/ult1,ult1,1772931158,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_SmallSkill/Particle System,0,4,Transform,0/94.2/0,,57.4456/57.4456/57.4456,,,,,,Transform|198|199|<missing>,active_self_but_inactive_parent | has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_meili,UIEffect_meili,2127758426,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener,9,13,RectTransform,0/0/0,0/28.000015,0/0/0,100/100,0.5/0.5,0.5/0.5,0.5/0.5,Particle System (1),RectTransform|CanvasRenderer|UnityEngine.UI.Graphic(serialized_missing_script),active_route_has_zeroish_local_scale
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_meili/Particle System (1),Particle System (1),508573149,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_meili,0,1,Transform,0/0/0,,1.1125/0.9875001/1,,,,,gy1 | huan1 | lizi | rxt | huan2,Transform|198|199,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_meili/Particle System (1)/gy1,gy1,796316344,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_meili/Particle System (1),0,5,Transform,-0.43362007/-35.375084/-15.026802,,71.91012/81.01266/80,,,,,,Transform|198|199|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_meili/Particle System (1)/huan1,huan1,718837911,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_meili/Particle System (1),1,5,Transform,-5/-25.728506/-15.36544,,80.89888/76.96202/80,,,,,,Transform|198|199|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_meili/Particle System (1)/huan2,huan2,1510728720,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_meili/Particle System (1),4,5,Transform,-3.4/-25.728506/-15.36544,,80.89888/76.96202/80,,,,,,Transform|198|199|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_meili/Particle System (1)/lizi,lizi,426717596,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_meili/Particle System (1),2,5,Transform,0/-21.5/0,,80/80/80,,,,,,Transform|198|199|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_meili/Particle System (1)/rxt,rxt,1899501038,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_meili/Particle System (1),3,5,Transform,-2.6/-35.5/0.6,,117.54165/121.95673/-279.67288,,,,,,Transform|198|199|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/UIEffect_normalSkill,UIEffect_normalSkill,1691603267,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener,3,13,RectTransform,0/0/0,0.79996735/0.40002182,1/1/1,100/100,0.5/0.5,0.5/0.5,0.5/0.5,Particle System,RectTransform|CanvasRenderer|UnityEngine.UI.Graphic(serialized_missing_script),
