side,waveNo,ownerHeroDid,ownerHeroId,skillType,skillDid,skillActFound,skillPassiveFound,skillHeroId,scriptId,prefabField,prefabId,assetPathViaGetSysprefabData,sysPrefabFound,sysPrefabName,timelineFound,timelineLine,skillBundle,skillBundleExists,prefabDeps,audioDeps,videoDeps,status,evidence
our,,1034,50874,1,1034101,True,False,1034,1034101,prefabId,1034101,Assets/Download/SkillPrefabsAndRes/1034/1034101.prefab,True,俾斯麦普攻,True,331,download/skillprefabsandres/1034.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1034/bd/1034bd.prefab,event:/BattleSE/1034101|event:/DUBVOICE/DUBVOICE_1034_ATK2|event:/DUBVOICE/DUBVOICE_1034_ATK1,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
our,,1034,50874,1,1034201,True,False,1034,1034201,prefabId,1034201,Assets/Download/SkillPrefabsAndRes/1034/1034201.prefab,True,俾斯麦小技能1,True,332,download/skillprefabsandres/1034.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1034/bd/1034skillz.prefab|Assets/Download/SkillPrefabsAndRes/1034/bd/1034sbd1.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/yellospeedline/yellospeedline.prefab|Assets/Download/SkillPrefabsAndRes/1034/bd/1034SKILLBD.prefab|Assets/Download/SkillPrefabsAndRes/1034/bd/1034sbd1.prefab|Assets/Download/SkillPrefabsAndRes/1034/bd/1034sbd1.prefab|Assets/Download/SkillPrefabsAndRes/1034/bd/1034sbd1.prefab,event:/BattleSE/1034201|event:/DUBVOICE/DUBVOICE_1034_ATK3,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
our,,1034,50874,1,1034301,True,False,1034,1034301,prefabId,1034301,Assets/Download/SkillPrefabsAndRes/1034/1034301.prefab,True,俾斯麦绝技1,True,334,download/skillprefabsandres/1034.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1034/bd/1034hp.prefab,event:/BattleSE/1034301|event:/DUBVOICE/DUBVOICE_1034_EXSKILL1,Assets/Download/SkillPrefabsAndRes/1034/1034SP.mp4,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
our,,1034,50874,1,1034301,True,False,1034,1034301,fastPrefabId,1034351,Assets/Download/SkillPrefabsAndRes/1034/1034351.prefab,True,俾斯麦(快速)绝技1,True,338,download/skillprefabsandres/1034.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/yellospeedline/yellospeedline.prefab|Assets/Download/SkillPrefabsAndRes/1034/bd/1034SKILLBD.prefab|Assets/Download/SkillPrefabsAndRes/1034/bd/1034sbd1.prefab,event:/BattleSimple/1034351,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
our,,1034,50874,2,1034401,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
our,,1034,50874,2,1034402,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100111,-1,1,1012101,True,False,1012,1012101,prefabId,1012101,Assets/Download/SkillPrefabsAndRes/1012/1012101.prefab,True,真田幸村普攻,True,111,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012101,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100111,-1,1,1012201,True,False,1012,1012201,prefabId,1012201,Assets/Download/SkillPrefabsAndRes/1012/1012201.prefab,True,真田幸村小技能1,True,112,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz2Variant.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012201,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100111,-1,1,1012301,True,False,1012,1012301,prefabId,1012301,Assets/Download/SkillPrefabsAndRes/1012/1012301.prefab,True,真田幸村绝技1,True,114,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/BattleSE/1012301|event:/DUBVOICE/DUBVOICE_1012_EXSKILL1|event:/DUBVOICE/DUBVOICE_1012_EXSKILL2,Assets/Download/SkillPrefabsAndRes/1012/1012dh.mp4,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100111,-1,1,1012301,True,False,1012,1012301,fastPrefabId,1012351,Assets/Download/SkillPrefabsAndRes/1012/1012351.prefab,True,真田幸村(快速)绝技1,True,118,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab,event:/BattleSimple/1012351,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100111,-1,2,1012401,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100111,-1,2,1012403,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100112,-2,1,1012101,True,False,1012,1012101,prefabId,1012101,Assets/Download/SkillPrefabsAndRes/1012/1012101.prefab,True,真田幸村普攻,True,111,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012101,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100112,-2,1,1012201,True,False,1012,1012201,prefabId,1012201,Assets/Download/SkillPrefabsAndRes/1012/1012201.prefab,True,真田幸村小技能1,True,112,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz2Variant.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012201,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100112,-2,1,1012301,True,False,1012,1012301,prefabId,1012301,Assets/Download/SkillPrefabsAndRes/1012/1012301.prefab,True,真田幸村绝技1,True,114,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/BattleSE/1012301|event:/DUBVOICE/DUBVOICE_1012_EXSKILL1|event:/DUBVOICE/DUBVOICE_1012_EXSKILL2,Assets/Download/SkillPrefabsAndRes/1012/1012dh.mp4,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100112,-2,1,1012301,True,False,1012,1012301,fastPrefabId,1012351,Assets/Download/SkillPrefabsAndRes/1012/1012351.prefab,True,真田幸村(快速)绝技1,True,118,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab,event:/BattleSimple/1012351,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100112,-2,2,1012401,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100112,-2,2,1012403,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100113,-3,1,1012101,True,False,1012,1012101,prefabId,1012101,Assets/Download/SkillPrefabsAndRes/1012/1012101.prefab,True,真田幸村普攻,True,111,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012101,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100113,-3,1,1012201,True,False,1012,1012201,prefabId,1012201,Assets/Download/SkillPrefabsAndRes/1012/1012201.prefab,True,真田幸村小技能1,True,112,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz2Variant.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012201,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100113,-3,1,1012301,True,False,1012,1012301,prefabId,1012301,Assets/Download/SkillPrefabsAndRes/1012/1012301.prefab,True,真田幸村绝技1,True,114,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/BattleSE/1012301|event:/DUBVOICE/DUBVOICE_1012_EXSKILL1|event:/DUBVOICE/DUBVOICE_1012_EXSKILL2,Assets/Download/SkillPrefabsAndRes/1012/1012dh.mp4,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100113,-3,1,1012301,True,False,1012,1012301,fastPrefabId,1012351,Assets/Download/SkillPrefabsAndRes/1012/1012351.prefab,True,真田幸村(快速)绝技1,True,118,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab,event:/BattleSimple/1012351,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100113,-3,2,1012401,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,1,1100113,-3,2,1012403,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100121,-1,1,1012101,True,False,1012,1012101,prefabId,1012101,Assets/Download/SkillPrefabsAndRes/1012/1012101.prefab,True,真田幸村普攻,True,111,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012101,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
