actorId,evidenceKind,classification,source,path,line,offset,exists,size,md5,target,matches,note
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.csv,,9,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"same_filename,same_filename_different_path,filesystem,girlswar_merged_extracted/extracted/unity/clean_unityfs_slices/download/roleprefabsandres/rolebigsetpainting/1036.assetbundle,,,,,1823276,0b9b8e6d04cf4bc45046b601960ed24c,False,same filename; path must not be treated as target unless exact"
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.csv,,10,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"same_filename,same_filename_different_path,filesystem,girlswar_merged_extracted/extracted/unity/clean_unityfs_slices/download/skillprefabsandres/1036.assetbundle,,,,,341520,1dd429ec8c32f7806bd0159500681cee,False,same filename; path must not be treated as target unless exact"
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.csv,,11,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"same_filename,same_filename_different_path,filesystem,girlswar_merged_extracted/merged_content/AssetBundles/download/roleprefabsandres/rolebigsetpainting/1036.assetbundle,,,,,1825731,14114e8e96837ed386327c7cc86b8fe3,False,same filename; path must not be treated as target unless exact"
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.csv,,12,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"same_filename,same_filename_different_path,filesystem,girlswar_merged_extracted/merged_content/AssetBundles/download/skillprefabsandres/1036.assetbundle,,,,,345333,96d14a9638ea63431dfe928d5937a852,False,same filename; path must not be treated as target unless exact"
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.csv,,13,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"same_filename,same_filename_different_path,filesystem,girlswar_merged_extracted/restore_overlay/Android/data/com.girlwars.kr/files/build/download/roleprefabsandres/rolebigsetpainting/1036.assetbundle,,,,,1825731,14114e8e96837ed386327c7cc86b8fe3,False,same filename; path must not be treated as target unless exact"
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.csv,,14,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"same_filename,same_filename_different_path,filesystem,girlswar_merged_extracted/restore_overlay/Android/data/com.girlwars.kr/files/build/download/skillprefabsandres/1036.assetbundle,,,,,345333,96d14a9638ea63431dfe928d5937a852,False,same filename; path must not be treated as target unless exact"
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,2,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""name"": ""CHARACTER_1036_CDN_ACQUISITION_TRACE"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,3,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""generatedBy"": ""_restore_tools/scripts/build_character_1036_cdn_acquisition_trace.py"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,6,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""bundle"": ""download/roleprefabsandres/battleprefabandres/1036.assetbundle"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,17,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""evidence"": ""{\""index\"": \""1158\"", \""AssetBundleName\"": \""download/roleprefabsandres/battleprefabandres/1036.assetbundle\"", \""MD5\"": \""570c8238257cd8ca00a0856427d8c0ae\"", \""Size\"": \""1666251\"", \""IsFirstData\"": \""False\"", \""IsEncrypt\"": \""True\"", \""Priority\"": \""3\"", \""Category\"": \""0\"", \""Version\"": \""1.0.578\"", \""ResOffset\"": \""224\""}"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,32,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""evidence"": ""{\""index\"": \""1158\"", \""AssetBundleName\"": \""download/roleprefabsandres/battleprefabandres/1036.assetbundle\"", \""MD5\"": \""570c8238257cd8ca00a0856427d8c0ae\"", \""Size\"": \""1666251\"", \""IsFirstData\"": \""False\"", \""IsEncrypt\"": \""True\"", \""Priority\"": \""3\"", \""Category\"": \""0\"", \""Version\"": \""1.0.578\"", \""ResOffset\"": \""224\""}"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,41,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""path"": ""girlswar_merged_extracted/merged_content/AssetBundles/download/roleprefabsandres/battleprefabandres/1036.assetbundle"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,51,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""path"": ""girlswar_merged_extracted/restore_overlay/Android/data/com.girlwars.kr/files/download/roleprefabsandres/battleprefabandres/1036.assetbundle"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,61,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""path"": ""girlswar_merged_extracted/restore_overlay/Android/data/com.girlwars.kr/files/build/download/roleprefabsandres/battleprefabandres/1036.assetbundle"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,71,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""path"": ""girlswar_merged_extracted/extracted/unity/clean_unityfs_slices/download/roleprefabsandres/battleprefabandres/1036.assetbundle"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,81,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""path"": ""girlswar_merged_extracted/extracted/unity/bundles/download/roleprefabsandres/battleprefabandres/1036.assetbundle"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,91,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""path"": ""girlswar_merged_extracted/split_apks/download/roleprefabsandres/battleprefabandres/1036.assetbundle"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,101,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""path"": ""girlswar_merged_extracted/extracted/unity/clean_unityfs_slices/download/roleprefabsandres/rolebigsetpainting/1036.assetbundle"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,111,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""path"": ""girlswar_merged_extracted/extracted/unity/clean_unityfs_slices/download/skillprefabsandres/1036.assetbundle"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,121,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""path"": ""girlswar_merged_extracted/merged_content/AssetBundles/download/roleprefabsandres/rolebigsetpainting/1036.assetbundle"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,131,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""path"": ""girlswar_merged_extracted/merged_content/AssetBundles/download/skillprefabsandres/1036.assetbundle"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,141,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""path"": ""girlswar_merged_extracted/restore_overlay/Android/data/com.girlwars.kr/files/build/download/roleprefabsandres/rolebigsetpainting/1036.assetbundle"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.json,,151,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,"""path"": ""girlswar_merged_extracted/restore_overlay/Android/data/com.girlwars.kr/files/build/download/skillprefabsandres/1036.assetbundle"","
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.md,,1,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,# CHARACTER_1036_CDN_ACQUISITION_TRACE
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.md,,4,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,- Target bundle: `download/roleprefabsandres/battleprefabandres/1036.assetbundle`
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.md,,15,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,| local_exact_path | `girlswar_merged_extracted/merged_content/AssetBundles/download/roleprefabsandres/battleprefabandres/1036.assetbundle` | `False` |  | `` | missing |
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.md,,16,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,| local_exact_path | `girlswar_merged_extracted/restore_overlay/Android/data/com.girlwars.kr/files/download/roleprefabsandres/battleprefabandres/1036.assetbundle` | `False` |  | `` | missing |
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.md,,17,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,| local_exact_path | `girlswar_merged_extracted/restore_overlay/Android/data/com.girlwars.kr/files/build/download/roleprefabsandres/battleprefabandres/1036.assetbundle` | `False` |  | `` | missing |
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.md,,18,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,| local_exact_path | `girlswar_merged_extracted/extracted/unity/clean_unityfs_slices/download/roleprefabsandres/battleprefabandres/1036.assetbundle` | `False` |  | `` | missing |
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.md,,19,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,| local_exact_path | `girlswar_merged_extracted/extracted/unity/bundles/download/roleprefabsandres/battleprefabandres/1036.assetbundle` | `False` |  | `` | missing |
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.md,,20,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,| local_exact_path | `girlswar_merged_extracted/split_apks/download/roleprefabsandres/battleprefabandres/1036.assetbundle` | `False` |  | `` | missing |
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.md,,21,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,| same_filename | `girlswar_merged_extracted/extracted/unity/clean_unityfs_slices/download/roleprefabsandres/rolebigsetpainting/1036.assetbundle` | `False` | 1823276 | `0b9b8e6d04cf4bc45046b601960ed24c` | same filename; path must not be treated as target unless exact |
1036,report_or_context_hit,source_context,reports/characters/CHARACTER_1036_CDN_ACQUISITION_TRACE.md,,22,,,,,1036|1036|1036|Assets/Download/RolePrefabsAndRes/BattlePrefabAndRes/1036/Hero_1036.prefab,,| same_filename | `girlswar_merged_extracted/extracted/unity/clean_unityfs_slices/download/skillprefabsandres/1036.assetbundle` | `False` | 341520 | `1dd429ec8c32f7806bd0159500681cee` | same filename; path must not be treated as target unless exact |
1036,weak_skill_model_candidate,context_only_not_actor_alias,reports/battle/BATTLE_LOCAL_PLAYABLE_PAYLOAD_MANIFEST_SPEEDLINE_RESOLVED.json,1036,,,,,,1036,,"owner skill rows reference these skill/model bundles, but this is not an authoritative actor mapping"
1036,restoredata_binary_string_hit,exact_expected_bundle_binary_hit,girlswar_merged_extracted/extracted/decoded_gzip_bytes/AssetInfo.bytes.gunzipped,,,12956840,,,,download/roleprefabsandres/battleprefabandres/1036.assetbundle,,binary/local RestoreData-style string hit; context only unless exact bundle path
1036,restoredata_binary_string_hit,exact_expected_bundle_binary_hit,girlswar_merged_extracted/merged_content/AssetBundles/CDNVersionFile.bytes,,,758964,,,,download/roleprefabsandres/battleprefabandres/1036.assetbundle,,binary/local RestoreData-style string hit; context only unless exact bundle path
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_COMMON_SPEEDLINE_AFFECTED_SKILL_ROWS.csv,,13,,,,,1100112,,"enemy,1,1100112,-2,1012201,prefabId,1012201,download/skillprefabsandres/1012.assetbundle,data_only_missing_actor,unresolved_enemy_payload_instance,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,download/commonprefabsandres/skilleffect/commonskillprefabsandres1.assetbundle,,data_only_missing_actor,actor remains unresolved_enemy_payload_instance: payload enemy id has no authoritative DTMonster_* row or alias in local evidence"
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_COMMON_SPEEDLINE_AFFECTED_SKILL_ROWS.csv,,14,,,,,1100112,,"enemy,1,1100112,-2,1012301,prefabId,1012301,download/skillprefabsandres/1012.assetbundle,data_only_missing_actor,unresolved_enemy_payload_instance,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,download/commonprefabsandres/skilleffect/commonskillprefabsandres1.assetbundle,,data_only_missing_actor,actor remains unresolved_enemy_payload_instance: payload enemy id has no authoritative DTMonster_* row or alias in local evidence"
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_COMMON_SPEEDLINE_AFFECTED_SKILL_ROWS.csv,,15,,,,,1100112,,"enemy,1,1100112,-2,1012301,fastPrefabId,1012351,download/skillprefabsandres/1012.assetbundle,data_only_missing_actor,unresolved_enemy_payload_instance,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,download/commonprefabsandres/skilleffect/commonskillprefabsandres1.assetbundle,,data_only_missing_actor,actor remains unresolved_enemy_payload_instance: payload enemy id has no authoritative DTMonster_* row or alias in local evidence"
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_COMMON_SPEEDLINE_BUNDLE_DEEP_TRACE_RESULT.json,,276,,,,,1100112,,"""ownerHeroDid"": ""1100112"","
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_COMMON_SPEEDLINE_BUNDLE_DEEP_TRACE_RESULT.json,,293,,,,,1100112,,"""ownerHeroDid"": ""1100112"","
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_COMMON_SPEEDLINE_BUNDLE_DEEP_TRACE_RESULT.json,,310,,,,,1100112,,"""ownerHeroDid"": ""1100112"","
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_COMMON_SPEEDLINE_BUNDLE_DEEP_TRACE_RESULT.json,,1167,,,,,1100112,,"""matchedText"": ""skill,data_only_missing_actor,enemy,1,,,,1100112,-2,1012201,1,prefabId,1012201,download/skillprefabsandres/1012.assetbundle,True,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,\""timeline resolves, but owner actor is unresolved_enemy_payload_instance\"",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks"""
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_COMMON_SPEEDLINE_BUNDLE_DEEP_TRACE_RESULT.json,,1172,,,,,1100112,,"""matchedText"": ""skill,data_only_missing_actor,enemy,1,,,,1100112,-2,1012301,1,prefabId,1012301,download/skillprefabsandres/1012.assetbundle,True,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,\""timeline resolves, but owner actor is unresolved_enemy_payload_instance\"",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks"""
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_COMMON_SPEEDLINE_BUNDLE_DEEP_TRACE_RESULT.json,,1177,,,,,1100112,,"""matchedText"": ""skill,data_only_missing_actor,enemy,1,,,,1100112,-2,1012301,1,fastPrefabId,1012351,download/skillprefabsandres/1012.assetbundle,True,download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle,\""timeline resolves, but owner actor is unresolved_enemy_payload_instance\"",GIRLSWAR_CHARACTER_ROSTER.json skills + resource dependency checks"""
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_COMMON_SPEEDLINE_BUNDLE_DEEP_TRACE_RESULT.json,,1703,,,,,1100112,,"""enemy 1100112/1100113/1100121/1100122/1100123/1100131/1100132/1100133 remain not_resolved_from_local_evidence"""
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_COMMON_SPEEDLINE_BUNDLE_DEEP_TRACE_RESULT.md,,49,,,,,1100112,,| enemy | 1 | 1100112 | 1012201 | 1012201 | `data_only_missing_actor` | `data_only_missing_actor` | `download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle` | actor remains unresolved_enemy_payload_instance: payload enemy id has no authoritative DTMonster_* row or alias in local evidence |
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_COMMON_SPEEDLINE_BUNDLE_DEEP_TRACE_RESULT.md,,50,,,,,1100112,,| enemy | 1 | 1100112 | 1012301 | 1012301 | `data_only_missing_actor` | `data_only_missing_actor` | `download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle` | actor remains unresolved_enemy_payload_instance: payload enemy id has no authoritative DTMonster_* row or alias in local evidence |
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_COMMON_SPEEDLINE_BUNDLE_DEEP_TRACE_RESULT.md,,51,,,,,1100112,,| enemy | 1 | 1100112 | 1012301 | 1012351 | `data_only_missing_actor` | `data_only_missing_actor` | `download/commonprefabsandres/skilleffect/commonskillprefabsandres1/redspeedline.assetbundle` | actor remains unresolved_enemy_payload_instance: payload enemy id has no authoritative DTMonster_* row or alias in local evidence |
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_RESOURCE_GAP_DEEP_TRACE.json,,117,,,,,1100112,,"""payloadHeroDid"": 1100112,"
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_RESOURCE_GAP_DEEP_TRACE.md,,25,,,,,1100112,,| 1 | 2 | 1100112 | True |  | still_unresolved_payload_instance_id |
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_RESOURCE_GAP_DEEP_TRACE_ENEMY_ALIAS.csv,,3,,,,,1100112,,"1,2,1100112,-2,""[1012101, 1012201, 1012301, 1012401, 1012403]"",True,,,still_unresolved_payload_instance_id,No code evidence found that aliases this payload heroDid to DTMapsWave.monsterLists; normal campaign generator uses monsterLists value directly as heroDid."
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_UNRESOLVED_ENEMY_PAYLOAD_INSTANCE_DEEP_TRACE_RESULT.csv,,3,,,,,1100112,,"1100112,1,2,final_status,not_resolved_from_local_evidence,unresolved_enemy_payload_instance,,,,,,,,,,,no_change_existing_actor_unresolved,,No direct DTMonster*/DTmodel actor chain was found for this payload id."
1100112,report_or_context_hit,source_context,reports/characters/CHARACTER_UNRESOLVED_ENEMY_PAYLOAD_INSTANCE_DEEP_TRACE_RESULT.csv,,13,,,,,1100112,,"1100112,,,direct_monster_actor_chain_absent,not_resolved_from_local_evidence,,""DTMonsterEntity, DTMonster_FEntity, DTMonster_GEntity, DTMonster_HEntity, DTMonster_KEntity, DTMonster_OEntity"",,,,,,,,,,,,searched all decoded non-Attr DTMonster*Entity tables with modelID fields"
