source_kind,source_path,line_or_range,class_or_file,symbol,evidence_type,detail,token_or_address,interpretation,decision,binding_root,candidate_probe_state
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,88,YouYou.UISpineCtr,ClearTracks,method,public void ClearTracks(),"[Token(Token = ""0x60038EA"")] [Address(RVA = ""0xDD89E4"", Offset = ""0xDD89E4"", VA = ""0xDD89E4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,94,YouYou.UISpineCtr,ClearComplete,method,public void ClearComplete(),"[Token(Token = ""0x60038EB"")] [Address(RVA = ""0xDD8AC8"", Offset = ""0xDD8AC8"", VA = ""0xDD8AC8"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,100,YouYou.UISpineCtr,PlayAnimation,method,"public void PlayAnimation(int trackIndex, string animName, bool loop, [Optional] LuaFunction func, [Optional] LuaFunction eventFunc)","[Token(Token = ""0x60038EC"")] [Address(RVA = ""0xDD8D70"", Offset = ""0xDD8D70"", VA = ""0xDD8D70"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,106,YouYou.UISpineCtr,AddAnimation,method,"public void AddAnimation(int trackIndex, string animationName, bool loop, float delay)","[Token(Token = ""0x60038ED"")] [Address(RVA = ""0xDD9044"", Offset = ""0xDD9044"", VA = ""0xDD9044"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,112,YouYou.UISpineCtr,PlayAnimation2,method,"public void PlayAnimation2(int trackIndex, string animName, bool loop, [Optional] Action<string> func)","[Token(Token = ""0x60038EE"")] [Address(RVA = ""0xDD9188"", Offset = ""0xDD9188"", VA = ""0xDD9188"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,118,YouYou.UISpineCtr,StopAnimation,method,"public void StopAnimation(int trackIndex, float mixDuration)","[Token(Token = ""0x60038EF"")] [Address(RVA = ""0xDD93E0"", Offset = ""0xDD93E0"", VA = ""0xDD93E0"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,124,YouYou.UISpineCtr,SetAlpha,method,"public void SetAlpha(float value, float time)","[Token(Token = ""0x60038F0"")] [Address(RVA = ""0xDD8B8C"", Offset = ""0xDD8B8C"", VA = ""0xDD8B8C"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,130,YouYou.UISpineCtr,SetOpacity,method,public void SetOpacity(float opacity),"[Token(Token = ""0x60038F1"")] [Address(RVA = ""0xDD9560"", Offset = ""0xDD9560"", VA = ""0xDD9560"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,136,YouYou.UISpineCtr,GetCurrentName,method,public string GetCurrentName(int trackIndex),"[Token(Token = ""0x60038F2"")] [Address(RVA = ""0xDD967C"", Offset = ""0xDD967C"", VA = ""0xDD967C"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,143,YouYou.UISpineCtr,SetAnimSkipDelta,method,"public void SetAnimSkipDelta(float delta, int trackIndex)","[Token(Token = ""0x60038F3"")] [Address(RVA = ""0xDD979C"", Offset = ""0xDD979C"", VA = ""0xDD979C"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,149,YouYou.UISpineCtr,SetSkipByPass,method,public void SetSkipByPass(bool isSkip),"[Token(Token = ""0x60038F4"")] [Address(RVA = ""0xDD98D4"", Offset = ""0xDD98D4"", VA = ""0xDD98D4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,155,YouYou.UISpineCtr,OnDestroy,method,private void OnDestroy(),"[Token(Token = ""0x60038F5"")] [Address(RVA = ""0xDD99A4"", Offset = ""0xDD99A4"", VA = ""0xDD99A4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,161,YouYou.UISpineCtr,UISpineCtr,method,public UISpineCtr(),"[Token(Token = ""0x60038F6"")] [Address(RVA = ""0xDD9AD0"", Offset = ""0xDD9AD0"", VA = ""0xDD9AD0"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,168,YouYou.UISpineCtr,<PlayAnimation>b__12_0,method,private void <PlayAnimation>b__12_0(TrackEntry entry),"[Token(Token = ""0x60038F7"")] [Address(RVA = ""0xDD9AD8"", Offset = ""0xDD9AD8"", VA = ""0xDD9AD8"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,175,YouYou.UISpineCtr,<PlayAnimation>b__12_1,method,"private void <PlayAnimation>b__12_1(TrackEntry entry, Spine.Event e)","[Token(Token = ""0x60038F8"")] [Address(RVA = ""0xDD9BC4"", Offset = ""0xDD9BC4"", VA = ""0xDD9BC4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,182,YouYou.UISpineCtr,<PlayAnimation2>b__14_0,method,private void <PlayAnimation2>b__14_0(TrackEntry entry),"[Token(Token = ""0x60038F9"")] [Address(RVA = ""0xDD9CF4"", Offset = ""0xDD9CF4"", VA = ""0xDD9CF4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,11,XLua.CSObjectWrap.YouYouUISpineCtrWrap,__Register,method,public static void __Register(IntPtr L),"[Token(Token = ""0x6001CB3"")] [Address(RVA = ""0x1A21BAC"", Offset = ""0x1A21BAC"", VA = ""0x1A21BAC"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,18,XLua.CSObjectWrap.YouYouUISpineCtrWrap,__CreateInstance,method,private static int __CreateInstance(IntPtr L),"[Token(Token = ""0x6001CB4"")] [Address(RVA = ""0x1A1F6D0"", Offset = ""0x1A1F6D0"", VA = ""0x1A1F6D0"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,26,XLua.CSObjectWrap.YouYouUISpineCtrWrap,_m_SetTimeScale,method,private static int _m_SetTimeScale(IntPtr L),"[Token(Token = ""0x6001CB5"")] [Address(RVA = ""0x1A1F8C8"", Offset = ""0x1A1F8C8"", VA = ""0x1A1F8C8"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,34,XLua.CSObjectWrap.YouYouUISpineCtrWrap,_m_SetToSetupPose,method,private static int _m_SetToSetupPose(IntPtr L),"[Token(Token = ""0x6001CB6"")] [Address(RVA = ""0x1A1FAD8"", Offset = ""0x1A1FAD8"", VA = ""0x1A1FAD8"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,42,XLua.CSObjectWrap.YouYouUISpineCtrWrap,_m_ClearTracks,method,private static int _m_ClearTracks(IntPtr L),"[Token(Token = ""0x6001CB7"")] [Address(RVA = ""0x1A1FCC0"", Offset = ""0x1A1FCC0"", VA = ""0x1A1FCC0"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,50,XLua.CSObjectWrap.YouYouUISpineCtrWrap,_m_ClearComplete,method,private static int _m_ClearComplete(IntPtr L),"[Token(Token = ""0x6001CB8"")] [Address(RVA = ""0x1A1FEA8"", Offset = ""0x1A1FEA8"", VA = ""0x1A1FEA8"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,58,XLua.CSObjectWrap.YouYouUISpineCtrWrap,_m_PlayAnimation,method,private static int _m_PlayAnimation(IntPtr L),"[Token(Token = ""0x6001CB9"")] [Address(RVA = ""0x1A20090"", Offset = ""0x1A20090"", VA = ""0x1A20090"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,66,XLua.CSObjectWrap.YouYouUISpineCtrWrap,_m_AddAnimation,method,private static int _m_AddAnimation(IntPtr L),"[Token(Token = ""0x6001CBA"")] [Address(RVA = ""0x1A207F4"", Offset = ""0x1A207F4"", VA = ""0x1A207F4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,74,XLua.CSObjectWrap.YouYouUISpineCtrWrap,_m_PlayAnimation2,method,private static int _m_PlayAnimation2(IntPtr L),"[Token(Token = ""0x6001CBB"")] [Address(RVA = ""0x1A20A68"", Offset = ""0x1A20A68"", VA = ""0x1A20A68"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,82,XLua.CSObjectWrap.YouYouUISpineCtrWrap,_m_StopAnimation,method,private static int _m_StopAnimation(IntPtr L),"[Token(Token = ""0x6001CBC"")] [Address(RVA = ""0x1A20EB4"", Offset = ""0x1A20EB4"", VA = ""0x1A20EB4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,90,XLua.CSObjectWrap.YouYouUISpineCtrWrap,_m_SetAlpha,method,private static int _m_SetAlpha(IntPtr L),"[Token(Token = ""0x6001CBD"")] [Address(RVA = ""0x1A210E0"", Offset = ""0x1A210E0"", VA = ""0x1A210E0"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,98,XLua.CSObjectWrap.YouYouUISpineCtrWrap,_m_SetOpacity,method,private static int _m_SetOpacity(IntPtr L),"[Token(Token = ""0x6001CBE"")] [Address(RVA = ""0x1A21320"", Offset = ""0x1A21320"", VA = ""0x1A21320"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,106,XLua.CSObjectWrap.YouYouUISpineCtrWrap,_m_GetCurrentName,method,private static int _m_GetCurrentName(IntPtr L),"[Token(Token = ""0x6001CBF"")] [Address(RVA = ""0x1A21530"", Offset = ""0x1A21530"", VA = ""0x1A21530"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,114,XLua.CSObjectWrap.YouYouUISpineCtrWrap,_m_SetAnimSkipDelta,method,private static int _m_SetAnimSkipDelta(IntPtr L),"[Token(Token = ""0x6001CC0"")] [Address(RVA = ""0x1A2175C"", Offset = ""0x1A2175C"", VA = ""0x1A2175C"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,122,XLua.CSObjectWrap.YouYouUISpineCtrWrap,_m_SetSkipByPass,method,private static int _m_SetSkipByPass(IntPtr L),"[Token(Token = ""0x6001CC1"")] [Address(RVA = ""0x1A2199C"", Offset = ""0x1A2199C"", VA = ""0x1A2199C"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,129,XLua.CSObjectWrap.YouYouUISpineCtrWrap,YouYouUISpineCtrWrap,method,public YouYouUISpineCtrWrap(),"[Token(Token = ""0x6001CC2"")] [Address(RVA = ""0x1A22218"", Offset = ""0x1A22218"", VA = ""0x1A22218"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll,,
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock,sp_mainpage,spine_binding,group=spine; com_type=3; objPathId=3835362230345717257; gameObjectId=3835362230345717257; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock,sp_camp,spine_binding,group=spine; com_type=3; objPathId=4593879884870609137; gameObjectId=4593879884870609137; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock,sp_bag,spine_binding,group=spine; com_type=3; objPathId=3425111358649296926; gameObjectId=3425111358649296926; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock,sp_expedition,spine_binding,group=spine; com_type=3; objPathId=-5242930961941176902; gameObjectId=-5242930961941176902; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock,sp_adventureInterface,spine_binding,group=spine; com_type=3; objPathId=6488046465587119062; gameObjectId=6488046465587119062; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
lua_binding_restoredata,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,,UI_Dock,sp_guild,spine_binding,group=spine; com_type=3; objPathId=5586381430955413960; gameObjectId=5586381430955413960; components=,,"Lua binds sp_* objects, then UI_Dock.initTab asks each for CS.YouYou.UISpineCtr. Component CSV shows original custom MonoBehaviour/SkeletonGraphic-related data for several source objects.",source_renderer_binding_exists_but_runtime_reconstruction_incomplete,UI_Dock,UI136=RectTransform; active=True; note=source-built UI_Dock hierarchy row; no coordinate-only patch applied
