section,fieldPath,sourceClassification,alreadyStaticallyKnown,staticallyInferableFromSerializedSource,requiresRuntimeSnapshot,forbiddenToGuess,staticValueOrEvidence,staticPatchAllowedNow,exhaustionDecision
canvasHelper,forms.UI_Dock.canvasHelpers[3].effectiveCanvasSortingOrder,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
canvasHelper,forms.UI_Dock.canvasHelpers[4].hierarchyPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
canvasHelper,forms.UI_Dock.canvasHelpers[4].m_Depth,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
canvasHelper,forms.UI_Dock.canvasHelpers[4].effectiveCanvasSortingOrder,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
canvasHelper,forms.UI_MainPage.canvasHelpers[1].hierarchyPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
canvasHelper,forms.UI_MainPage.canvasHelpers[1].m_Depth,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
canvasHelper,forms.UI_MainPage.canvasHelpers[1].effectiveCanvasSortingOrder,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
canvasHelper,forms.UI_MainPage.canvasHelpers[2].hierarchyPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
canvasHelper,forms.UI_MainPage.canvasHelpers[2].m_Depth,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
canvasHelper,forms.UI_MainPage.canvasHelpers[2].effectiveCanvasSortingOrder,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
canvasHelper,forms.UI_MainPage.canvasHelpers[3].hierarchyPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
canvasHelper,forms.UI_MainPage.canvasHelpers[3].m_Depth,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
canvasHelper,forms.UI_MainPage.canvasHelpers[3].effectiveCanvasSortingOrder,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
canvasHelper,forms.UI_MainPage.canvasHelpers[4].hierarchyPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
canvasHelper,forms.UI_MainPage.canvasHelpers[4].m_Depth,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
canvasHelper,forms.UI_MainPage.canvasHelpers[4].effectiveCanvasSortingOrder,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.zhuye_di1.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.zhuye_di1.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.zhuye_di1.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.zhuye_di1.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.zhuye_bian.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.zhuye_bian.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.zhuye_bian.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.zhuye_bian.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_middle.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_middle.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_middle.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_middle.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_middle/wanfaWorldNode.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_middle/wanfaWorldNode.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_middle/wanfaWorldNode.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_middle/wanfaWorldNode.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_middle/wanfaWorldNode/worldwanfaBtn.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_middle/wanfaWorldNode/worldwanfaBtn.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_middle/wanfaWorldNode/worldwanfaBtn.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_middle/wanfaWorldNode/worldwanfaBtn.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_1.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_1.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_1.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_1.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_2.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_2.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_2.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_2.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_3.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_3.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_3.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_3.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_4.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_4.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_4.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_4.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_5.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_5.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_5.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_5.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_6.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_6.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_6.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_6.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_7.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_7.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_7.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_7.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_8.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_8.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_8.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.right/node_act_btn/btn_act_8.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.btn_discord.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.btn_discord.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.btn_discord.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.btn_discord.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.llvChat.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.llvChat.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.llvChat.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.llvChat.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.top/profile.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.top/profile.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.top/profile.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.top/profile.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.top/currency_gold.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.top/currency_gold.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.top/currency_gold.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.top/currency_gold.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.top/currency_holy.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.top/currency_holy.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.top/currency_holy.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.top/currency_holy.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.UI_bg.fullPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.UI_bg.activeSelf,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.UI_bg.activeInHierarchy,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
guardedNodeState,guardedNodes.UI_bg.siblingIndex,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
uiBg,uiBg.image.raycastTarget,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
uiBg,uiBg.button.interactable,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
uiBg,uiBg.button.enabled,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
uiBg,uiBg.topGraphicPath,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.activitys,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.faceActivitys,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.playerInfo.level,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.playerInfo.vip,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.playerInfo.playerId,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.playerInfo.name,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.playerInfo.head,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.playerInfo.headFrame,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.playerInfo.guildId,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.redPointState.serverRedPointIds,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.redPointState.actSpecificRedPoints,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.reviewState.GameTools_IsReview,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.reviewState.GameEntry_IsReview,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.reviewState.GameEntry_IsCommittee,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.guideState.ModulesInit_GuideMgr_isGuide,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.guideState.CurrGuidEnterActId,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.timeState.serverTimeStep,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.timeState.serverMillTimeStamp,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.clientCallbackOutputs.showInMainFunc,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.clientCallbackOutputs.clientCheckIsOpen,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.clientCallbackOutputs.getActNewName,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.clientCallbackOutputs.mainPageTouchJumpId,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.localization.keys,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.resources.activitySpine,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.resources.tmpFontMaterial,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.chatState.lastChatType,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.chatState.visibleMessages,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.currencyState.gold,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
dynamicRuntime,dynamicRuntime.currencyState.holyCrystal,requires_runtime_snapshot,False,False,True,True,,False,runtime_only_no_static_value
