source_kind,source_path,line_or_range,class_or_file,symbol,evidence_type,detail,token_or_address,interpretation,decision
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,68,YouYou.YouYouUIManager,<_CloseUIForm>b__0,method,internal void <_CloseUIForm>b__0(),"[Token(Token = ""0x6003472"")] [Address(RVA = ""0x1FF4848"", Offset = ""0x1FF4848"", VA = ""0x1FF4848"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,75,YouYou.YouYouUIManager,m_ScreenPart,field,internal UIScreenPart m_ScreenPart;,"[Token(Token = ""0x40021F4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,79,YouYou.YouYouUIManager,m_UIBlur,field,internal BlurPart m_UIBlur;,"[Token(Token = ""0x40021F5"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,83,YouYou.YouYouUIManager,m_UILayer,field,internal UILayer m_UILayer;,"[Token(Token = ""0x40021F6"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,87,YouYou.YouYouUIManager,m_UIPool,field,internal UIPool m_UIPool;,"[Token(Token = ""0x40021F7"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,91,YouYou.YouYouUIManager,m_UIManager,field,private AbstractUIManager m_UIManager;,"[Token(Token = ""0x40021F8"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,95,YouYou.YouYouUIManager,m_UICloseIsSetActive,field,private bool m_UICloseIsSetActive;,"[Token(Token = ""0x40021F9"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,100,YouYou.YouYouUIManager,<UIClearInterval>k__BackingField,field,private int <UIClearInterval>k__BackingField;,"[Token(Token = ""0x40021FA"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,105,YouYou.YouYouUIManager,<UIExpire>k__BackingField,field,private int <UIExpire>k__BackingField;,"[Token(Token = ""0x40021FB"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,110,YouYou.YouYouUIManager,<UIPoolMaxCount>k__BackingField,field,private int <UIPoolMaxCount>k__BackingField;,"[Token(Token = ""0x40021FC"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,114,YouYou.YouYouUIManager,m_NextRunTime,field,private float m_NextRunTime;,"[Token(Token = ""0x40021FD"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,119,YouYou.YouYouUIManager,<blurCom>k__BackingField,field,private Transform <blurCom>k__BackingField;,"[Token(Token = ""0x40021FE"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,124,YouYou.YouYouUIManager,<BlutRtManager>k__BackingField,field,private RenderTextureManager <BlutRtManager>k__BackingField;,"[Token(Token = ""0x40021FF"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,256,YouYou.YouYouUIManager,YouYouUIManager,method,public YouYouUIManager(),"[Token(Token = ""0x600343F"")] [Address(RVA = ""0xFE15DC"", Offset = ""0xFE15DC"", VA = ""0xFE15DC"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,262,YouYou.YouYouUIManager,Init,method,public override void Init(),"[Token(Token = ""0x6003440"")] [Address(RVA = ""0xFE172C"", Offset = ""0xFE172C"", VA = ""0xFE172C"", Slot = ""4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,268,YouYou.YouYouUIManager,ChangeUIManager,method,private void ChangeUIManager(bool setActive),"[Token(Token = ""0x6003441"")] [Address(RVA = ""0xFE12A4"", Offset = ""0xFE12A4"", VA = ""0xFE12A4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,274,YouYou.YouYouUIManager,LoadBlurCanvasObj,method,public void LoadBlurCanvasObj(),"[Token(Token = ""0x6003442"")] [Address(RVA = ""0xFE1988"", Offset = ""0xFE1988"", VA = ""0xFE1988"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,280,YouYou.YouYouUIManager,StartUIBlur,method,"public void StartUIBlur(IRTFactory factory, Action finish)","[Token(Token = ""0x6003443"")] [Address(RVA = ""0xFE19E8"", Offset = ""0xFE19E8"", VA = ""0xFE19E8"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,286,YouYou.YouYouUIManager,ClearFocus,method,public void ClearFocus(),"[Token(Token = ""0x6003444"")] [Address(RVA = ""0xFE1A6C"", Offset = ""0xFE1A6C"", VA = ""0xFE1A6C"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,292,YouYou.YouYouUIManager,FocusAndBlurUnder,method,public void FocusAndBlurUnder(UIFormBase form),"[Token(Token = ""0x6003445"")] [Address(RVA = ""0xFE1ACC"", Offset = ""0xFE1ACC"", VA = ""0xFE1ACC"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,298,YouYou.YouYouUIManager,GetUIGroup,method,public UIGroup GetUIGroup(byte id),"[Token(Token = ""0x6003446"")] [Address(RVA = ""0xFE1B38"", Offset = ""0xFE1B38"", VA = ""0xFE1B38"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,305,YouYou.YouYouUIManager,SetSortingOrder,method,"public void SetSortingOrder(UIFormBase formBase, bool isAdd)","[Token(Token = ""0x6003447"")] [Address(RVA = ""0xFE1BA4"", Offset = ""0xFE1BA4"", VA = ""0xFE1BA4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,311,YouYou.YouYouUIManager,GetUIScale,method,public float GetUIScale(),"[Token(Token = ""0x6003448"")] [Address(RVA = ""0xFE1C28"", Offset = ""0xFE1C28"", VA = ""0xFE1C28"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,318,YouYou.YouYouUIManager,GetAdjustOGSizeRate,method,public float GetAdjustOGSizeRate(),"[Token(Token = ""0x6003449"")] [Address(RVA = ""0xFE1C88"", Offset = ""0xFE1C88"", VA = ""0xFE1C88"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,325,YouYou.YouYouUIManager,CalcAdjustOGSizeRate,method,public float CalcAdjustOGSizeRate(),"[Token(Token = ""0x600344A"")] [Address(RVA = ""0xFE1CE8"", Offset = ""0xFE1CE8"", VA = ""0xFE1CE8"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,332,YouYou.YouYouUIManager,GetMinRatio,method,public float GetMinRatio(),"[Token(Token = ""0x600344B"")] [Address(RVA = ""0xFE1D48"", Offset = ""0xFE1D48"", VA = ""0xFE1D48"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,339,YouYou.YouYouUIManager,GetMaxRatio,method,public float GetMaxRatio(),"[Token(Token = ""0x600344C"")] [Address(RVA = ""0xFE1DA8"", Offset = ""0xFE1DA8"", VA = ""0xFE1DA8"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,346,YouYou.YouYouUIManager,LoadingFormCanvasScaler,method,public void LoadingFormCanvasScaler(),"[Token(Token = ""0x600344D"")] [Address(RVA = ""0xFE1E08"", Offset = ""0xFE1E08"", VA = ""0xFE1E08"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,352,YouYou.YouYouUIManager,FullFormCanvasScaler,method,public void FullFormCanvasScaler(),"[Token(Token = ""0x600344E"")] [Address(RVA = ""0xFE1E68"", Offset = ""0xFE1E68"", VA = ""0xFE1E68"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,358,YouYou.YouYouUIManager,NormalFormCanvasScaler,method,public void NormalFormCanvasScaler(),"[Token(Token = ""0x600344F"")] [Address(RVA = ""0xFE1EC8"", Offset = ""0xFE1EC8"", VA = ""0xFE1EC8"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,364,YouYou.YouYouUIManager,AdjustVideoContentSize,method,public void AdjustVideoContentSize(),"[Token(Token = ""0x6003450"")] [Address(RVA = ""0xFE1F28"", Offset = ""0xFE1F28"", VA = ""0xFE1F28"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,370,YouYou.YouYouUIManager,AdjustSafeArea,method,public void AdjustSafeArea(),"[Token(Token = ""0x6003451"")] [Address(RVA = ""0xFE1F88"", Offset = ""0xFE1F88"", VA = ""0xFE1F88"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,376,YouYou.YouYouUIManager,GetDangerLeftAndRight,method,public Vector2 GetDangerLeftAndRight(),"[Token(Token = ""0x6003452"")] [Address(RVA = ""0xFE1FE8"", Offset = ""0xFE1FE8"", VA = ""0xFE1FE8"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,383,YouYou.YouYouUIManager,Dequeue,method,public UIFormBase Dequeue(int uiformId),"[Token(Token = ""0x6003453"")] [Address(RVA = ""0xFE2048"", Offset = ""0xFE2048"", VA = ""0xFE2048"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,390,YouYou.YouYouUIManager,Enqueue,method,public void Enqueue(UIFormBase form),"[Token(Token = ""0x6003454"")] [Address(RVA = ""0xFE20B4"", Offset = ""0xFE20B4"", VA = ""0xFE20B4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,396,YouYou.YouYouUIManager,OnUpdate,method,public void OnUpdate(),"[Token(Token = ""0x6003455"")] [Address(RVA = ""0xFE2120"", Offset = ""0xFE2120"", VA = ""0xFE2120"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,402,YouYou.YouYouUIManager,ClearUIPool,method,private void ClearUIPool(),"[Token(Token = ""0x6003456"")] [Address(RVA = ""0xFE2188"", Offset = ""0xFE2188"", VA = ""0xFE2188"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,408,YouYou.YouYouUIManager,CriticalClean,method,public void CriticalClean(),"[Token(Token = ""0x6003457"")] [Address(RVA = ""0xFE2220"", Offset = ""0xFE2220"", VA = ""0xFE2220"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,414,YouYou.YouYouUIManager,NormalClean,method,public void NormalClean(),"[Token(Token = ""0x6003458"")] [Address(RVA = ""0xFE2280"", Offset = ""0xFE2280"", VA = ""0xFE2280"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,420,YouYou.YouYouUIManager,CloseAllUI,method,public void CloseAllUI(),"[Token(Token = ""0x6003459"")] [Address(RVA = ""0xFE22E0"", Offset = ""0xFE22E0"", VA = ""0xFE22E0"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,426,YouYou.YouYouUIManager,Dispose,method,public void Dispose(),"[Token(Token = ""0x600345A"")] [Address(RVA = ""0xFE2360"", Offset = ""0xFE2360"", VA = ""0xFE2360"", Slot = ""5"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,432,YouYou.YouYouUIManager,Clean,method,public void Clean(),"[Token(Token = ""0x600345B"")] [Address(RVA = ""0xFE23B4"", Offset = ""0xFE23B4"", VA = ""0xFE23B4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,438,YouYou.YouYouUIManager,GetFunExtName,method,public string GetFunExtName(string baseAbName),"[Token(Token = ""0x600345C"")] [Address(RVA = ""0xFE2444"", Offset = ""0xFE2444"", VA = ""0xFE2444"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,445,YouYou.YouYouUIManager,OpenDialogFormBySysCode,method,"public void OpenDialogFormBySysCode(int sysCode, DialogFormType dialogFormType = DialogFormType.Normal, [Optional] BaseAction onConfirm, [Optional] BaseAction onCancel)","[Token(Token = ""0x600345D"")] [Address(RVA = ""0xFE27EC"", Offset = ""0xFE27EC"", VA = ""0xFE27EC"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,451,YouYou.YouYouUIManager,OpenDialogForm,method,"public void OpenDialogForm(DialogFormType dialogFormType, string content, [Optional] string title, [Optional] BaseAction onConfirm, [Optional] BaseAction onCancel)","[Token(Token = ""0x600345E"")] [Address(RVA = ""0xFE2938"", Offset = ""0xFE2938"", VA = ""0xFE2938"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,457,YouYou.YouYouUIManager,ShowUI,method,public void ShowUI(UIFormBase uiFormBase),"[Token(Token = ""0x600345F"")] [Address(RVA = ""0xFE2BA4"", Offset = ""0xFE2BA4"", VA = ""0xFE2BA4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,463,YouYou.YouYouUIManager,ShowUIForm,method,public void ShowUIForm(int uiFormId),"[Token(Token = ""0x6003460"")] [Address(RVA = ""0xFE2C10"", Offset = ""0xFE2C10"", VA = ""0xFE2C10"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
