evidence_kind,source,prefab_root,owner_in_main_root,group,name,path_or_symbol,active_or_state,line,snippet,decision
decoded_lua,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,UI_Dock,,UI_Dock,dock_hide_show_stack,dock_hide_show_stack,runtime_open_stack_candidate,328-341,"L328:function onHideDockAndCurrUI(e) | L329:for t=i.first,i.last do | L330:local t=i[t] | L331:if e then | L332:GameEntry.UI:HideUIForm(t) | L333:else | L334:GameEntry.UI:ShowUIForm(t) | L335:end | L336:end | L337:if e then | L338:GameEntry.UI:HideUIForm(UIFormId.UI_Dock) | L339:else | L340:GameEntry.UI:ShowUIForm(UIFormId.UI_Dock) | L341:end",OnHideDockAndCurrUI hides/shows UI_Dock with current UI stack
decoded_lua,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,UI_Dock,,UI_Dock,dock_animator_hide_show,dock_animator_hide_show,runtime_open_stack_candidate,575-580,"L575:function onDockShowHide(e) | L576:if e then | L577:LuaUtils.AnimtorPlay(UI_Dock,""UI_Dock_out"",0,0) | L578:else | L579:LuaUtils.AnimtorPlay(UI_Dock,""UI_Dock_in"",0,0) | L580:end",OnDockShowHide plays UI_Dock_out/UI_Dock_in
decoded_lua,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-4615102950863731052_UI_Dock_security_xor_raw.lua,UI_Dock,,UI_Dock,dock_gray_state,dock_gray_state,runtime_open_stack_candidate,640-658,"L640:function SetAllGrayByTime() | L641:end | L642:function SetAllGray(e) | L643:UIUtil.SetGray3(transform,e) | L644:UIUtil.SetSpineRenderGray(sp_mainpage_gray,e) | L645:UIUtil.SetSpineRenderGray(sp_camp_gray,e) | L646:UIUtil.SetSpineRenderGray(sp_bag_gray,e) | L647:UIUtil.SetSpineRenderGray(sp_expedition_gray,e) | L648:UIUtil.SetSpineRenderGray(sp_adventureInterface_gray,e) | L649:UIUtil.SetSpineRenderGray(sp_guild_gray,e) | L650:UIUtil.SetSpineRenderGray(sp_maincity_gray,e) | L651:UIUtil.SetGray3(im_camp_red_point.transform,false) | L652:UIUtil.SetGray3(guild_rd.transform,false) | L653:UIUtil.SetGray3(adventure_qipao1.transform,false) | L654:UIUtil.SetGray3(im_city_qipaoup2.transform,false) | L655:UIUtil.SetGray3(im_city_qipaoup.transform,false) | L656:UIUtil.SetGray3(city_point.transform,false) | L657:UIUtil.SetGray3(im_fight_red.transform,false) | L658:end",UI_Dock grays dock spines/redpoints but not evidence for hiding bottom dock
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface,true,act_banner,llv_activity_pageview,act_banner/llv_activity_pageview,true,,componentType=19; object=huodong3; pathId=10190278193681344; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface,true,download,btn_download,download/btn_download,true,,componentType=4; object=btn_download; pathId=6415220684686472273; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface,true,right,btn_shangdian,right/btn_shangdian,true,,componentType=4; object=btn_shangdian; pathId=5461011047900826248; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface,true,rightbom,btnToggle1,rightbom/btnToggle1,true,,componentType=4; object=btnToggle1; pathId=1851719577261112409; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface,true,rightbom,btnToggle2,rightbom/btnToggle2,true,,componentType=4; object=btnToggle2; pathId=9213486607212062474; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface,true,rightbom,btnToggle3,rightbom/btnToggle3,true,,componentType=4; object=btnToggle3; pathId=-3668807821403088494; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface,true,rightbom,btnToggle4,rightbom/btnToggle4,true,,componentType=4; object=btnToggle4; pathId=5755718520446317497; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface,true,rightbom,btnToggle5,rightbom/btnToggle5,true,,componentType=4; object=btnToggle5; pathId=-6120225511886839045; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface,true,rightbom,btnToggle6,rightbom/btnToggle6,true,,componentType=4; object=btnToggle6; pathId=6889306149458177268; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface,true,rightbom,toogles,rightbom/toogles,false,,componentType=3; object=; pathId=3866169621397050666; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface,true,righbottom2,btnToggle7,righbottom2/btnToggle7,true,,componentType=4; object=btnToggle7; pathId=5286550420798159879; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface_old,false,right,btn_shangdian,right/btn_shangdian,false,,componentType=4; object=btn_shangdian; pathId=-7051534330084889857; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface_old,false,right,btn_youjian,right/btn_youjian,false,,componentType=4; object=btn_youjian; pathId=-2875826024654045867; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface_old,false,right,btn_haoyou,right/btn_haoyou,false,,componentType=4; object=btn_haoyou; pathId=-3808074317331425977; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface_old,false,right,btn_paihangbang,right/btn_paihangbang,false,,componentType=4; object=btn_paihangbang; pathId=1401555571866979356; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface_old,false,right,llv_activity_pageview,right/llv_activity_pageview,false,,componentType=19; object=huodong3; pathId=-4307011349993075196; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
lua_component_binding,C:\Users\godho\Downloads\girlswar\girlswar_maininterface_unity\Assets\RestoreData\reports\maininterface_lua_com_bindings.csv,UI_MainInterface_old,false,download,btn_download,download/btn_download,false,,componentType=4; object=btn_download; pathId=-5859282216914402952; lua=/Download/xLuaLogic/Modules/MainInterface/UI_MainPage.bytes,binding_only_no_patch
ui133_candidate_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_133_bottom_nav_probe.csv,UI126_oldroot_candidate,,probe_visible_or_bottom_region,UI_bg__-3280973633984018659,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/UI_bg__-3280973633984018659,active=True; button=True; interactable=True; raycast=True,,"sprite=runtime_UI_bg_noalphabg_PaintingBG_1005; text=; screen=-271.216,87.866,1951.215,632.134; decision=source_backed_bg1005_binding_already_candidate_no_raycast_patch",probe_only_no_patch
ui133_candidate_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_133_bottom_nav_probe.csv,UI126_oldroot_candidate,,probe_visible_or_bottom_region,UI_heroSpine__-2739654541028205496,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/UI_heroSpine__-2739654541028205496,active=True; button=False; interactable=False; raycast=True,,"sprite=; text=; screen=0,0,1680,720; decision=source_backed_hero_mount_probe_only_homepara_transform_unresolved",probe_only_no_patch
ui133_candidate_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_133_bottom_nav_probe.csv,UI126_oldroot_candidate,,probe_visible_or_bottom_region,UI_touchSpine__-318661959714136002,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/UI_touchSpine__-318661959714136002,active=True; button=False; interactable=False; raycast=True,,"sprite=; text=; screen=410.065,171.018,1269.935,548.982; decision=audit_row_no_patch",probe_only_no_patch
ui133_candidate_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_133_bottom_nav_probe.csv,UI126_oldroot_candidate,,probe_visible_or_bottom_region,bg_dibu__3952187160617600986,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/bg_dibu__3952187160617600986,active=True; button=False; interactable=False; raycast=False,,"sprite=; text=; screen=-813.595,87.866,2493.594,124.15; decision=audit_row_no_patch",probe_only_no_patch
ui133_candidate_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_133_bottom_nav_probe.csv,UI126_oldroot_candidate,,probe_visible_or_bottom_region,text__-335120057160315000,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/bg_dibu__3952187160617600986/text__-335120057160315000,active=True; button=False; interactable=False; raycast=False,,"sprite=; text=탭하여 계속; screen=840,90.889,840,121.127; decision=audit_row_no_patch",probe_only_no_patch
ui133_candidate_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_133_bottom_nav_probe.csv,UI126_oldroot_candidate,,probe_visible_or_bottom_region,btn_download__-5750651822583549907,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/btn_download__-5750651822583549907,active=True; button=True; interactable=True; raycast=True,,"sprite=; text=; screen=487.48,209.419,594.633,275.185; decision=audit_row_no_patch",probe_only_no_patch
ui133_candidate_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_133_bottom_nav_probe.csv,UI126_oldroot_candidate,,probe_visible_or_bottom_region,qipao__-5020015804280540570,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/btn_download__-5750651822583549907/qipao__-5020015804280540570,active=True; button=False; interactable=False; raycast=False,,"sprite=fid1_-6183891200660976944_Icon_qipai_3; text=; screen=487.48,209.419,594.633,275.185; decision=audit_row_no_patch",probe_only_no_patch
ui133_candidate_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_133_bottom_nav_probe.csv,UI126_oldroot_candidate,,probe_visible_or_bottom_region,tmp_bubble_pro__5265363052602055773__font_EPM,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/btn_download__-5750651822583549907/tmp_bubble_pro__5265363052602055773__font_EPM,active=True; button=False; interactable=False; raycast=False,,"sprite=; text=0%; screen=542.379,216.374,542.379,239.051; decision=audit_row_no_patch",probe_only_no_patch
ui133_candidate_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_133_bottom_nav_probe.csv,UI126_oldroot_candidate,,probe_visible_or_bottom_region,huodong3__-5155750984123387295,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/huodong3__-5155750984123387295,active=True; button=False; interactable=False; raycast=False,,"sprite=; text=; screen=70.112,196.719,480.204,340.346; decision=audit_row_no_patch",probe_only_no_patch
ui133_candidate_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_133_bottom_nav_probe.csv,UI126_oldroot_candidate,,probe_visible_or_bottom_region,Viewport__4633266571554794787,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/huodong3__-5155750984123387295/Viewport__4633266571554794787,active=True; button=False; interactable=False; raycast=True,,"sprite=; text=; screen=70.112,196.719,480.204,340.346; decision=audit_row_no_patch",probe_only_no_patch
ui133_candidate_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_133_bottom_nav_probe.csv,UI126_oldroot_candidate,,probe_visible_or_bottom_region,btn_huodong3__1647537258896707193,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/huodong3__-5155750984123387295/Viewport__4633266571554794787/Content__-2821957406048891241/btn_huodong3__1647537258896707193,active=True; button=False; interactable=False; raycast=True,,"sprite=; text=; screen=70.112,193.696,478.881,337.322; decision=audit_row_no_patch",probe_only_no_patch
ui133_candidate_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_133_bottom_nav_probe.csv,UI126_oldroot_candidate,,probe_visible_or_bottom_region,bg_time__-754352213292762594,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/huodong3__-5155750984123387295/Viewport__4633266571554794787/Content__-2821957406048891241/btn_huodong3__1647537258896707193/bg_time__-754352213292762594,active=True; button=False; interactable=False; raycast=False,,"sprite=fid3_605723705451505549_T_liaotianjiaobiao; text=; screen=102.523,214.484,324.766,229.602; decision=audit_row_no_patch",probe_only_no_patch
