path_id,game_object_id,name,active,father_id,father_name,sibling_index,anchored_pos,size_delta,local_scale,zero_scale,path
-8940325714194732415,-7923721367020523641,bg_jingyan,True,-2194597288458085354,,5,"-297.20001220703125,2.4000000953674316","113.0,112.0","1.0,1.0,1.0",False,UI_MainInterface_old(2475216337245998118)/left(8354406432209300530)/bg_juese(-2194597288458085354)/bg_jingyan(-8940325714194732415)
-8937506872554711845,-5370561409446635242,im_num,True,1438530466058082924,,1,"0.0,0.0","27.0,21.0","1.0,1.0,1.0",False,UI_SystemSettings(-6416344286478723216)/pop_Content(3777259328428099603)/bg_left(-8522231094460469618)/bg_ditu(-6824386696551513534)/vip(1438530466058082924)/im_num(-8937506872554711845)
-8927223249245901429,8599082713812629729,RedDot,True,4205489122990720985,,0,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/funcsBtnOpt(-957505502039124638)/im_wuyu_bg(9050291921509351437)/im_redpoint_wuyu(4205489122990720985)/RedDot(-8927223249245901429)
-8918077397217582902,2957941445581383747,txt_act_name,True,4702396179718381985,,3,"0.0,-36.0","90.0,14.010000228881836","1.0,1.0,1.0",False,UI_MainInterface_old(2475216337245998118)/right(-7547578691690053275)/node_act_btn(-2702129779362243929)/btn_act_4(4702396179718381985)/txt_act_name(-8918077397217582902)
-8905289895394031024,-7823488531960039863,glow (1),True,4509111309169101105,,0,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/faceGiftNode(2915645714390258269)/un_MainInterface_zhuanguang(5297989304639186265)/glow(4509111309169101105)/glow (1)(-8905289895394031024)
-8889300492611825671,-3899332699982458604,txt_act_name,True,6121557205818703146,,3,"0.0,-29.0","90.0,14.010000228881836","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/left_node_face_btn(1861898826191704551)/btn_face_item_2(6121557205818703146)/txt_act_name(-8889300492611825671)
-8888927653838800608,7539544116257429673,im_lover,False,5992350593342672181,,1,"0.0,0.0","150.0,150.0","0.4000000059604645,0.4000000059604645,0.4000000059604645",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/topBtnGroup(-7712490274125866640)/btn_watch(5992350593342672181)/im_lover(-8888927653838800608)
-8868008597477657724,742600904907955444,btn_act_5,True,-2702129779362243929,,4,"-200.0,-90.0","100.0,100.0","1.0,1.0,1.0",False,UI_MainInterface_old(2475216337245998118)/right(-7547578691690053275)/node_act_btn(-2702129779362243929)/btn_act_5(-8868008597477657724)
-8867955425087948189,8999786670566616508,btn_renwu,True,4819180499987017672,,2,"0.0,0.0","79.0,82.0","1.0,1.0,1.0",False,UI_MainInterface_old(2475216337245998118)/left(8354406432209300530)/node_renwu(4819180499987017672)/btn_renwu(-8867955425087948189)
-8852806248793684022,-8501376378821000551,shangdian_Btn,True,-533374888481352699,,2,"0.0,0.0","50.0,50.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/funcsBtnOpt(-957505502039124638)/im_shangdian_bg(-533374888481352699)/shangdian_Btn(-8852806248793684022)
-8849834659715749143,-8721568383851562405,Renderer8,False,3375689855543054311,,8,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/wanfaWorldNode(-3820167396480157270)/spine_xiaoren(3375689855543054311)/Renderer8(-8849834659715749143)
-8841221856868352375,4231705735427583372,text_num,True,-8505946626613546844,,0,"55.099998474121094,-0.6000000238418579","140.0,40.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/root_noticeTween(-1773520110119921932)/reward_group(4102977029504676209)/rewardItem(-8505946626613546844)/text_num(-8841221856868352375)
-8796833560067517536,-2882206062457493997,im_xuanzhong,False,7803194088454611896,,2,"0.0,0.0","200.0,200.0","1.0,1.0,1.0",False,UI_SystemSettings(-6416344286478723216)/pop_Content(3777259328428099603)/bg_left(-8522231094460469618)/head_yuan150(7803194088454611896)/im_xuanzhong(-8796833560067517536)
-8775254085364118339,-254890090666293863,Renderer1,False,3375689855543054311,,1,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/wanfaWorldNode(-3820167396480157270)/spine_xiaoren(3375689855543054311)/Renderer1(-8775254085364118339)
-8768599067056989774,1905886358081047093,Image,True,4683043547237842668,,0,"0.0,5.0","420.0,80.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_negative(4683043547237842668)/Image(-8768599067056989774)
-8760727324534218354,5716084942009330476,text_tmp_message (1),True,-3490783371578027493,,1,"0.0,0.0","157.60000610351562,68.4000015258789","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi5(4204883052151701807)/text_tmp_message(-3490783371578027493)/text_tmp_message (1)(-8760727324534218354)
-8712596909716107357,884482830378482431,im_tanhao,True,-821442751079771230,,5,"182.6999969482422,-170.6999969482422","41.0,51.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi2(-821442751079771230)/im_tanhao(-8712596909716107357)
-8686389012148632798,527008037722122544,1,True,9093177296069155701,,0,"-1.2999999523162842,0.699999988079071","100.0,100.0","70.9729995727539,70.9729995727539,70.9729995727539",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_4(7836085562230756963)/un_MainInterface_fire(2420700212528543409)/effect(9093177296069155701)/1(-8686389012148632798)
-8659454708591056193,4214168229120477893,btn_act,True,-417605672092456394,,4,"0.0,0.0","80.0,80.0","1.0,1.0,1.0",False,UI_MainInterface_old(2475216337245998118)/right(-7547578691690053275)/node_act_btn(-2702129779362243929)/btn_act_13(-417605672092456394)/btn_act(-8659454708591056193)
-8659401947720465944,-4512149706215949748,SkeletonGraphic (hongdian01),False,-8045655987306924849,,0,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/funcsBtnOpt(-957505502039124638)/im_shangdian_bg(-533374888481352699)/im_redpoint_shangdian(7061756786979239738)/RedDot(-8045655987306924849)/SkeletonGraphic (hongdian01)(-8659401947720465944)
-8645234986796405607,-4811382271842048179,SkeletonGraphic (hongdian01),False,6867391482746556376,,0,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/left_node_face_btn(1861898826191704551)/btn_face_item_7(8780490937826274486)/im_qipao1(-7881133007551108474)/RedDot(6867391482746556376)/SkeletonGraphic (hongdian01)(-8645234986796405607)
-8644893969609994203,-8900963993445214466,text_off,True,9148457326747207575,,0,"0.0,-24.0","120.0,30.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle1(4297714893639640599)/toggle_node(-935808717851147801)/btnToggle1(9148457326747207575)/text_off(-8644893969609994203)
-8573325575684930847,5042582987698722480,text_1,True,-5216941958405197112,,1,"0.0,-20.0","250.0,40.0","1.0,1.0,1.0",False,UI_ImageSet(-6262488668089833764)/pop_Content(-4834805657457863474)/p1(-1890420827167776995)/right(6349142187541381273)/bg_diban(-5216941958405197112)/text_1(-8573325575684930847)
-8570085101354337738,-1247753148101655124,text_qianghua,True,7815889407375389886,,0,"0.0,-32.0","120.0,30.0","1.0,1.0,1.0",False,UI_SystemSettings(-6416344286478723216)/pop_Content(3777259328428099603)/bottom(-7657983126192800822)/rightTopGrid(-363436099895426859)/btn_line(7815889407375389886)/text_qianghua(-8570085101354337738)
-8554707913236234618,-980218158929038711,im_bg,True,-3948317681477490579,,0,"0.0,0.0","79.0,80.0","0.8999999761581421,0.8999999761581421,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/left_node_face_btn(1861898826191704551)/btn_face_item_1(-3948317681477490579)/im_bg(-8554707913236234618)
-8548211768999764717,-4181358175899957627,RedDot,True,2752253850383221455,,0,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",False,UI_SystemSettings(-6416344286478723216)/pop_Content(3777259328428099603)/bg_left(-8522231094460469618)/bg_guanzhi(3952437621572528735)/guanzhiRedImgNode(2752253850383221455)/RedDot(-8548211768999764717)
-8534250633972333745,6092355302883134904,bg_guanzhi,True,8924767933396413025,,6,"-114.89999389648438,41.5","160.0,117.0","0.6000000238418579,0.6000000238418579,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/bg_juese(8924767933396413025)/bg_guanzhi(-8534250633972333745)
-8522249643364294079,2781895440604742240,im_fengxian3,True,7590681253076596013,,8,"0.0,-117.0","8.0,8.0","1.0,1.0,1.0",False,UI_ImageSet(-6262488668089833764)/pop_Content(-4834805657457863474)/p1(-1890420827167776995)/right(6349142187541381273)/bg_diban(7590681253076596013)/im_fengxian3(-8522249643364294079)
-8522231094460469618,3184150559611327127,bg_left,True,3777259328428099603,,1,"-378.0,26.0","293.0,296.0","1.0,1.0,1.0",False,UI_SystemSettings(-6416344286478723216)/pop_Content(3777259328428099603)/bg_left(-8522231094460469618)
-8505946626613546844,-4301918204949102680,rewardItem,False,4102977029504676209,,4,"540.0,-28.707500457763672","120.0,60.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/root_noticeTween(-1773520110119921932)/reward_group(4102977029504676209)/rewardItem(-8505946626613546844)
-8482203760845978104,8646929919529201857,bg_ditu,True,-6022165655162107944,,0,"9.0,-50.70000076293945","196.0,96.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi5(4204883052151701807)/text_tmp_message2(-6022165655162107944)/bg_ditu(-8482203760845978104)
-8449929650395926112,7407220585355954507,text_num,True,-754352213292762594,,1,"44.0,0.0","100.0,20.0","1.0,1.0,1.0",False,UI_MainInterface_old(2475216337245998118)/left(8354406432209300530)/huodong3(-5155750984123387295)/Viewport(4633266571554794787)/Content(-2821957406048891241)/btn_huodong3(1647537258896707193)/bg_time(-754352213292762594)/text_num(-8449929650395926112)
-8400302811400909138,-926212944341804861,txt_act_leftTime,True,-6331543869366284602,,6,"0.0,-52.599998474121094","110.0,14.010000228881836","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/left_node_face_btn(1861898826191704551)/btn_face_item_6(-6331543869366284602)/txt_act_leftTime(-8400302811400909138)
-8379458155913049180,1854628150928533801,im_qipao1,True,-6545293350130081106,,2,"26.0,27.299999237060547","27.0,27.0","1.0,1.0,1.0",False,UI_MainInterface_old(2475216337245998118)/right(-7547578691690053275)/node_act_btn(-2702129779362243929)/btn_act_7(-6545293350130081106)/im_qipao1(-8379458155913049180)
-8373996998636275807,-642145601148978621,text_num,False,2484198116727371576,,1,"0.0,0.0","40.0,30.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle7(7452747665149278683)/toggle_node(7794207423867286431)/im_summonpet_red_point(2484198116727371576)/text_num(-8373996998636275807)
-8367600637078486383,7420603015939627332,NewShow,True,-3521887510053148211,,0,"0.0,0.0","100.0,100.0","0.699999988079071,0.699999988079071,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_4(7836085562230756963)/im_new(-3521887510053148211)/NewShow(-8367600637078486383)
-8350103282150799403,-1401897514360478770,txt_act_leftTime,True,-2413171715124479122,,6,"0.0,-52.599998474121094","110.0,14.010000228881836","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/left_node_face_btn(1861898826191704551)/btn_face_item_5(-2413171715124479122)/txt_act_leftTime(-8350103282150799403)
-8344584597931514309,-5440318494520671684,tab_item,True,-3416026092217416707,,0,"0.0,0.0","920.0,180.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/leftbannerNode(-5279177717507701307)/showBannerDescNode(-1394984059021818146)/node_actbanner(7066971179164710645)/ScrollViewActBanner(4115011983198084924)/Viewport(-5551774702119383430)/Content(-3416026092217416707)/tab_item(-8344584597931514309)
-8342162436761471668,5843132516140373671,Renderer22,False,3122424037418622381,,22,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/wanfaWorldNode(-3820167396480157270)/fanhui_guide_shou(4770820143629459276)/spine_xiaoshou(3122424037418622381)/Renderer22(-8342162436761471668)
-8335111215806171655,8628535461175128814,im_qipao1,True,6854209893219227321,,2,"26.0,27.299999237060547","27.0,27.0","1.0,1.0,1.0",False,UI_MainInterface_old(2475216337245998118)/right(-7547578691690053275)/node_act_btn(-2702129779362243929)/btn_act_9(6854209893219227321)/im_qipao1(-8335111215806171655)
-8318423108051799291,1903940297774760768,Entry,True,-3930377403474185176,,1,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_2(-3930377403474185176)/Entry(-8318423108051799291)
-8292227396562325876,9207569953436276823,btn_xialatiao,True,5061958143284451748,,2,"51.0,-298.0","62.0,68.0","1.0,1.0,1.0",False,UI_xuanzebeijing(379602402153493775)/left(5061958143284451748)/btn_xialatiao(-8292227396562325876)
-8277019685984779094,-3408843347372057718,SkeletonGraphic (hongdian01),False,6307335397763122487,,0,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",False,UI_MainInterface_old(2475216337245998118)/right(-7547578691690053275)/node_act_btn(-2702129779362243929)/btn_act_16(-4607820658579468155)/im_qipao1(-6620943645781232429)/RedDot(6307335397763122487)/SkeletonGraphic (hongdian01)(-8277019685984779094)
-8262096575031980095,-4697279176345789174,text_name,True,7512501487789107968,,0,"0.0,0.0","36.0,40.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/liaotian(5395517689795111462)/Viewport(-5811453999897481428)/Content(-2026137088678169135)/cat(8686634755495018071)/text_youjian(7272299742053370178)/bg_name(7512501487789107968)/text_name(-8262096575031980095)
-8260675311023278518,-284385408134023052,node_wuyu,True,8354406432209300530,,7,"87.0,25.0","0.0,0.0","0.8199999928474426,0.8199999928474426,0.8199999928474426",False,UI_MainInterface_old(2475216337245998118)/left(8354406432209300530)/node_wuyu(-8260675311023278518)
-8257489951270610146,-3700952916869866608,bg_zhanli,True,-6540325579233224673,,2,"-35.0,44.0","309.0,34.0","1.0,1.0,1.0",False,UI_SystemSettings(-6416344286478723216)/pop_Content(3777259328428099603)/right(-6540325579233224673)/bg_zhanli(-8257489951270610146)
-8246999005634469339,943195869279906529,im_new,False,-3930377403474185176,,7,"56.70000076293945,45.29999923706055","27.0,27.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_2(-3930377403474185176)/im_new(-8246999005634469339)
-8231863444120917264,-1012564963046068900,im_qipao1,True,-3654042949265191491,,2,"26.0,27.299999237060547","27.0,27.0","1.0,1.0,1.0",False,UI_MainInterface_old(2475216337245998118)/right(-7547578691690053275)/node_act_btn(-2702129779362243929)/btn_act_6(-3654042949265191491)/im_qipao1(-8231863444120917264)
-8204547948481928496,9124860673088982672,bg_ditu,True,-3490783371578027493,,0,"9.0,-50.70000076293945","196.0,96.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/jiarutishi5(4204883052151701807)/text_tmp_message(-3490783371578027493)/bg_ditu(-8204547948481928496)
-8197084747081254407,-4700950276111012610,text_haoyou,True,-675339169157432991,,2,"0.0,-25.579992294311523","110.0,20.0","0.75,0.75,0.75",False,UI_MainInterface_old(2475216337245998118)/right(-7547578691690053275)/btn_haoyou(-675339169157432991)/text_haoyou(-8197084747081254407)
-8191190479474794544,-2419639228354464084,txt_act_name,True,4619865035362951332,,3,"0.0,-29.0","90.0,14.010000228881836","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/left_node_face_btn(1861898826191704551)/btn_face_item_4(4619865035362951332)/txt_act_name(-8191190479474794544)
-8188086455615052899,6491305483595389626,root_red_fix,True,-3144631647643941518,,5,"26.0,26.0","100.0,100.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_7(-3144631647643941518)/root_red_fix(-8188086455615052899)
-8175135543210688649,-6637363545916555898,btn_act,True,-1732933284312421217,,4,"0.0,0.0","80.0,80.0","1.0,1.0,1.0",False,UI_MainInterface_old(2475216337245998118)/right(-7547578691690053275)/node_act_btn(-2702129779362243929)/btn_act_17(-1732933284312421217)/btn_act(-8175135543210688649)
-8150678585087256499,-3264513120264725811,spine_root,True,-3948317681477490579,,1,"0.0,0.0","100.0,100.0","0.8999999761581421,0.8999999761581421,0.699999988079071",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/left_node_face_btn(1861898826191704551)/btn_face_item_1(-3948317681477490579)/spine_root(-8150678585087256499)
-8115060381664646458,-2568686707463358350,text_wanfaTips,False,-4064055762651516724,,3,"0.0,20.0","100.0,50.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_bottom(-4278720413118513639)/toogles(3866169621397050666)/toggle4(8371218141009531374)/toggle_node(-4064055762651516724)/text_wanfaTips(-8115060381664646458)
-8107010267508926429,2819929386589215941,Renderer17,False,3122424037418622381,,17,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/wanfaWorldNode(-3820167396480157270)/fanhui_guide_shou(4770820143629459276)/spine_xiaoshou(3122424037418622381)/Renderer17(-8107010267508926429)
-8060167901571240315,-5955704976088786855,text_num,False,-3289846988577727302,,1,"0.0,0.0","40.0,30.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/funcsBtnOpt(-957505502039124638)/im_haoyou_bg(6554577700480855780)/im_redpoint_haoyou(-3289846988577727302)/text_num(-8060167901571240315)
-8059161993249325122,5759844097521174153,spine_root,True,3640001110653546143,,1,"0.0,2.0","100.0,100.0","1.0,1.0,0.699999988079071",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_4(3640001110653546143)/spine_root(-8059161993249325122)
-8045655987306924849,-8607703013101977503,RedDot,True,7061756786979239738,,0,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/funcsBtnOpt(-957505502039124638)/im_shangdian_bg(-533374888481352699)/im_redpoint_shangdian(7061756786979239738)/RedDot(-8045655987306924849)
-8044344938310380391,-4077285588342087548,im_banner,True,6337183432698321669,,1,"0.0,0.0","232.0,104.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/leftbannerNode(-5279177717507701307)/huodong3(-6610370912035301878)/Viewport(4940853044098671873)/Content(-2208969483977481988)/btn_huodong3(6337183432698321669)/im_banner(-8044344938310380391)
-8041054903911149008,-1216848932547399852,Renderer20,False,3122424037418622381,,20,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/wanfaWorldNode(-3820167396480157270)/fanhui_guide_shou(4770820143629459276)/spine_xiaoshou(3122424037418622381)/Renderer20(-8041054903911149008)
-8038617706385057442,-6207132123824506369,img_actBannerJiantouXia,True,-1394984059021818146,,2,"889.0,-272.0","52.0,46.0","1.0,1.0,1.0",False,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/leftbannerNode(-5279177717507701307)/showBannerDescNode(-1394984059021818146)/img_actBannerJiantouXia(-8038617706385057442)
-8019710724805095615,1763924124192330798,btn_act,True,6854209893219227321,,4,"0.0,0.0","80.0,80.0","1.0,1.0,1.0",False,UI_MainInterface_old(2475216337245998118)/right(-7547578691690053275)/node_act_btn(-2702129779362243929)/btn_act_9(6854209893219227321)/btn_act(-8019710724805095615)
-8017823881762908979,-5978730824618350312,im_zuanshi,True,1979162691310507434,,0,"-69.0,1.0","100.0,100.0","0.5,0.5,0.2800000011920929",False,UI_MainInterface_old(2475216337245998118)/right(-7547578691690053275)/UI_currency(1979162691310507434)/im_zuanshi(-8017823881762908979)
