evidence_kind,source,target,path,component_types,active_state,rect_or_canvas,snippet,interpretation,patch_decision
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,festival__2202193591487586511,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/festival__2202193591487586511,CanvasRenderer|Image|RectTransform,activeSelf=True; activeInHierarchy=True,"anchored=-0.462,1; size=1119,54; scale=1.05,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,festival_1__-2098344345963038681,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/festival_1__-2098344345963038681,CanvasRenderer|Image|RectTransform,activeSelf=True; activeInHierarchy=True,"anchored=592,8.2; size=92,78; scale=0.8,0.8,1; sibling=1",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,festival_2__-4183045952924682631,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/festival_2__-4183045952924682631,CanvasRenderer|Image|RectTransform,activeSelf=True; activeInHierarchy=True,"anchored=-583,1; size=92,78; scale=0.8,0.8,1; sibling=2",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,sp_mainpage__3835362230345717257,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle1__7591293892622252672/sp_mainpage__3835362230345717257,RectTransform,activeSelf=True; activeInHierarchy=True,"anchored=0,36; size=115.001,91.999; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_on__-5891749526711796232,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle1__7591293892622252672/im_on__-5891749526711796232,Button|CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=True; activeInHierarchy=True,"anchored=0,-10; size=167,98; scale=1,1,1; sibling=1",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_on__-1911850861218050760__font_riyu,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle1__7591293892622252672/im_on__-5891749526711796232/text_on__-1911850861218050760__font_riyu,CanvasRenderer|RectTransform|TextMeshProUGUI,activeSelf=True; activeInHierarchy=True,"anchored=0,-40; size=70,30; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_off__-8260082556590129835,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle1__7591293892622252672/im_off__-8260082556590129835,Button|CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=0,-10; size=167,98; scale=1,1,1; sibling=2",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_off__6863028330797397034__font_riyu,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle1__7591293892622252672/im_off__-8260082556590129835/text_off__6863028330797397034__font_riyu,CanvasRenderer|RectTransform|TextMeshProUGUI,activeSelf=True; activeInHierarchy=False,"anchored=0,-40; size=70,30; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_qipao1__-7474895910225272508,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle1__7591293892622252672/im_qipao1__-7474895910225272508,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=40,70; size=36,33; scale=1,1,1; sibling=3",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_num__-1775151211659034019,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle1__7591293892622252672/im_qipao1__-7474895910225272508/text_num__-1775151211659034019,CanvasRenderer|RectTransform|Text,activeSelf=True; activeInHierarchy=False,"anchored=1.5,0; size=40,30; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_qipao2__5016486893132270327,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle1__7591293892622252672/im_qipao2__5016486893132270327,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=40,70; size=36,33; scale=1,1,1; sibling=4",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_num__-915070328039405379,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle1__7591293892622252672/im_qipao2__5016486893132270327/text_num__-915070328039405379,CanvasRenderer|RectTransform|Text,activeSelf=True; activeInHierarchy=False,"anchored=0,0; size=40,30; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,sp_camp__4593879884870609137,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle2__7950299754146285530/sp_camp__4593879884870609137,RectTransform,activeSelf=True; activeInHierarchy=True,"anchored=0,36; size=104.998,80.006; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_on__4968733986243935381,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle2__7950299754146285530/im_on__4968733986243935381,Button|CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=0,-10; size=167,98; scale=1,1,1; sibling=1",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_on__378974745307632259__font_riyu,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle2__7950299754146285530/im_on__4968733986243935381/text_on__378974745307632259__font_riyu,CanvasRenderer|RectTransform|TextMeshProUGUI,activeSelf=True; activeInHierarchy=False,"anchored=0,-40; size=70,30; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_off__5193622481985759590,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle2__7950299754146285530/im_off__5193622481985759590,Button|CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=True; activeInHierarchy=True,"anchored=0,-10; size=167,98; scale=1,1,1; sibling=2",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_off__-5820777284059013895__font_riyu,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle2__7950299754146285530/im_off__5193622481985759590/text_off__-5820777284059013895__font_riyu,CanvasRenderer|RectTransform|TextMeshProUGUI,activeSelf=True; activeInHierarchy=True,"anchored=0,-40; size=70,30; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_qipao1__7250120232226155695,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle2__7950299754146285530/im_qipao1__7250120232226155695,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=40,70; size=27,27; scale=1,1,1; sibling=3",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,RedDot__5298015073300720713,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle2__7950299754146285530/im_qipao1__7250120232226155695/RedDot__5298015073300720713,CanvasRenderer|Image|RectTransform,activeSelf=True; activeInHierarchy=False,"anchored=0,0; size=27,27; scale=0.8,0.8,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_num__2629351638573246126,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle2__7950299754146285530/im_qipao1__7250120232226155695/text_num__2629351638573246126,CanvasRenderer|RectTransform|Text,activeSelf=False; activeInHierarchy=False,"anchored=0,0; size=40,30; scale=1,1,1; sibling=1",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_qipao2__1377076115514586360,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle2__7950299754146285530/im_qipao2__1377076115514586360,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=40,70; size=27,27; scale=1,1,1; sibling=4",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,RedDot__-897935460353633267,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle2__7950299754146285530/im_qipao2__1377076115514586360/RedDot__-897935460353633267,CanvasRenderer|Image|RectTransform,activeSelf=True; activeInHierarchy=False,"anchored=0,0; size=27,27; scale=0.8,0.8,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_num__-1534587498467275044,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle2__7950299754146285530/im_qipao2__1377076115514586360/text_num__-1534587498467275044,CanvasRenderer|RectTransform|Text,activeSelf=False; activeInHierarchy=False,"anchored=0,0; size=40,30; scale=1,1,1; sibling=1",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_new__-2760416223835654137,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle2__7950299754146285530/im_new__-2760416223835654137,CanvasRenderer|Image|RectTransform,activeSelf=False; activeInHierarchy=False,"anchored=52.1,73.3; size=27,27; scale=1,1,1; sibling=5",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_camp_shengji__-5947067968447913142,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle2__7950299754146285530/im_camp_shengji__-5947067968447913142,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=35,62.9; size=29,46; scale=1,1,1; sibling=6",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,Tips_Green__-560719156024242135,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle2__7950299754146285530/im_camp_shengji__-5947067968447913142/Tips_Green__-560719156024242135,CanvasRenderer|Image|RectTransform,activeSelf=True; activeInHierarchy=False,"anchored=0,0; size=27,27; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
