"game_object_name","game_object_id","game_object_active","father_id","father_name","path_id","anchored_pos_x","anchored_pos_y","size_delta_x","size_delta_y","local_scale_x","local_scale_y","child_ids"
"world_node_red","9124482596096422337","True","-3820167396480157270","","3339705364331503776","-6.0","31.0","27.0","27.0","0.800000011920929","0.800000011920929","5560473991156168445"
"spine_xiaoren","-2079722989211931163","True","-3820167396480157270","","3375689855543054311","-77.9000015258789","-15.399999618530273","100.0","100.0","0.5","0.5","-5262723536132930251;-8775254085364118339;1508327614217869180;2125925537133437774;-1503782261040371452;-355882819401416448;5639075895770934085;6323850952366388260;-8849834659715749143;-7371968678179065855;5929064030841229611;-3293022825810636268;5843474588207934794;2899742923107933840;745958659157928864"
"worldwanfaBtn","2331390164297400090","True","-3820167396480157270","","3512211464843089861","-101.0","1.0","253.0","253.0","1.0","1.0","-1766545527926586392"
"text_small","3269679188853907257","True","-3820167396480157270","","4226973974425312330","-96.80000305175781","-79.4000015258789","60.0","50.0","1.0","1.0",""
"fanhui_guide_shou","-5676368654453416522","False","-3820167396480157270","","4770820143629459276","-188.0","-71.0","100.0","100.0","1.0","1.0","8881639963676581038;3122424037418622381"
"text_big","-3622256103402489428","True","-3820167396480157270","","5611221341508507661","-170.1000213623047","-74.5","70.0","60.0","1.0","1.0",""
"toggle6","8347384690259056976","True","3866169621397050666","","-5709011800109032647","0.0","0.0","100.0","100.0","1.0","1.0","-3001135698830835598"
"toggle2","9222794144104395667","True","3866169621397050666","","2061829946376332717","0.0","0.0","100.0","100.0","1.0","1.0","-5294031676519928465"
"toggle1","8809385207040108122","True","3866169621397050666","","4297714893639640599","0.0","0.0","100.0","100.0","1.0","1.0","-935808717851147801"
"toggle3","-1867978044522838470","True","3866169621397050666","","4511363853569270598","0.0","0.0","100.0","100.0","1.0","1.0","-7748643058723455256"
"toggle5","-764476881523326113","True","3866169621397050666","","4700239085922634030","0.0","0.0","100.0","100.0","1.0","1.0","-5378092167677093850"
"toggle7","3734756950388160760","True","3866169621397050666","","7452747665149278683","0.0","0.0","100.0","100.0","1.0","1.0","7794207423867286431"
"toggle4","1476849714871346806","True","3866169621397050666","","8371218141009531374","0.0","0.0","100.0","100.0","1.0","1.0","-4064055762651516724"
"wanfaBgImg","2207864959603348708","True","-3930377403474185176","","-6087085470653368835","0.0","0.0","144.0","144.0","1.0","1.0",""
"wanfaBtn","-589134538826087092","True","-3930377403474185176","","840801985878816193","0.0","0.0","130.0","130.0","1.0","1.0",""
"text_wanfaTips","2553992600669226189","False","-3930377403474185176","","2778291803801687173","-70.5999984741211","-30.0","140.0","30.0","1.0","1.0",""
"txt_act_leftTime","7417499991823863260","True","-3948317681477490579","","6300221414991411963","0.0","-52.599998474121094","110.0","14.010000228881836","1.0","1.0",""
"bg_dibu","3173998119988434307","True","4044201570421834451","","-4483933439183615557","0.0","-360.0","2500.0","48.0","1.0","1.0","36849554304307849"
"text_wanfaTips","-2568686707463358350","False","-4064055762651516724","","-8115060381664646458","0.0","20.0","100.0","50.0","1.0","1.0",""
"btnToggle4","-2636130902083778544","True","-4064055762651516724","","7180016627557478747","0.0","1.0","100.0","98.0","1.0","1.0","-4390073720717625840"
"txt_act_leftTime","-4629919051947902025","True","-4090126959701387449","","422185136127130341","0.0","-52.599998474121094","110.0","14.010000228881836","1.0","1.0",""
"toggle1","-6253869413317200457","True","4093325246576984847","","1201920377440664971","4.400000095367432","274.0","100.0","100.0","1.0","1.0","5770357393279344423;399672293170592329"
"toggle2","4903906721866366800","True","4093325246576984847","","3621980959781458762","269.7099914550781","274.0","100.0","100.0","1.0","1.0","3487709394423958495;2914472936741294771"
"bg_bottom","-7563554791991204691","True","-4278720413118513639","","-5996229397019419426","66.0","-15.0","870.0","52.0","1.0","1.0","2946336967454967190"
"toggle_node","-3474078463359365337","True","4297714893639640599","","-935808717851147801","0.0","0.0","100.0","100.0","1.0","1.0","-2859157555499053331;9148457326747207575;8470548471021436046;6501274608549537938;8913733635345463793;-500947104802621737;5058206024329366998"
"bg_dibu","-3388059317278735706","True","-4298348190692526384","","927098914879073409","0.0","-360.0","2500.0","48.0","1.0","1.0","2465654154869421088"
"p_chat_private_head","-6650442623983403701","True","-4317103581640901762","","3355289806251441275","0.0","0.0","150.0","150.0","1.0","1.0",""
"text_wanfaTips","-7903275700430146629","False","-4328360473624011333","","-2087367919362125959","0.0","0.0","100.0","50.0","1.0","1.0",""
"bg_dibu","-3806517174918951168","True","-436659164361950089","","-6130717647350482475","0.0","-360.0","2500.0","48.0","1.0","1.0","3577723247296973066"
"toggle_node","3074880293564400112","True","4511363853569270598","","-7748643058723455256","0.0","0.0","100.0","100.0","1.0","1.0","-3412927309304331197;-5731503814949141683;-947498215318078676;-7282965124216930086;7136319762775728839"
"txt_act_leftTime","5827211316784777166","True","4619865035362951332","","-3422245255219738292","0.0","-52.599998474121094","110.0","14.010000228881836","1.0","1.0",""
"toggle_node","608694059067168238","True","4700239085922634030","","-5378092167677093850","0.0","0.0","100.0","100.0","1.0","1.0","-7790852293832054063;2076358912804206005;4310580248580987200;4695885736368790137;-4334062403915638437;-4084247756989972966"
"toggles","437750164514619802","True","-4834805657457863474","","-2842509277402807583","0.0","0.0","0.0","0.0","1.0","1.0","2563066504165521427;4017630242257737312;7149174411729559689"
"toggle1","-3603768126299733460","True","4991760527043193651","","-8806501745294808914","-498.0","0.0","0.0","0.0","1.0","1.0","4341255657989072966;-2264735568091144035;746244381480862716;253400059934785538;5969690607228433084"
"toggle3","6569986002517699951","True","4991760527043193651","","-4736401653624300807","-166.0","0.0","0.0","0.0","1.0","1.0","-3110816849774650311;662521609736814156;5196495898295119934;1596151747188067786"
"toggle7","-1538799016562796707","True","4991760527043193651","","1248986861928385883","332.0","0.0","0.0","0.0","1.0","1.0","4674823173013261348;3734083509191555735;4527553582643590636;7122199784083070311;7423563274835664851;-3300390548690569933;1170879341568005324;2087978481697631285;-6928802454894184997;-8969620125235493429"
"toggle6","8934509072996073604","True","4991760527043193651","","3231425125581267076","498.0","0.0","0.0","0.0","1.0","1.0","3033203432275378293;-846336674135371322;5248537127007231995;1789274748050698496;-37314524721329987;-8792812262684834195;-1445026470377761402"
"toggle2","5973739924339636656","True","4991760527043193651","","4761223883841010995","-332.0","0.0","0.0","0.0","1.0","1.0","-7009234093381387197;8185923956634499018;2361749976802296163;3226647769504034770;602514585199800160;-8515563796243426301"
"toggle5","-941033753528279452","True","4991760527043193651","","5330864775075329376","166.0","0.0","0.0","0.0","1.0","1.0","8067714798999839745;-6230591486722110797;4050336418846410527;1099078420742294493;-602703205307972304;4253927034083721213"
"toggle4","-2903044001531546812","True","4991760527043193651","","8323302097355927964","0.0","0.0","0.0","0.0","1.0","1.0","-4922921401712801727;-410417133705147731;-4127795625206476250;287834157183625023;-6088923976060150010;-2884982479694335499;1940689361009882882;-9059126300892919177"
"wanfaBgImg","3425635656408917066","True","51920382737909704","","-2847822897649166745","0.0","0.0","144.0","144.0","1.0","1.0",""
"text_wanfaTips","6235884102698714236","False","51920382737909704","","-2209049531134370308","-70.5999984741211","-30.0","140.0","30.0","1.0","1.0",""
"wanfaBtn","6069286315854834525","True","51920382737909704","","1986840053565196790","0.0","0.0","130.0","130.0","1.0","1.0",""
"showBannerDescNode","8667543337610388200","False","-5279177717507701307","","-1394984059021818146","0.0","0.0","100.0","100.0","1.0","1.0","6008454114601965793;7066971179164710645;-8038617706385057442;7419935823710731676;-1796461879869605774"
"btnToggle2","583381016968716676","True","-5294031676519928465","","-1097301430722702355","0.37744140625","1.0","100.0","98.0","1.0","1.0","-5791008185821152093"
"bg_dibu","42789338400937017","True","-5356516731323519558","","3829759676525559068","0.0","-360.0","2500.0","48.0","1.0","1.0","-1479655093878738752"
"txt_act_leftTime","6098515086917437577","True","5371914987803865122","","-6142049429699351208","0.0","-52.599998474121094","110.0","14.010000228881836","1.0","1.0",""
"text_wanfaTips","-8221637171712529452","False","-5378092167677093850","","-4084247756989972966","0.0","20.0","100.0","50.0","1.0","1.0",""
"btnToggle5","-8911406556776068391","True","-5378092167677093850","","2076358912804206005","-6.800048828125","1.0","100.0","98.0","1.0","1.0","-6289879885470891790"
"p_chat_private","5032162724712164260","True","5395517689795111462","","2083186999486108191","-99.0","78.5","181.0","45.0","0.699999988079071","0.699999988079071","-3346789474740461942;-1074189520482543941;7259379337509231913"
"img_chat_type","3590611530720235835","True","5395517689795111462","","2191256044954615362","-99.00004577636719","129.3000030517578","230.0","81.0","0.699999988079071","0.699999988079071",""
"chatBgImg","-626135204296668423","True","5395517689795111462","","4447550639742263146","7.527599811553955","-0.41659998893737793","380.6160888671875","112.83509826660156","1.0","1.0",""
"mask","8182931624728516534","True","5568884429252053541","","-9138204023542992015","0.0","0.0","0.0","100.0","1.0","1.0","-4297991356429001013;1516559955701054074"
"UI_bg","-1457103517121630268","True","5568884429252053541","","-7723620072473078182","0.0","0.0","1680.0","720.0","1.0","1.0",""
"left","5001222786603717847","True","5568884429252053541","","-7709903567246479490","-125.0","0.0","0.0","0.0","1.0","1.0","8924767933396413025;-7712490274125866640;7328067398302382935;5395517689795111462;-4503624219808831110;1861898826191704551;-957505502039124638;-1773520110119921932;-9127774865139156643;-5279177717507701307;2915645714390258269"
"autoHelper_Root","7146817651936697072","True","5568884429252053541","","-7066683132857930382","-20.0","142.0","100.0","100.0","1.0","1.0","-1836479321085101287;-931540781044641590"
"guide_mask","723914069151155929","False","5568884429252053541","","-6050138707530382152","0.0","0.0","1680.0","720.0","1.0","1.0",""
"UI_heroSpine","6569245046781814939","True","5568884429252053541","","-5284402592931468190","0.0","0.0","0.0","0.0","1.0","1.0",""
"warn_grid","-254853779455259542","False","5568884429252053541","","-4903014397176617737","-142.0","-159.0","0.0","0.0","1.0","1.0","3221468633820208790;-7805551861858792605;8634801114761071183;-6649878441281131757"
"p_changeBgHero","1154320393282923384","False","5568884429252053541","","-2970014087872762083","0.0","0.0","100.0","100.0","1.0","1.0","6931841032010528562"
"but_mask","-312107174295067971","False","5568884429252053541","","-2490213508203975378","0.0","0.0","2336.0","405.0","1.0","1.0",""
"UI_touchSpine","-1874286104444283317","True","5568884429252053541","","718716608411067892","-61.0","-28.0","650.0","400.0","1.0","1.0",""
"btn_show","4721660477782303194","False","5568884429252053541","","1062022579683624892","0.0","0.0","0.0","0.0","1.0","1.0","6473325884107987171;2077734143091510389;-370236536748539549"
"right","9014236583741273727","True","5568884429252053541","","6922878451781464554","0.0","0.0","0.0","0.0","1.0","1.0","668535029315576181;80910812660760128;4683043547237842668;-6697018699563164382;9056630568254389742;-4278720413118513639;-5726440382078613339"
"middle","-1967199957036241082","True","5568884429252053541","","8271973229136916334","0.0","0.0","0.0","0.0","1.0","1.0","-446161932420973447;-5720071650836674782"
"bg_dibu","-5586894584856445900","False","5568884429252053541","","8482476106785833996","0.0","-360.0","2500.0","48.0","1.0","1.0","-1102434416039375705"
"toggle_node","-1716854553360757836","True","-5709011800109032647","","-3001135698830835598","0.0","0.0","100.0","100.0","1.0","1.0","6688104242213167096;5407916960501945402;4696720292628568292;-6470650067850264456;-3494718309058752930;601128525854227861;-6027442445255872850;-2252693548160757857;-3672314570509988370"
"im_stop","-6621140682834404392","True","-5750651822583549907","","4079603433747714960","0.0","9.0","57.0","54.0","1.0","1.0",""
"toggle_ui_set_30","7539449921108505585","True","5913487591523235628","","-4178992046181179666","0.0","0.0","100.0","30.0","1.0","1.0","9117594088768249022;-6032047995708216305"
"toggle_ui_set_45","1180611795968095325","True","5913487591523235628","","-3552745763455388259","0.0","0.0","100.0","30.0","1.0","1.0","1279894705440477532;1029621533046812818"
"toggle_ui_set_60","8836525258190150121","True","5913487591523235628","","7273758382973779612","0.0","0.0","100.0","30.0","1.0","1.0","4819173992180542776;-7242464971757280805"
"txt_act_leftTime","-6404015471484609493","True","6121557205818703146","","-7796047521798599412","0.0","-52.599998474121094","110.0","14.010000228881836","1.0","1.0",""
"toggle_game_quality_1","-4062846761212529533","True","6178289284231985168","","-4873654163531908653","0.0","0.0","100.0","30.0","1.0","1.0","1767064337478420390;6756376120977276201"
"toggle_game_quality_2","4157656553240421891","True","6178289284231985168","","2711493499323809156","0.0","0.0","100.0","30.0","1.0","1.0","-7765356975783128607;-7313036794447933684"
"bg_dibu","-683953908182207873","True","-6262488668089833764","","686071921057825229","0.0","-360.0","2500.0","48.0","1.0","1.0","-6359999963981644922"
"txt_act_leftTime","-926212944341804861","True","-6331543869366284602","","-8400302811400909138","0.0","-52.599998474121094","110.0","14.010000228881836","1.0","1.0",""
"im_banner","-4077285588342087548","True","6337183432698321669","","-8044344938310380391","0.0","0.0","232.0","104.0","1.0","1.0",""
"bg_dibu","4288917355254089484","True","-6416344286478723216","","-1630920073273296606","0.0","-360.0","2500.0","48.0","1.0","1.0","218098251816924148"
"right","2272314145047549185","True","-6509141362747830702","","-3243088453989950946","0.0","0.0","0.0","0.0","1.0","1.0","242355671443798336;-5775024368756591615;3388085799612927184;859836164918338300"
"middle","-2587526603675741758","True","-6509141362747830702","","4735293491137861404","0.0","0.0","0.0","0.0","1.0","1.0","-1793565729630654949"
"left","-1335105199281443716","True","-6509141362747830702","","4864513874145482285","0.0","0.0","0.0","0.0","1.0","1.0","9197987298593913703"
"img_actBanner_nun_bg","1812843400327435642","True","-6610370912035301878","","-7150359190714981616","114.9000015258789","50.79999923706055","44.0","44.0","1.0","1.0","2896142582680995963"
"text_wanfaTips","-6583767661166205574","False","66722844441448537","","-7392353942166903559","0.0","0.0","100.0","50.0","1.0","1.0",""
"bg_duihua","-7862136429521271516","False","6698872860963106400","","3306616464675970194","15.0","-34.0","510.0","35.0","1.0","1.0","1337115387009666525;-1613919018327199013"
"toggles","-1452741927733571395","False","6829782875098776486","","1984629269317899721","0.0","16.399999618530273","0.0","0.0","1.0","1.0","-4665449998188296530;-4835973230911825572"
"p_wanfa","1464304601864422611","False","6829782875098776486","","4522654051267591035","0.0","-33.79998779296875","0.0","0.0","1.0","1.0","3619342019340406236"
"node_act_btn","-1396314600109193637","True","6922878451781464554","","-6697018699563164382","-16.0","264.0","900.0","100.0","1.0","1.0","-6740709153023445455;66722844441448537;3872457781356019796;-9026556915798597321;-4328360473624011333;3640001110653546143;-1716593492458519915;-1110345661715785777;-3144631647643941518;4970418324314902215"
"foolsDollNoed","6245921904458840326","True","6922878451781464554","","-5726440382078613339","-98.0","-222.0","200.0","226.0","-1.0","1.0",""
"node_bottom","-2522233879682458525","True","6922878451781464554","","-4278720413118513639","0.0","-312.0","100.0","100.0","1.0","1.0","-5996229397019419426;-321695101024193695;-821442751079771230;-2932508688960113521;4204883052151701807;3866169621397050666"
"UI_currency","2938063278071817179","True","6922878451781464554","","80910812660760128","-98.0","338.0","157.0","31.0","1.0","1.0","7726675171170807206;-6796115180463095428;3213084086211771374"
"UI_currency","5820774728273909462","True","6922878451781464554","","668535029315576181","-296.0","338.0","157.0","31.0","1.0","1.0","-4680304242911466212;-800376319068591096;-3851376042824498869"
"node_negative","2688159499655549720","False","6922878451781464554","","4683043547237842668","-227.0","213.0","0.0","0.0","1.0","1.0","-8768599067056989774;4926019544055020750"
"node_middle","8814341121281567741","True","6922878451781464554","","9056630568254389742","-135.0","-100.0","0.0","0.0","1.0","1.0","-3820167396480157270;51920382737909704;-3930377403474185176;1745568030950951925;7836085562230756963"
"ScrollViewActBanner","-2703548772109613229","True","7066971179164710645","","4115011983198084924","14.0","-6.0","920.0","610.0","1.0","1.0","-5551774702119383430"
"text_actBanner_nun","-6385402897518220814","True","-7150359190714981616","","2896142582680995963","1.0","0.20000000298023224","40.0","25.0","1.0","1.0",""
"im_stop","5189016668551848482","True","7328067398302382935","","4074918906568360665","0.0","9.0","57.0","54.0","1.0","1.0",""
"middle","2666083457984175947","True","7409970622389811116","","-8466828004930285515","0.0","0.0","0.0","0.0","1.0","1.0","-5389576201289399819"
"toggle_node","-7246815796916652230","True","7452747665149278683","","7794207423867286431","0.0","0.0","100.0","100.0","1.0","1.0","8129461398583133499;-7696161517847213932;2484198116727371576;-3273932853782910315;-2479363539983671439"
"rightTopGrid","8960178594077352650","True","-7657983126192800822","","-363436099895426859","36.0","178.8000030517578","948.0","100.0","1.0","1.0","5741784516519247356;7815889407375389886;-5557452005662496963"
"root_taskNotice","-3211364850156125167","False","-7709903567246479490","","-9127774865139156643","343.10003662109375","-12.89996337890625","322.0","80.0","0.949999988079071","0.949999988079071","-3554275595740588331;459395314905934036;6962864708239999458;-2275930073253221663;5275839802377024791"
"topBtnGroup","3109760951436293231","True","-7709903567246479490","","-7712490274125866640","673.5999755859375","306.8999938964844","100.0","100.0","1.0","1.0","30237742168971209;430893278178040371;1698531298601110786;-984312865275581931;5992350593342672181"
"leftbannerNode","6954508561181062717","True","-7709903567246479490","","-5279177717507701307","0.0","-60.0","100.0","100.0","1.0","1.0","-1394984059021818146;-6610370912035301878;2102578508593904001"
"btn_temporary_buff","1042351082711302837","True","-7709903567246479490","","-4503624219808831110","424.5999755859375","-218.10000610351562","210.0","45.0","1.0","1.0","-5382165766749718432;5109581339416052406;3182646447603101199"
"root_noticeTween","-4466178574986409823","False","-7709903567246479490","","-1773520110119921932","306.4000244140625","-28.0","1.0","1.0","0.949999988079071","0.949999988079071","-6704173744234600315;4102977029504676209"
"funcsBtnOpt","-1915040984144323595","True","-7709903567246479490","","-957505502039124638","338.0","256.70001220703125","100.0","50.0","1.0","1.0","4898268749995599164;2971056006070026144;6554577700480855780;2778341886547378305;9050291921509351437;-533374888481352699;7845553199416412129"
"left_node_face_btn","-1498875538956856870","True","-7709903567246479490","","1861898826191704551","140.0","-166.0","660.4284057617188","91.1897964477539","0.8999999761581421","0.8999999761581421","-3948317681477490579;6121557205818703146;5371914987803865122;4619865035362951332;-2413171715124479122;-6331543869366284602;8780490937826274486"
"faceGiftNode","-7598825571058636272","True","-7709903567246479490","","2915645714390258269","210.66000366210938","-25.0","147.0","96.0","1.0","1.0","5297989304639186265;-1684397050907482222;142480766463328027;3575362382831631425;8000622557060133872;-7722328797276226509"
"liaotian","9175853281445361144","True","-7709903567246479490","","5395517689795111462","319.70001220703125","-296.79998779296875","342.0","135.0","1.0","1.0","2191256044954615362;2083186999486108191;4447550639742263146;-6403833266096978467;-524215810688394471;-5811453999897481428"
"btn_download","3530973241627263491","True","-7709903567246479490","","7328067398302382935","554.0","-300.0","81.0","87.0","1.0","1.0","2435916627736010454;-1660961734353669677;4074918906568360665;-5206898783637326912;4168734085730221935"
