model_id,homePara,home_scale,home_x,home_y,home_flip_flag,teamPara,awakePara,soulPara,paintingBg,interpretation,source
22043,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22044,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22049,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22058,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22070,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22072,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22073,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22075,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22076,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22077,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22078,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22079,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22080,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22081,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22082,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22083,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22084,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22085,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22087,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22088,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22089,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22090,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
22110,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32015,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32025,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32041,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32044,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32070,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32072,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32079,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32103,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32105,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32106,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32107,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32108,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32109,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32111,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32112,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32113,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32114,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32115,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
32116,[0.0],0.0,,,,"[1.0, 0.0, 0.0]","[0.9, 0.0, -10.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
80001,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -164.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
81001,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -166.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
81002,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -177.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
81003,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -177.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
81004,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -177.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
81005,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -177.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
81006,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -177.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
81007,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -177.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
81008,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -177.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
81009,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -177.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
81010,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -177.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
81011,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -177.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
