hierarchyPath,gameObjectName,componentType,textSample,activeInHierarchy,enabled,visible,classification,sourceReason,fontName,materialName,evidenceMaterialName,evidenceSharedMaterialPathId,evidenceBundle,bindingStatus,fontSize,raycastTarget,rect
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_15__-2893957436677342243/txt_act_name__-1268391444804669738__font_riyu","txt_act_name__-1268391444804669738__font_riyu","TextMeshProUGUI","옷장과의 약속","True","True","True","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","0:-36:90:14.01"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_16__-4607820658579468155/txt_act_name__-9038556042664949858__font_riyu","txt_act_name__-9038556042664949858__font_riyu","TextMeshProUGUI","옷장과의 약속","True","True","True","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","0:-36:90:14.01"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_17__-1732933284312421217/txt_act_name__4728063863774275666__font_riyu","txt_act_name__4728063863774275666__font_riyu","TextMeshProUGUI","옷장과의 약속","True","True","True","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","0:-36:90:14.01"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_18__6343944122542663963/txt_act_name__-1615090113317299540__font_riyu","txt_act_name__-1615090113317299540__font_riyu","TextMeshProUGUI","옷장과의 약속","True","True","True","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","0:-36:90:14.01"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_19__493921710596589694/txt_act_name__2769650476922452257__font_riyu","txt_act_name__2769650476922452257__font_riyu","TextMeshProUGUI","옷장과의 약속","True","True","True","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","0:-36:90:14.01"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_2__3285201882750613537/txt_act_name__6794027644895801678__font_riyu","txt_act_name__6794027644895801678__font_riyu","TextMeshProUGUI","옷장과의 약속","True","True","True","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","0:-36:90:14.01"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_3__-5404255600438024217/txt_act_name__4508198155941120747__font_riyu","txt_act_name__4508198155941120747__font_riyu","TextMeshProUGUI","옷장과의 약속","True","True","True","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","0:-36:90:14.01"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_4__4702396179718381985/txt_act_name__-8918077397217582902__font_riyu","txt_act_name__-8918077397217582902__font_riyu","TextMeshProUGUI","옷장과의 약속","True","True","True","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","0:-36:90:14.01"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_5__-8868008597477657724/txt_act_name__6296942880544583239__font_riyu","txt_act_name__6296942880544583239__font_riyu","TextMeshProUGUI","クローゼットの約束","True","True","True","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","0:-36:90:14.01"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_6__-3654042949265191491/txt_act_name__1725134762538767896__font_riyu","txt_act_name__1725134762538767896__font_riyu","TextMeshProUGUI","옷장과의 약속","True","True","True","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","0:-36:90:14.01"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_7__-6545293350130081106/txt_act_name__-3314141278742287080__font_riyu","txt_act_name__-3314141278742287080__font_riyu","TextMeshProUGUI","옷장과의 약속","True","True","True","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","0:-36:90:14.01"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_8__3167836818120550198/txt_act_name__-4807811758746054002__font_riyu","txt_act_name__-4807811758746054002__font_riyu","TextMeshProUGUI","옷장과의 약속","True","True","True","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","0:-36:90:14.01"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_9__6854209893219227321/txt_act_name__2778741486627111992__font_riyu","txt_act_name__2778741486627111992__font_riyu","TextMeshProUGUI","옷장과의 약속","True","True","True","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_TMP","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","GirlsWarStaticProbe_riyu_baibian_0_2_0_2_1_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","0:-36:90:14.01"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/btn_haoyou__-675339169157432991/text_haoyou__-8197084747081254407__font_riyu","text_haoyou__-8197084747081254407__font_riyu","TextMeshProUGUI","친구","True","True","True","static_source_identified","Static object-name/path token matches source TMP material evidence and is not in a dynamic/runtime or guardrail path.","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","source_backed_material_already_bound","22","False","0:-25.58:110:20"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/btn_paihangbang__-1667601919951141876/text_paihangbang__8703941146724642739__font_riyu","text_paihangbang__8703941146724642739__font_riyu","TextMeshProUGUI","순위","True","True","True","static_source_identified","Static object-name/path token matches source TMP material evidence and is not in a dynamic/runtime or guardrail path.","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","source_backed_material_already_bound","22","False","0:-32.6:110:20"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/btn_shangdian__-2638148383004042968/text_haoyou (1)__302278427489246462__font_riyu","text_haoyou (1)__302278427489246462__font_riyu","TextMeshProUGUI","상점","True","True","True","static_source_identified","Static object-name/path token matches source TMP material evidence and is not in a dynamic/runtime or guardrail path.","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","source_backed_material_already_bound","22","False","0:-32.6:110:20"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/huodong3__-5155750984123387295/Viewport__4633266571554794787/Content__-2821957406048891241/btn_huodong3__1647537258896707193/bg_time__-754352213292762594/text_time__997656216616295177","text_time__997656216616295177","UnityEngine.UI.Text","기간:","True","True","True","unknown_needs_probe","Insufficient node-level source evidence for automatic static TMP material patch.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","16","False","-30:-2:80:40"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/bg_juese__-2194597288458085354/bg_guanzhi__-8964177782053028160/text_guan_num__8964452163957540604__font_riyu","text_guan_num__8964452163957540604__font_riyu","TextMeshProUGUI","2","True","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_riyu_TMP","TMPShared_riyu_m4383744721098263825","TMPShared_riyu_m4383744721098263825","-4383744721098263825","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","28","False","1.8:12:0:15"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/bg_juese__-2194597288458085354/text_num__-3543131233577450414__font_num","text_num__-3543131233577450414__font_num","TextMeshProUGUI","Lv.199","True","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_num_TMP","TMPShared_num_5346313758352445069","TMPShared_num_5346313758352445069","5346313758352445069","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","20","False","-137.4:-48.9:0:15"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/btn_download__-5750651822583549907/tmp_bubble_pro__5265363052602055773__font_EPM","tmp_bubble_pro__5265363052602055773__font_EPM","TextMeshProUGUI","0%","True","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_EPM_TMP","TMPShared_EPM_5325321661327454409","TMPShared_EPM_5325321661327454409","5325321661327454409","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","1:-19.3:0:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/btn_haoyou__-675339169157432991/im_qipao1__2736215992399754769/text_num__-7586573657277336126","text_num__-7586573657277336126","UnityEngine.UI.Text","6","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","False","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/btn_haoyou__-675339169157432991/im_qipao2__6956463994264687021/text_num__-5356550910504281656","text_num__-5356550910504281656","UnityEngine.UI.Text","99","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","False","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/btn_youjian__-1189460423525129158/qipao__8200385986759628221/text_num__-3318219986853611263","text_num__-3318219986853611263","UnityEngine.UI.Text","1","True","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","False","23.2:29:0:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/liaotian__1445380050083804015/Viewport__-5205119580147920772/Content__4423139322027542649/avg__3593946410530986939/text_youjian__1267237218268432779__font_EPM","text_youjian__1267237218268432779__font_EPM","TextMeshProUGUI","dadfadsfadsf","True","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","20","False","0:0:330:0"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/liaotian__1445380050083804015/Viewport__-5205119580147920772/Content__4423139322027542649/avg__3593946410530986939/text_youjian__1267237218268432779__font_EPM/bg_name__7840777476049157091/text_name__2915804727661408799","text_name__2915804727661408799","UnityEngine.UI.Text","시스템","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","18","False","0:0:36:40"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/liaotian__1445380050083804015/Viewport__-5205119580147920772/Content__4423139322027542649/cat__-6784555242253848085/text_youjian__-1530525317380659494__font_EPM","text_youjian__-1530525317380659494__font_EPM","TextMeshProUGUI","","True","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","20","False","0:0:330:0"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/liaotian__1445380050083804015/Viewport__-5205119580147920772/Content__4423139322027542649/cat__-6784555242253848085/text_youjian__-1530525317380659494__font_EPM/bg_name__-6314571091489693394/text_name__4115159344901768487","text_name__4115159344901768487","UnityEngine.UI.Text","시스템","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","18","False","0:0:36:40"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/liaotian__1445380050083804015/Viewport__-5205119580147920772/Content__4423139322027542649/dog__7429319396664970060/text_youjian__1809008641336945065__font_EPM","text_youjian__1809008641336945065__font_EPM","TextMeshProUGUI","d","True","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","20","False","0:0:0:0"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/liaotian__1445380050083804015/Viewport__-5205119580147920772/Content__4423139322027542649/dog__7429319396664970060/text_youjian__1809008641336945065__font_EPM/bg_name__-4275294038850347917/text_name__-4902973507757689182","text_name__-4902973507757689182","UnityEngine.UI.Text","시스템","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","18","False","0:0:36:40"
