component_path_id,game_object_id,game_object_name,script_id,source_text_raw,display_text,enabled,raycast_target,font_asset_file_id,font_asset_path_id,font_asset_name,font_asset_bundle,font_family,font_style_name,font_material_path_id_from_font_asset,shared_material_file_id,shared_material_path_id,font_material_path_id,base_material_path_id,font_size,font_size_base,font_size_min,font_size_max,font_weight,font_style,enable_auto_sizing,horizontal_alignment,vertical_alignment,text_alignment,resolved_alignment,character_spacing,word_spacing,line_spacing,line_spacing_max,paragraph_spacing,char_width_max_adj,enable_word_wrapping,word_wrapping_ratios,overflow_mode,enable_kerning,enable_extra_padding,is_rich_text,parse_ctrl_characters,is_right_to_left,color_mode,override_html_colors,geometry_sorting_order,use_max_visible_descender,page_to_display,color_r,color_g,color_b,color_a,color_rgba,font_color_r,font_color_g,font_color_b,font_color_a,font_color_rgba,font_color32_r,font_color32_g,font_color32_b,font_color32_a,font_color32_rgba,face_color_r,face_color_g,face_color_b,face_color_a,face_color_rgba,margin_x,margin_y,margin_z,margin_w,mask_offset_x,mask_offset_y,mask_offset_z,mask_offset_w
-8409273557318605140,8136134781209646885,text_title,-5755350681981302373,이미지,이미지,1,0,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,5,-6541690290105773087,0,0,30.0,30.0,18.0,72.0,400,0,0,2,512,65535,514,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.2862745225429535,0.24313727021217346,0.20784315466880798,1.0,,,,,,4281679433,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8358797115357997715,4512528125967927824,text_youjian,-5755350681981302373,      dadfadsfadsf,      dadfadsfadsf,1,0,18,-724809986894116682,EPM,download/ui/uifont/japanese/tmp/epm.assetbundle,EPSON ?????S?V?b?N???a,Regular,-161800820888374377,19,3932716197974622303,0,0,20.0,20.0,18.0,72.0,400,0,0,1,256,65535,257,0.0,0.0,25.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.2862745225429535,0.24313727021217346,0.20784315466880798,1.0,,,,,,4281679433,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8318630676036174251,2553992600669226189,text_wanfaTips,-5755350681981302373,000,000,1,0,18,-724809986894116682,EPM,download/ui/uifont/japanese/tmp/epm.assetbundle,EPSON ?????S?V?b?N???a,Regular,-161800820888374377,23,8649783434632076371,0,0,18.0,18.0,18.0,72.0,400,0,0,2,512,65535,514,0.0,0.0,25.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.3294117748737335,0.9294118285179138,0.6627451181411743,1.0,,,,,,4289326420,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8285597675448055735,8611650040139552239,text_off,-5755350681981302373,모 험,모 험,1,0,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,5,-6541690290105773087,0,0,22.0,22.0,18.0,72.0,400,0,0,2,512,65535,514,5.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.2862745225429535,0.24313727021217346,0.20784315466880798,1.0,,,,,,4281679433,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8241999686805195154,1476419751717041805,text_tmp_message (1),-5755350681981302373,"용녀 토벌령
뜨겁게 진행 중!","용녀 토벌령
뜨겁게 진행 중!",1,0,18,-724809986894116682,EPM,download/ui/uifont/japanese/tmp/epm.assetbundle,EPSON ?????S?V?b?N???a,Regular,-161800820888374377,19,3932716197974622303,0,0,20.0,20.0,18.0,72.0,400,0,0,2,512,65535,514,5.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.38679248094558716,0.04149606078863144,0.0,1.0,,,,,,4278192995,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8139157947392758730,4082039795303117925,text_off,-5755350681981302373,동 맹,동 맹,1,0,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,5,-6541690290105773087,0,0,22.0,22.0,18.0,72.0,400,0,0,2,512,65535,514,5.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.2862745225429535,0.24313727021217346,0.20784315466880798,1.0,,,,,,4281679433,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7996790143332653384,-4284752466418043719,text_tmp_nandu_num,-5755350681981302373,"7
","7
",1,0,18,-724809986894116682,EPM,download/ui/uifont/japanese/tmp/epm.assetbundle,EPSON ?????S?V?b?N???a,Regular,-161800820888374377,19,3932716197974622303,0,0,20.0,20.0,18.0,72.0,400,0,0,2,512,65535,514,5.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.38823530077934265,0.04313725605607033,0.0,1.0,,,,,,4278192995,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7932612160430140606,7976057013547036725,text_off,-5755350681981302373,마 을,마 을,1,0,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,5,-6541690290105773087,0,0,22.0,22.0,18.0,72.0,400,0,0,2,512,65535,514,5.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.2862745225429535,0.24313727021217346,0.20784315466880798,1.0,,,,,,4281679433,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7855073822951797152,-6041248253756072020,text_level_num,-5755350681981302373,12,12,1,0,21,454391846754054610,num,download/ui/uifont/japanese/tmp/num.assetbundle,Impact,Regular,7258057046760579642,26,3398605064068647022,0,0,22.0,22.0,18.0,72.0,400,0,0,2,512,65535,514,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,4294967295,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7764631197483468842,-1247753148101655124,text_qianghua,-5755350681981302373,전속 비서,전속 비서,1,1,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,5,-6541690290105773087,0,0,20.0,20.0,18.0,72.0,400,0,0,2,512,65535,514,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.21698111295700073,0.21698111295700073,0.21698111295700073,1.0,,,,,,4281808695,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7755602249026151433,-6676038060271445053,text_6,-5755350681981302373, 설정, 설정,1,0,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,30,6871398411308274113,0,0,22.0,22.0,18.0,72.0,400,0,0,2,512,65535,514,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,4294967295,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7749753264278278351,769869287154541144,text_shezhi,-5755350681981302373,설정,설정,1,0,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,31,-5910174858419085933,0,0,22.0,22.0,18.0,72.0,400,0,0,2,512,65535,514,20.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,4294967295,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7613288749363844043,6094897319733571985,text,-5755350681981302373,임무 관련 설명,임무 관련 설명,1,0,18,-724809986894116682,EPM,download/ui/uifont/japanese/tmp/epm.assetbundle,EPSON ?????S?V?b?N???a,Regular,-161800820888374377,33,477919381716323141,0,0,18.0,18.0,18.0,72.0,400,0,0,1,512,65535,513,6.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.41960784792900085,0.6274510025978088,0.8549019694328308,1.0,,,,,,4292517995,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7548399963800416050,-7982451266254442775,lab_shangdian_text,-5755350681981302373,상점 ,상점 ,1,0,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,5,-6541690290105773087,0,0,18.0,18.0,18.0,72.0,400,0,0,2,512,65535,514,-1.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.29411765933036804,0.24313725531101227,0.20392157137393951,1.0,,,,,,4281613899,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7501338167499325205,-2850655315310142644,text_tmp_message,-5755350681981302373,<color=#599F50>누적 {0}시간</color> 방치 보상! 어서 수령하세요!,<color=#599F50>누적 {0}시간</color> 방치 보상! 어서 수령하세요!,1,0,18,-724809986894116682,EPM,download/ui/uifont/japanese/tmp/epm.assetbundle,EPSON ?????S?V?b?N???a,Regular,-161800820888374377,19,3932716197974622303,0,0,20.0,20.0,18.0,72.0,400,0,0,1,512,65535,513,5.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.38679248094558716,0.04149606078863144,0.0,1.0,,,,,,4278192995,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7477270092640817535,-1112031935058178255,text_tmp_chengyuan,-5755350681981302373,동맹원: ,동맹원: ,1,0,18,-724809986894116682,EPM,download/ui/uifont/japanese/tmp/epm.assetbundle,EPSON ?????S?V?b?N???a,Regular,-161800820888374377,19,3932716197974622303,0,0,20.0,20.0,18.0,72.0,400,0,0,2,512,65535,514,5.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.38823530077934265,0.04313725605607033,0.0,1.0,,,,,,4278192995,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7167492412130985777,-4647534743836315149,text_on,-5755350681981302373,모 험,모 험,1,0,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,38,-2520251210141778353,0,0,22.0,22.0,18.0,72.0,400,0,0,2,512,65535,514,5.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,2,0,0,1,1,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,4294967295,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7140258731040497940,-3465555151582871899,txt_act_name,-5755350681981302373,옷장과의 약속,옷장과의 약속,1,0,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,5,-6541690290105773087,0,0,18.0,18.0,16.0,72.0,400,0,0,2,512,65535,514,-2.5,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.29411765933036804,0.24313725531101227,0.20392157137393951,1.0,,,,,,4281613899,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7138955852173365339,-4624424882258481730,text_small,-5755350681981302373,주 이미지 ,주 이미지 ,1,0,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,39,1733618647902657739,0,0,32.0,32.0,18.0,72.0,400,0,0,1,256,65535,257,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,2,0,0,1,1,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,4294967295,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7054099519597033566,-5362629721147960785,text_on,-5755350681981302373,출 정,출 정,1,0,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,38,-2520251210141778353,0,0,22.0,22.0,18.0,72.0,400,0,0,2,512,65535,514,5.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,2,0,0,1,1,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,4294967295,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7001099708774699602,5716084942009330476,text_tmp_message (1),-5755350681981302373,천하 쟁패 열렬히 진행 중!,천하 쟁패 열렬히 진행 중!,1,0,18,-724809986894116682,EPM,download/ui/uifont/japanese/tmp/epm.assetbundle,EPSON ?????S?V?b?N???a,Regular,-161800820888374377,19,3932716197974622303,0,0,20.0,20.0,18.0,72.0,400,0,0,2,512,65535,514,5.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.38679248094558716,0.04149606078863144,0.0,1.0,,,,,,4278192995,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6963228740554706761,6235884102698714236,text_wanfaTips,-5755350681981302373,000,000,1,0,18,-724809986894116682,EPM,download/ui/uifont/japanese/tmp/epm.assetbundle,EPSON ?????S?V?b?N???a,Regular,-161800820888374377,23,8649783434632076371,0,0,18.0,18.0,18.0,72.0,400,0,0,2,512,65535,514,0.0,0.0,25.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.3294117748737335,0.9294118285179138,0.6627451181411743,1.0,,,,,,4289326420,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6925197596620428308,7161233510276806440,txt_face_name,-5755350681981302373,옷장 속 약속,옷장 속 약속,1,0,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,5,-6541690290105773087,0,0,20.0,20.0,16.0,72.0,400,0,0,2,512,65535,514,-2.5,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,,,,,,4278190080,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6918775254588449823,316781895615049324,text_off,-5755350681981302373,출 정,출 정,1,0,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,5,-6541690290105773087,0,0,22.0,22.0,18.0,72.0,400,0,0,2,512,65535,514,5.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.2862745225429535,0.24313727021217346,0.20784315466880798,1.0,,,,,,4281679433,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6908690484839911143,-8835942810468792613,txt_act_name,-5755350681981302373,옷장과의 약속,옷장과의 약속,1,0,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,5,-6541690290105773087,0,0,18.0,18.0,16.0,72.0,400,0,0,2,512,65535,514,-2.5,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.29411765933036804,0.24313725531101227,0.20392157137393951,1.0,,,,,,4281613899,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6896733852254509727,-5656279968327262454,txt_act_name,-5755350681981302373,옷장과의 약속,옷장과의 약속,1,0,4,2268522548353052838,riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,DFMincho-SU,Regular,254871510493496748,5,-6541690290105773087,0,0,18.0,18.0,16.0,72.0,400,0,0,2,512,65535,514,-2.5,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.29411765933036804,0.24313725531101227,0.20392157137393951,1.0,,,,,,4281613899,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6872768666126068714,-5038400558281525007,text_wanfaTips,-5755350681981302373,,,1,0,18,-724809986894116682,EPM,download/ui/uifont/japanese/tmp/epm.assetbundle,EPSON ?????S?V?b?N???a,Regular,-161800820888374377,23,8649783434632076371,0,0,18.0,18.0,18.0,72.0,400,0,0,2,512,65535,514,0.0,0.0,25.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.9921568632125854,0.8705882430076599,0.3803921639919281,1.0,,,,,,4281118714,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6861762346444819007,-1179192665805161621,text_tmp_message (1),-5755350681981302373,천하쟁패 진행 중,천하쟁패 진행 중,1,0,18,-724809986894116682,EPM,download/ui/uifont/japanese/tmp/epm.assetbundle,EPSON ?????S?V?b?N???a,Regular,-161800820888374377,19,3932716197974622303,0,0,20.0,20.0,18.0,72.0,400,0,0,2,512,65535,514,5.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.38679248094558716,0.04149606078863144,0.0,1.0,,,,,,4278192995,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6842083781619974025,5256767050185476651,text_tmp_message,-5755350681981302373,동맹 가입시 홍옥 400개 무료 획득,동맹 가입시 홍옥 400개 무료 획득,1,0,18,-724809986894116682,EPM,download/ui/uifont/japanese/tmp/epm.assetbundle,EPSON ?????S?V?b?N???a,Regular,-161800820888374377,19,3932716197974622303,0,0,20.0,20.0,18.0,72.0,400,0,0,2,512,65535,514,5.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.38823530077934265,0.04313725605607033,0.0,1.0,,,,,,4278192995,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6840370240762915729,-8182693786225017022,text_title,-5755350681981302373,중,중,1,0,18,-724809986894116682,EPM,download/ui/uifont/japanese/tmp/epm.assetbundle,EPSON ?????S?V?b?N???a,Regular,-161800820888374377,19,3932716197974622303,0,0,26.0,26.0,18.0,72.0,400,0,0,2,512,65535,514,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.27843138575553894,0.24313727021217346,0.21176472306251526,1.0,,,,,,4281744967,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6818907815447891745,-7961927376928750478,text_youjian,-5755350681981302373,      d,      d,1,0,18,-724809986894116682,EPM,download/ui/uifont/japanese/tmp/epm.assetbundle,EPSON ?????S?V?b?N???a,Regular,-161800820888374377,19,3932716197974622303,0,0,20.0,20.0,18.0,72.0,400,0,0,1,256,65535,257,0.0,0.0,25.0,0.0,0.0,0.0,1,0.4000000059604645,0,0,0,1,1,0,3,0,0,1,1,1.0,1.0,1.0,1.0,,0.2862745225429535,0.24313727021217346,0.20784315466880798,1.0,,,,,,4281679433,,,,,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
