bundle,path_id,game_object_id,game_object_name,game_object_active,father_id,father_name,child_ids,anchor_min_x,anchor_min_y,anchor_max_x,anchor_max_y,anchored_pos_x,anchored_pos_y,size_delta_x,size_delta_y,pivot_x,pivot_y,local_pos_x,local_pos_y,local_pos_z,local_scale_x,local_scale_y,local_scale_z
download/ui/uiprefabandres/maininterface.assetbundle,-8905289895394031024,-7823488531960039863,glow (1),True,4509111309169101105,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8889300492611825671,-3899332699982458604,txt_act_name,True,6121557205818703146,,,0.5,0.5,0.5,0.5,0.0,-29.0,90.0,14.010000228881836,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8888927653838800608,7539544116257429673,im_lover,False,5992350593342672181,,,0.5,0.5,0.5,0.5,0.0,0.0,150.0,150.0,0.5,0.5,0.0,0.0,0.0,0.4000000059604645,0.4000000059604645,0.4000000059604645
download/ui/uiprefabandres/maininterface.assetbundle,-8868008597477657724,742600904907955444,btn_act_5,True,-2702129779362243929,,4846822287272984156;-6512791674778037512;8758175843580569203;6296942880544583239;2626213341559805704;322515930895914644,0.5,0.5,0.5,0.5,-200.0,-90.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8867955425087948189,8999786670566616508,btn_renwu,True,4819180499987017672,,4303482308974896508;-4219719416989272269;2367876014968496357;-5669402737250495281;-850837363883841703,0.5,0.5,0.5,0.5,0.0,0.0,79.0,82.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8852806248793684022,-8501376378821000551,shangdian_Btn,True,-533374888481352699,,,0.5,0.5,0.5,0.5,0.0,0.0,50.0,50.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8852094568978209698,6406282111808224411,im_new,False,3989089819604024096,,214079702242166389,0.5,0.5,0.5,0.5,30.0,73.30000305175781,27.0,27.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8849834659715749143,-8721568383851562405,Renderer8,False,3375689855543054311,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8841221856868352375,4231705735427583372,text_num,True,-8505946626613546844,,,0.5,0.5,0.5,0.5,55.099998474121094,-0.6000000238418579,140.0,40.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8810133588338208746,4733557662678222366,text_off,True,2361749976802296163,,,0.5,0.5,0.5,0.5,0.0,-40.0,70.0,30.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8806501745294808914,-3603768126299733460,toggle1,True,4991760527043193651,,4341255657989072966;-2264735568091144035;746244381480862716;253400059934785538;5969690607228433084,0.5,0.5,0.5,0.5,-498.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8797515164536432143,3295741791179254662,Renderer14,False,1940689361009882882,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8796833560067517536,-2882206062457493997,im_xuanzhong,False,7803194088454611896,,,0.5,0.5,0.5,0.5,0.0,0.0,200.0,200.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8792812262684834195,-5689114246445174667,im_new,False,3231425125581267076,,-7760940352150410253,0.5,0.5,0.5,0.5,43.0,73.30000305175781,27.0,27.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8780219260949687164,2493737286861708761,im_dot1,True,-3056532386060783687,,-7782021452568668436,0.0,0.0,0.0,0.0,0.0,0.0,527.2999877929688,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8776417527783467157,1798037046626902805,jiarutishi6,True,4991760527043193651,,-4411980247708019580,0.5,0.5,0.5,0.5,-166.0,318.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8775254085364118339,-254890090666293863,Renderer1,False,3375689855543054311,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8770491101668313108,2145507732455683037,text_tmp_message,True,-4420725230801320258,,-8610242515484149701;-46577470151855028,0.5,0.5,0.5,0.5,640.0,-215.0,157.60000610351562,68.4000015258789,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8768599067056989774,1905886358081047093,Image,True,4683043547237842668,,-4671832635679209895,0.5,0.5,0.5,0.5,0.0,5.0,420.0,80.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8761696225639637360,7056107878401908667,text,True,6020348435816818066,,,0.5,0.5,0.5,0.5,0.0,0.0,0.0,40.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8760727324534218354,5716084942009330476,text_tmp_message (1),True,-3490783371578027493,,,0.5,0.5,0.5,0.5,0.0,0.0,157.60000610351562,68.4000015258789,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8741851040598254191,9069732956581303209,pop_Content,True,-4298348190692526384,,7968629990982182825;-9218882134003513103,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8712596909716107357,884482830378482431,im_tanhao,True,-821442751079771230,,,0.5,0.5,0.5,0.5,182.6999969482422,-170.6999969482422,41.0,51.0,0.800000011920929,0.15000000596046448,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8686389012148632798,527008037722122544,1,True,9093177296069155701,,,0.5,0.5,0.5,0.5,-1.2999999523162842,0.699999988079071,100.0,100.0,0.5,0.5,0.0,0.0,0.0,70.9729995727539,70.9729995727539,70.9729995727539
download/ui/uiprefabandres/maininterface.assetbundle,-8667130922933606843,-1491056658344395305,im_off,False,-4665449998188296530,,-59374865154297663,0.5,0.5,0.5,0.5,-113.0,108.0,229.0,42.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8666989276781493796,6099186281708994144,text_off,True,4975218722388425263,,,0.5,0.5,0.5,0.5,0.0,-40.0,70.0,30.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8659454708591056193,4214168229120477893,btn_act,True,-417605672092456394,,,0.5,0.5,0.5,0.5,0.0,0.0,80.0,80.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8659401947720465944,-4512149706215949748,SkeletonGraphic (hongdian01),False,-8045655987306924849,,,0.5,0.5,0.5,0.5,0.0,0.0,33.0,32.0,0.5151515007019043,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8645234986796405607,-4811382271842048179,SkeletonGraphic (hongdian01),False,6867391482746556376,,,0.5,0.5,0.5,0.5,0.0,0.0,33.0,32.0,0.5151515007019043,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8644893969609994203,-8900963993445214466,text_off,True,9148457326747207575,,,0.5,0.5,0.5,0.5,0.0,-24.0,120.0,30.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8621507326009544749,2248703008673697164,sp_quality_7,False,-2117855898421787488,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8617114551291231450,3115364429263071560,btn_fanhui,True,-3097091523503363921,,,0.5,0.5,0.5,0.5,-130.0,-2.0,92.0,54.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8610242515484149701,-1831250996353450965,bg_ditu,True,-8770491101668313108,,6954391396182994231,0.5,0.5,0.5,0.5,9.0,-50.70000076293945,207.10000610351562,96.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8605903632453188793,-5696455087820957841,UI_AccountTransfer,True,0,,-2677669661497995812;2151198006103336317;-4676634785448051882;-5688848724933659197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-8584369742311621021,-5379328363407262686,text_tmp_message (1),True,-3365026156863845046,,,0.5,0.5,0.5,0.5,0.0,0.0,157.60000610351562,68.4000015258789,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8573325575684930847,5042582987698722480,text_1,True,-5216941958405197112,,,0.5,0.5,0.5,0.5,0.0,-20.0,250.0,40.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8570085101354337738,-1247753148101655124,text_qianghua,True,7815889407375389886,,,0.5,0.5,0.5,0.5,0.0,-32.0,120.0,30.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8555840723276919587,-2205595283249093026,text_on,True,-3542802835436383425,,,0.5,0.5,0.5,0.5,0.0,-40.0,70.0,30.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8554707913236234618,-980218158929038711,im_bg,True,-3948317681477490579,,,0.5,0.5,0.5,0.5,0.0,0.0,79.0,80.0,0.5,0.5,0.0,0.0,0.0,0.8999999761581421,0.8999999761581421,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8550346937250789299,1182533870321525067,text_1,True,3776306265504829343,,,0.5,0.5,0.5,0.5,-233.0,129.0,0.0,40.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8548211768999764717,-4181358175899957627,RedDot,True,2752253850383221455,,-5431748199273016714,0.5,0.5,0.5,0.5,0.0,0.0,27.0,27.0,0.5,0.5,0.0,0.0,0.0,0.800000011920929,0.800000011920929,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8534250633972333745,6092355302883134904,bg_guanzhi,True,8924767933396413025,,661874068022739656,0.5,0.5,0.5,0.5,-114.89999389648438,41.5,160.0,117.0,0.5,0.5,0.0,0.0,0.0,0.6000000238418579,0.6000000238418579,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8531712707265229334,-4934452144858241079,Renderer8,False,1940689361009882882,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8528964170731857170,-4720006359598951018,Renderer18,False,-4598243874201664563,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8522249643364294079,2781895440604742240,im_fengxian3,True,7590681253076596013,,,0.5,0.5,0.5,0.5,0.0,-117.0,8.0,8.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8522231094460469618,3184150559611327127,bg_left,True,3777259328428099603,,-4678969031626373245;7803194088454611896;-6824386696551513534;3056487244507766040;-6919474666546668232;3952437621572528735;992702146244412882,0.5,0.5,0.5,0.5,-378.0,26.0,293.0,296.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8516820940143689577,3517535490344723495,Renderer42,False,1940689361009882882,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8515563796243426301,-954121371446162469,im_new,False,4761223883841010995,,8260475990093654902,0.5,0.5,0.5,0.5,52.099998474121094,73.30000305175781,27.0,27.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8508595273736828006,781847674547514479,jiarutishi,True,-8086237336721494818,,-6764919561489401875;3305284616206979530;3557758630990146798;-637086105896227588,0.5,0.5,0.5,0.5,0.0,305.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8505946626613546844,-4301918204949102680,rewardItem,False,4102977029504676209,,-8841221856868352375;4848078079332118409,0.0,1.0,0.0,1.0,540.0,-28.707500457763672,120.0,60.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8482203760845978104,8646929919529201857,bg_ditu,True,-6022165655162107944,,-2192672048063259409,0.5,0.5,0.5,0.5,9.0,-50.70000076293945,196.0,96.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8466828004930285515,2666083457984175947,middle,True,7409970622389811116,,-5389576201289399819,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8449929650395926112,7407220585355954507,text_num,True,-754352213292762594,,,0.5,0.5,0.5,0.5,44.0,0.0,100.0,20.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8437242418157137607,2176198937311252449,pop_Content,True,2919483037020922393,,8398820432489874867;-5796758961952991193;7027303142360147436;-4695187820931278337;3770128106877004175;-3252532673009940572;-5770848341577514668;5269011975511989628;-6492577904331795599;2192859390125328746;-6287399180729526877,0.5,0.5,0.5,0.5,0.0,0.0,1000.0,576.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8429231675590596650,7710966822818341753,Image,True,8069138762849994138,,,0.5,0.5,0.5,0.5,0.0,0.0,2500.0,2000.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-8400302811400909138,-926212944341804861,txt_act_leftTime,True,-6331543869366284602,,,0.5,0.5,0.5,0.5,0.0,-52.599998474121094,110.0,14.010000228881836,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
