bundle,component_path_id,game_object_id,game_object_name,script_id,text,font_size,alignment,raycast_target,color_r,color_g,color_b,color_a
download/ui/uiprefabandres/maininterface.assetbundle,-7378265728464933854,8703052681660568353,text_guan,-7978266203517415465,OFF,20,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7348836297357461492,-1720728295328038582,text_name,-7978266203517415465,시스템,18,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7344444113943444083,-7741460210314033726,text_num,-7978266203517415465,,20,4,1,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7310084777890929750,-3934390202619264207,text,-7978266203517415465,탭하여 계속,22,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7272962661191208142,5488681531515364937,text_name,-7978266203517415465,시스템,18,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7215615813942939380,-5099918058730559217,text_bai,-7978266203517415465,게임 설정,20,4,0,0.19607843458652496,0.19607843458652496,0.19607843458652496,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7167492412130985777,-4647534743836315149,text_on,-5755350681981302373,모 험,22.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7140258731040497940,-3465555151582871899,txt_act_name,-5755350681981302373,옷장과의 약속,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7138955852173365339,-4624424882258481730,text_small,-5755350681981302373,주 이미지 ,32.0,1,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7111680956927124694,-6384874289575702343,text_message,-7978266203517415465,누적 4시간 방치 보상! 어서 수령하세요!,20,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7054099519597033566,-5362629721147960785,text_on,-5755350681981302373,출 정,22.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7031758716302067052,3902150363741132424,text_kai,-7978266203517415465,ON,20,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7023270221163910281,8208488197589711393,text_num,-7978266203517415465,6,20,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7012165538203657239,-2511822428997417503,text_num,-7978266203517415465,99,20,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-7001099708774699602,5716084942009330476,text_tmp_message (1),-5755350681981302373,천하 쟁패 열렬히 진행 중!,20.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6963228740554706761,6235884102698714236,text_wanfaTips,-5755350681981302373,000,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6925197596620428308,7161233510276806440,txt_face_name,-5755350681981302373,옷장 속 약속,20.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6918775254588449823,316781895615049324,text_off,-5755350681981302373,출 정,22.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6908690484839911143,-8835942810468792613,txt_act_name,-5755350681981302373,옷장과의 약속,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6896733852254509727,-5656279968327262454,txt_act_name,-5755350681981302373,옷장과의 약속,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6878161557483508084,2178913777330991865,text_guan,-7978266203517415465,OFF,20,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6872768666126068714,-5038400558281525007,text_wanfaTips,-5755350681981302373,,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6861762346444819007,-1179192665805161621,text_tmp_message (1),-5755350681981302373,천하쟁패 진행 중,20.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6842083781619974025,5256767050185476651,text_tmp_message,-5755350681981302373,동맹 가입시 홍옥 400개 무료 획득,20.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6840370240762915729,-8182693786225017022,text_title,-5755350681981302373,중,26.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6818907815447891745,-7961927376928750478,text_youjian,-5755350681981302373,      d,20.0,1,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6793392015219792289,-6603914356686123075,text_off,-5755350681981302373,모 험,22.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6761004256052244022,-5217565220173274662,text_message,-7978266203517415465,"계정을 삭제하실 경우, 모든 서버의 계정 이메일 및 스토어 로그인 정보가 삭제됩니다. 계정을 정말로 삭제하시겠습니까?",22,4,0,0.2862745225429535,0.24313725531101227,0.2078431397676468,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6683319376100122280,7422402691137615744,text_attrInfo,-7978266203517415465,보연사의 얼굴보연사의 얼굴,20,4,0,0.9622641801834106,0.547662079334259,0.20425420999526978,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6640990490510191038,-8012585700369344391,text_num,-7978266203517415465,,20,4,1,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6596920605527704737,7789208860844877972,txt_act_name,-5755350681981302373,옷장과의 약속,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6565129774202569810,7163977588355364015,text_queren,-5755350681981302373,저장,26.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6539234352139627902,-2568686707463358350,text_wanfaTips,-5755350681981302373,,18.0,2,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6376659564963010681,6989945350092074715,text_name,-7978266203517415465,시스템 ,18,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6332871209079131224,-2783685821154413518,text,-7978266203517415465,,20,4,0,1.0,0.9669811129570007,0.9669811129570007,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6325968150810998117,-5299236617504205340,text_shiyong,-7978266203517415465,사용 중,16,4,0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6290140139471312832,-4523279253066314993,text_2,-7978266203517415465,app시작→로그인 화면→데이터 연동→메일 주소와 비밀 번호 입력 후 연동하실 수 있습니다.,20,0,0,0.19607843458652496,0.19607843458652496,0.19607843458652496,1.0
