component_path_id,game_object_id,game_object_name,sprite_ref,file_id,path_id,external_path,cab_name,dependency_bundle,sprite_name,width,height,source_output,unity_asset_path,raycast_target,maskable,image_type,preserve_aspect,fill_method,fill_amount,color_r,color_g,color_b,color_a,status
-9011806713471101554,2445615007217633956,btn_go,1:-3687368163992476616,1,-3687368163992476616,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,renwuqwjt,37,28,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-3687368163992476616_renwuqwjt.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-3687368163992476616_renwuqwjt.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8996450508935789596,4243502778533821233,btn_qianghua,8:3133559700552656058,8,3133559700552656058,archive:/CAB-eb0022000d6929718b7dc303bf0c009d/CAB-eb0022000d6929718b7dc303bf0c009d,CAB-eb0022000d6929718b7dc303bf0c009d,download/artsources/uispriteres/uibutton.assetbundle,BTN_Smallyellow,156,52,extracted/unity/bundles/b_db2d3e832d286f31/images/S/3133559700552656058_BTN_Smallyellow.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uibutton/fid8_3133559700552656058_BTN_Smallyellow.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8985539667518180610,1468830982883555561,im_kai,8:8567226860985364068,8,8567226860985364068,archive:/CAB-eb0022000d6929718b7dc303bf0c009d/CAB-eb0022000d6929718b7dc303bf0c009d,CAB-eb0022000d6929718b7dc303bf0c009d,download/artsources/uispriteres/uibutton.assetbundle,BTN_kaiguan,73,32,extracted/unity/bundles/b_db2d3e832d286f31/images/S/8567226860985364068_BTN_kaiguan.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uibutton/fid8_8567226860985364068_BTN_kaiguan.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8970169867621974275,-6658333135029825021,btn_huodong3,0,,,,,,,,,,,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,empty_sprite_ref
-8968548341628809593,3666887709237655095,im_face_icon,0,,,,,,,,,,,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,empty_sprite_ref
-8961032515968333731,8601611557098410749,im_round,1:-6190256265202697880,1,-6190256265202697880,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,BG_xuanzhong,36,38,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-6190256265202697880_BG_xuanzhong.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-6190256265202697880_BG_xuanzhong.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8959983922777908350,6050258275340965824,bg_mohuzhezhao,0,,,,,,,,,,,0,1,0,0,4,1.0,0.0,0.0,0.0,0.47058823704719543,empty_sprite_ref
-8950316643970423666,-6692964299494375647,btn_fanhui,8:1154577011564608905,8,1154577011564608905,archive:/CAB-eb0022000d6929718b7dc303bf0c009d/CAB-eb0022000d6929718b7dc303bf0c009d,CAB-eb0022000d6929718b7dc303bf0c009d,download/artsources/uispriteres/uibutton.assetbundle,BTN_Bigblue,228,63,extracted/unity/bundles/b_db2d3e832d286f31/images/S/1154577011564608905_BTN_Bigblue.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uibutton/fid8_1154577011564608905_BTN_Bigblue.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8928639130288303437,-5800019894487341267,btn_yincang,3:-5556123453550250841,3,-5556123453550250841,archive:/CAB-3c1aceb67701c2c3c44bb952321e0a4f/CAB-3c1aceb67701c2c3c44bb952321e0a4f,CAB-3c1aceb67701c2c3c44bb952321e0a4f,download/artsources/uispriteres/uimaininterface.assetbundle,Icon_zdh,57,57,extracted/unity/bundles/b_3c369578efb6ef62/images/S/-5556123453550250841_Icon_zdh.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface/fid3_-5556123453550250841_Icon_zdh.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8913075507972642051,389841532357394928,btn_act,38861690050489314,,,,,,,,,,,1,1,1,0,4,1.0,1.0,1.0,1.0,0.0,empty_sprite_ref
-8874427392270188134,3104671633234757760,btn_marry,8:-3970936928279692334,8,-3970936928279692334,archive:/CAB-eb0022000d6929718b7dc303bf0c009d/CAB-eb0022000d6929718b7dc303bf0c009d,CAB-eb0022000d6929718b7dc303bf0c009d,download/artsources/uispriteres/uibutton.assetbundle,icon_hjjiez,62,68,extracted/unity/bundles/b_db2d3e832d286f31/images/S/-3970936928279692334_icon_hjjiez.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uibutton/fid8_-3970936928279692334_icon_hjjiez.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8811032502264699446,-8616680438288117541,mask_notice,-2320101112833093935,,,,,,,,,,,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0,empty_sprite_ref
-8808742718043861372,-7197213230815142906,im_xuanzhong,1:-3341524470259435328,1,-3341524470259435328,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,T_xuanzhongxiaoguo,200,200,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-3341524470259435328_T_xuanzhongxiaoguo.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-3341524470259435328_T_xuanzhongxiaoguo.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8778855844622558047,7021813262506456690,im_city_qipaoup2,3:8230669418663780938,3,8230669418663780938,archive:/CAB-3c1aceb67701c2c3c44bb952321e0a4f/CAB-3c1aceb67701c2c3c44bb952321e0a4f,CAB-3c1aceb67701c2c3c44bb952321e0a4f,download/artsources/uispriteres/uimaininterface.assetbundle,guanzhi_kensjz1,112,41,extracted/unity/bundles/b_3c369578efb6ef62/images/S/8230669418663780938_guanzhi_kensjz1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface/fid3_8230669418663780938_guanzhi_kensjz1.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8715019992654061951,-466875203844757278,btn_all,1:7663755524743813899,1,7663755524743813899,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,BTN_buzhen_04,55,62,extracted/unity/bundles/b_e9b9d84959e15638/images/S/7663755524743813899_BTN_buzhen_04.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_7663755524743813899_BTN_buzhen_04.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8692715591144120712,2927634452078665020,bg_ditu,3:-3583236969578776251,3,-3583236969578776251,archive:/CAB-3c1aceb67701c2c3c44bb952321e0a4f/CAB-3c1aceb67701c2c3c44bb952321e0a4f,CAB-3c1aceb67701c2c3c44bb952321e0a4f,download/artsources/uispriteres/uimaininterface.assetbundle,BG_qipao,190,111,extracted/unity/bundles/b_3c369578efb6ef62/images/S/-3583236969578776251_BG_qipao.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface/fid3_-3583236969578776251_BG_qipao.png,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8671459615763160602,-254005949419678723,btn_line,11:-5743042215515589593,11,-5743042215515589593,archive:/CAB-b00a67ad72ab5775baa44a302dd53ae4/CAB-b00a67ad72ab5775baa44a302dd53ae4,CAB-b00a67ad72ab5775baa44a302dd53ae4,download/artsources/uispriteres/uimaininterface2.assetbundle,dl_linean,77,81,extracted/unity/bundles/b_3d571cf9b531ccfb/images/S/-5743042215515589593_dl_linean.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface2/fid11_-5743042215515589593_dl_linean.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8632761326470466012,-538706942045199029,im_qipao1,0,,,,,,,,,,,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,empty_sprite_ref
-8624608798422355141,-1803652809405326520,funhandbook_img,11:-397911510302451416,11,-397911510302451416,archive:/CAB-b00a67ad72ab5775baa44a302dd53ae4/CAB-b00a67ad72ab5775baa44a302dd53ae4,CAB-b00a67ad72ab5775baa44a302dd53ae4,download/artsources/uispriteres/uimaininterface2.assetbundle,zhuye_xitong,27,26,extracted/unity/bundles/b_3d571cf9b531ccfb/images/S/-397911510302451416_zhuye_xitong.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface2/fid11_-397911510302451416_zhuye_xitong.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8619990807793159525,-2402655198330840544,RedDot,1:523894093744659759,1,523894093744659759,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,T_hongdian_1,27,27,extracted/unity/bundles/b_e9b9d84959e15638/images/S/523894093744659759_T_hongdian_1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_523894093744659759_T_hongdian_1.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8589803945571585058,-1632007376296743628,im_summonpet_new,0,,,,,,,,,,,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,empty_sprite_ref
-8575969523061148081,4702909141101028920,p_chat_private_head,1:-8484185493004443083,1,-8484185493004443083,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,IC_touxiangzhezhao,150,150,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-8484185493004443083_IC_touxiangzhezhao.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-8484185493004443083_IC_touxiangzhezhao.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8539779251835337204,-4693892514567648628,bg_ditu,1:3767306702705834126,1,3767306702705834126,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,BG_wave,98,54,extracted/unity/bundles/b_e9b9d84959e15638/images/S/3767306702705834126_BG_wave.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_3767306702705834126_BG_wave.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8518042784984868961,2479739931596025244,im_lover,1:-5862618822027723571,1,-5862618822027723571,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,IC_chakan,32,33,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-5862618822027723571_IC_chakan.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-5862618822027723571_IC_chakan.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8515934442750250836,5992321404387670060,Image,0,,,,,,,,,,,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0,empty_sprite_ref
-8511341317254472738,-6843216142695443089,im_fengxian2,1:-388399315194175388,1,-388399315194175388,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,T_fengexian_1,264,12,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-388399315194175388_T_fengexian_1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-388399315194175388_T_fengexian_1.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8502604518238808353,-5624018882503145775,RedDot,1:523894093744659759,1,523894093744659759,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,T_hongdian_1,27,27,extracted/unity/bundles/b_e9b9d84959e15638/images/S/523894093744659759_T_hongdian_1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_523894093744659759_T_hongdian_1.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8468165472734609075,530437044889353301,sound_off,8:7618730662003263700,8,7618730662003263700,archive:/CAB-eb0022000d6929718b7dc303bf0c009d/CAB-eb0022000d6929718b7dc303bf0c009d,CAB-eb0022000d6929718b7dc303bf0c009d,download/artsources/uispriteres/uibutton.assetbundle,BTN_sound_off,50,42,extracted/unity/bundles/b_db2d3e832d286f31/images/S/7618730662003263700_BTN_sound_off.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uibutton/fid8_7618730662003263700_BTN_sound_off.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8463006134225742955,595394027382119130,im_onlyUseAttTips,1:2167273918361574048,1,2167273918361574048,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,BG_shuzhi-1,36,27,extracted/unity/bundles/b_e9b9d84959e15638/images/S/2167273918361574048_BG_shuzhi-1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_2167273918361574048_BG_shuzhi-1.png,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8462250650005508946,143731758941659153,im_dot,1:-2271749065223651739,1,-2271749065223651739,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,T_zhuangshi_1,12,12,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-2271749065223651739_T_zhuangshi_1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-2271749065223651739_T_zhuangshi_1.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8443444011742696380,-1487472682834102742,bg_zhezhao,0,,,,,,,,,,,0,1,0,0,4,1.0,0.15294118225574493,0.1568627506494522,0.5254902243614197,0.10196078568696976,empty_sprite_ref
-8437504355871839712,-6313074656178493937,RedDot,1:523894093744659759,1,523894093744659759,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,T_hongdian_1,27,27,extracted/unity/bundles/b_e9b9d84959e15638/images/S/523894093744659759_T_hongdian_1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_523894093744659759_T_hongdian_1.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8426518573507292908,2044657327016392991,RedDot,1:523894093744659759,1,523894093744659759,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,T_hongdian_1,27,27,extracted/unity/bundles/b_e9b9d84959e15638/images/S/523894093744659759_T_hongdian_1.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_523894093744659759_T_hongdian_1.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8423527114507180604,-8941736887647107992,bg,1:-6260708255479593176,1,-6260708255479593176,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,renwutishidizi,601,52,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-6260708255479593176_renwutishidizi.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-6260708255479593176_renwutishidizi.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8377730107825361291,-7648149541268916334,Viewport,-2320101112833093935,,,,,,,,,,,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0,empty_sprite_ref
-8349685501173178226,5711941155583718438,im_on,8:-7228277309881816607,8,-7228277309881816607,archive:/CAB-eb0022000d6929718b7dc303bf0c009d/CAB-eb0022000d6929718b7dc303bf0c009d,CAB-eb0022000d6929718b7dc303bf0c009d,download/artsources/uispriteres/uibutton.assetbundle,BTN_right,175,42,extracted/unity/bundles/b_db2d3e832d286f31/images/S/-7228277309881816607_BTN_right.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uibutton/fid8_-7228277309881816607_BTN_right.png,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8345742548080147690,1715590308689370597,Image,11:7397200574302499367,11,7397200574302499367,archive:/CAB-b00a67ad72ab5775baa44a302dd53ae4/CAB-b00a67ad72ab5775baa44a302dd53ae4,CAB-b00a67ad72ab5775baa44a302dd53ae4,download/artsources/uispriteres/uimaininterface2.assetbundle,dl_lwtb,46,50,extracted/unity/bundles/b_3d571cf9b531ccfb/images/S/7397200574302499367_dl_lwtb.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface2/fid11_7397200574302499367_dl_lwtb.png,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8291296213969346447,-4968405805457616892,im_round,1:-6190256265202697880,1,-6190256265202697880,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,BG_xuanzhong,36,38,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-6190256265202697880_BG_xuanzhong.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-6190256265202697880_BG_xuanzhong.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
-8260568205126050787,102081521486084841,bg_mohuzhezhao,0,,,,,,,,,,,0,1,0,0,4,1.0,0.0,0.0,0.0,0.47058823704719543,empty_sprite_ref
-8254699646475310341,-8636894632507016656,im_bg,1:-1182126779076344239,1,-1182126779076344239,archive:/CAB-24e61ef52c76ead21626b48aa531d6ac/CAB-24e61ef52c76ead21626b48aa531d6ac,CAB-24e61ef52c76ead21626b48aa531d6ac,download/artsources/uispriteres/uicommonother.assetbundle,mainpage_BTN_bg,79,80,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-1182126779076344239_mainpage_BTN_bg.png,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-1182126779076344239_mainpage_BTN_bg.png,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0,ready
