local e=
{
ByIdx={
{102,21,2,99358,99357,99356,600},
{103,21,3,99358,99357,99351,600},
{104,21,4,99357,99351,99355,600},
{105,21,5,99353,99358,99357,600},
{106,22,1,99357,99352,99358,600},
{107,22,2,99354,99357,99358,600},
{108,22,3,99354,99358,99357,600},
{109,22,4,99352,99358,99356,600},
{110,22,5,99353,99358,99357,600},
{111,23,1,99357,99352,99358,600},
{112,23,2,99352,99356,99351,600},
{113,23,3,99351,99357,99356,600},
{114,23,4,99358,99351,99355,600},
{115,23,5,99353,99358,99356,600},
{116,24,1,99357,99358,99352,600},
{117,24,2,99357,99358,99351,600},
{118,24,3,99357,99351,99355,600},
{119,24,4,99357,99355,99351,600},
{120,24,5,99353,99357,99358,600},
{121,25,1,99352,99354,99358,600},
{122,25,2,99352,99357,99358,600},
{123,25,3,99357,99358,99351,600},
{124,25,4,99358,99357,99355,600},
{125,25,5,99353,99357,99351,600},
{126,26,1,99352,99357,99351,600},
{127,26,2,99358,99353,99356,600},
{128,26,3,99358,99351,99356,600},
{129,26,4,99352,99358,99355,600},
{130,26,5,99353,99356,99357,600},
{131,27,1,99357,99352,99358,600},
{132,27,2,99357,99354,99358,600},
{133,27,3,99357,99356,99358,600},
{134,27,4,99352,99357,99356,600},
{135,27,5,99353,99357,99358,600},
{136,28,1,99357,99351,99358,600},
{137,28,2,99357,99351,99354,600},
{138,28,3,99358,99355,99356,600},
{139,28,4,99351,99358,99355,600},
{140,28,5,99353,99358,99351,600},
{141,29,1,99357,99351,99358,600},
{142,29,2,99351,99357,99356,600},
{143,29,3,99357,99355,99351,600},
{144,29,4,99355,99357,99351,600},
{145,29,5,99353,99357,99358,600},
{146,30,1,99357,99351,99358,600},
{147,30,2,99351,99357,99358,600},
{148,30,3,99357,99351,99355,600},
{149,30,4,99355,99357,99352,600},
{150,30,5,99353,99357,99355,600},
{151,31,1,99357,99351,99356,600},
{152,31,2,99357,99351,99355,600},
{153,31,3,99357,99355,99351,600},
{154,31,4,99355,99351,99357,600},
{155,31,5,99353,99357,99355,600},
{156,32,1,99357,99352,99358,600},
{157,32,2,99356,99358,99357,600},
{158,32,3,99355,99353,99357,600},
{159,32,4,99356,99357,99355,600},
{160,32,5,99353,99357,99351,600},
{161,33,1,99357,99352,99353,600},
{162,33,2,99353,99357,99355,600},
{163,33,3,99355,99357,99353,600},
{164,33,4,99358,99353,99352,600},
{165,33,5,99353,99358,99357,600},
{166,34,1,99357,99351,99355,600},
{167,34,2,99357,99351,99358,600},
{168,34,3,99357,99351,99358,600},
{169,34,4,99357,99358,99352,600},
{170,34,5,99353,99358,99352,600},
{171,35,1,99356,99357,99352,600},
{172,35,2,99357,99351,99356,600},
{173,35,3,99358,99357,99352,600},
{174,35,4,99358,99357,99352,600},
{175,35,5,99353,99357,99355,600},
{176,36,1,99357,99356,99358,600},
{177,36,2,99356,99352,99358,600},
{178,36,3,99356,99353,99358,600},
{179,36,4,99357,99355,99353,600},
{180,36,5,99353,99355,99357,600},
{181,37,1,99357,99352,99351,600},
{182,37,2,99357,99351,99352,600},
{183,37,3,99357,99358,99351,600},
{184,37,4,99357,99352,99351,600},
{185,37,5,99357,99351,99355,600},
{186,38,1,99352,99357,99358,600},
{187,38,2,99351,99358,99352,600},
{188,38,3,99355,99351,99358,600},
{189,38,4,99358,99357,99351,600},
{190,38,5,99353,99358,99357,600},
{191,39,1,99352,99357,99358,600},
{192,39,2,99358,99352,99354,600},
{193,39,3,99355,99354,99357,600},
{194,39,4,99355,99357,99351,600},
{195,39,5,99353,99358,99351,600},
{196,40,1,99357,99352,99351,600},
{197,40,2,99354,99358,99351,600},
{198,40,3,99355,99357,99351,600},
{199,40,4,99357,99355,99358,600},
{200,40,5,99353,99358,99351,600},
{201,41,1,99357,99358,99351,600},
{202,41,2,99355,99351,99357,600},
{203,41,3,99355,99358,99351,600},
{204,41,4,99358,99357,99351,600},
{205,41,5,99358,99357,99351,600},
{206,42,1,99358,99351,99353,600},
{207,42,2,99357,99358,99351,600},
{208,42,3,99357,99358,99355,600},
{209,42,4,99358,99357,99351,600},
{210,42,5,99353,99358,99352,600},
{211,43,1,99357,99351,99358,600},
{212,43,2,99357,99351,99355,600},
{213,43,3,99356,99358,99351,600},
{214,43,4,99356,99357,99358,600},
{215,43,5,99353,99356,99357,600},
{216,44,1,99357,99358,99351,600},
{217,44,2,99358,99351,99355,600},
{218,44,3,99358,99356,99351,600},
{219,44,4,99356,99355,99351,600},
{220,44,5,99353,99358,99351,600},
{221,45,1,99357,99358,99352,600},
{222,45,2,99358,99351,99354,600},
{223,45,3,99357,99351,99354,600},
{224,45,4,99358,99356,99351,600},
{225,45,5,99353,99357,99352,600}
},
Len=225
}
return e 
